
[00:00:00.000 --> 00:00:05.240]   With Kroger Brand products from Ralphs, you can make all your favorite things this holiday season.
[00:00:05.240 --> 00:00:09.920]   Because Kroger Brand's proven quality products come at exceptionally low prices.
[00:00:09.920 --> 00:00:14.760]   And with a money-back quality guarantee, every dish is sure to be a favorite.
[00:00:14.760 --> 00:00:18.180]   ♪ These are a few of my favorite things ♪
[00:00:18.180 --> 00:00:24.900]   Whether you shop delivery, pickup, or in-store, Kroger Brand has all your favorite things.
[00:00:24.900 --> 00:00:27.360]   Ralphs. Fresh for everyone.
[00:00:27.360 --> 00:00:30.360]   ♪
[00:00:30.360 --> 00:00:34.360]   Today on Radical Personal Finance, it's Friday Q&A.
[00:00:34.360 --> 00:00:50.360]   ♪
[00:00:50.360 --> 00:00:54.860]   Welcome to Radical Personal Finance, the show dedicated to providing you with the knowledge, skills, insight,
[00:00:54.860 --> 00:00:57.860]   and encouragement you need to live a rich and meaningful life now,
[00:00:57.860 --> 00:01:00.860]   while building a plan for financial freedom in 10 years or less.
[00:01:00.860 --> 00:01:06.360]   Today is Friday, and as with any Friday that I can arrange an internet connection to do a Q&A,
[00:01:06.360 --> 00:01:10.860]   I have a live Q&A call. That's where you can call in, you can talk to me about anything you want,
[00:01:10.860 --> 00:01:14.860]   you can ask questions about living a rich life, building financial freedom,
[00:01:14.860 --> 00:01:17.860]   you can make commentary, anything you want on a Friday show.
[00:01:17.860 --> 00:01:22.860]   ♪
[00:01:22.860 --> 00:01:25.860]   I guess we could more commonly call it Open Line Friday.
[00:01:25.860 --> 00:01:28.860]   Again, anything you want, this is a great place to talk about any question you want.
[00:01:28.860 --> 00:01:33.860]   If there's a subject that you have wanted to ask me about, a show topic that you've wanted to get my opinion on,
[00:01:33.860 --> 00:01:38.860]   a lot of times I find these Friday Q&A shows far less intimidating to do.
[00:01:38.860 --> 00:01:43.860]   So people all the time send me show topics and they say, "Joshua, what do I do about such and such a thing?"
[00:01:43.860 --> 00:01:47.860]   But if I create a standalone show, that requires me to spend a bunch of time,
[00:01:47.860 --> 00:01:49.860]   maybe a couple hours putting together an outline.
[00:01:49.860 --> 00:01:53.860]   And so I like to just answer them extemporaneously sometimes,
[00:01:53.860 --> 00:01:57.860]   because it allows me to possibly give you something useful or give you a couple of ideas,
[00:01:57.860 --> 00:02:01.860]   and it takes the burden off of me to do hours and hours of preparation to make something really good.
[00:02:01.860 --> 00:02:06.860]   I can always say, "Hey, it was an impromptu speech." Of course it wasn't really very good.
