
[00:00:00.000 --> 00:00:02.080]   (upbeat music)
[00:00:02.080 --> 00:00:04.800]   - Hello, and welcome to another episode of All The Hacks,
[00:00:04.800 --> 00:00:07.680]   a show about upgrading your life, money, and travel.
[00:00:07.680 --> 00:00:10.400]   Now, just a few weeks ago, I read a few posts
[00:00:10.400 --> 00:00:11.800]   that really had me thinking more
[00:00:11.800 --> 00:00:14.440]   about how I wanna optimize 2023.
[00:00:14.440 --> 00:00:17.240]   One was about conducting a personal annual review,
[00:00:17.240 --> 00:00:19.200]   and the other was about 23 ways
[00:00:19.200 --> 00:00:21.680]   to make 2023 an amazing year.
[00:00:21.680 --> 00:00:23.160]   They were both fantastic,
[00:00:23.160 --> 00:00:25.800]   and they were both written by my friend Sahil Bloom,
[00:00:25.800 --> 00:00:27.960]   who is one of my favorite creators.
[00:00:27.960 --> 00:00:30.360]   But he actually started his career in private equity
[00:00:30.360 --> 00:00:33.120]   and then spent a decade investing professionally
[00:00:33.120 --> 00:00:35.160]   before he turned to writing about finance
[00:00:35.160 --> 00:00:36.520]   and sharing his frameworks
[00:00:36.520 --> 00:00:39.440]   to have a more fulfilling life and career.
[00:00:39.440 --> 00:00:41.040]   And to prepare for this conversation,
[00:00:41.040 --> 00:00:42.200]   I actually ended up coming up
[00:00:42.200 --> 00:00:44.600]   with so many topics I wanted to cover,
[00:00:44.600 --> 00:00:46.520]   but we're gonna have to get to them another time
[00:00:46.520 --> 00:00:47.900]   because we're gonna focus today
[00:00:47.900 --> 00:00:50.160]   on conducting a personal annual review,
[00:00:50.160 --> 00:00:52.280]   which is nothing like the arduous process
[00:00:52.280 --> 00:00:53.840]   of a performance review at work.
[00:00:53.840 --> 00:00:56.760]   It's actually just seven questions you can ask yourself
[00:00:56.760 --> 00:00:58.440]   that give you the perfect opportunity
[00:00:58.440 --> 00:01:01.920]   to reflect on the past year and plan for what's ahead.
[00:01:01.920 --> 00:01:03.880]   Then we're gonna walk through some of Sahil
[00:01:03.880 --> 00:01:05.720]   and my top recommendations
[00:01:05.720 --> 00:01:08.400]   for how to make 2023 an amazing year
[00:01:08.400 --> 00:01:11.840]   across your work, health, life, and money.
[00:01:11.840 --> 00:01:13.560]   I'm so excited for this conversation,
[00:01:13.560 --> 00:01:15.840]   so let's get started right after this.
[00:01:15.840 --> 00:01:18.880]   Sahil, welcome to the show.
[00:01:18.880 --> 00:01:20.200]   Thank you for having me, man.
[00:01:20.200 --> 00:01:21.240]   As an avid listener,
[00:01:21.240 --> 00:01:23.800]   I'm excited to make my debut appearance here.
[00:01:23.800 --> 00:01:25.400]   Yeah, and we'll probably get to this at the end,
[00:01:25.400 --> 00:01:27.520]   but there might be some future appearances coming,
[00:01:27.520 --> 00:01:29.200]   but it's January.
[00:01:29.200 --> 00:01:30.360]   There are a lot of people out there
[00:01:30.360 --> 00:01:31.900]   trying to make their resolutions,
[00:01:31.900 --> 00:01:33.840]   make their intentions for the year.
[00:01:33.840 --> 00:01:35.040]   What do you think people get wrong
[00:01:35.040 --> 00:01:37.120]   when they go through that process?
[00:01:37.120 --> 00:01:38.880]   The biggest thing I think people get wrong
[00:01:38.880 --> 00:01:41.240]   is focus on the planning side
[00:01:41.240 --> 00:01:42.920]   and not enough on the reflecting side.
[00:01:42.920 --> 00:01:44.440]   There's this quote that I love,
[00:01:44.440 --> 00:01:46.840]   John Dewey, an American philosopher,
[00:01:46.840 --> 00:01:48.920]   and basically what he said was,
[00:01:48.920 --> 00:01:50.640]   "We don't learn from experience.
[00:01:50.640 --> 00:01:53.200]   "We learn from reflecting on experience."
[00:01:53.200 --> 00:01:54.960]   And I always thought that was a really powerful way
[00:01:54.960 --> 00:01:56.320]   of thinking about your year.
[00:01:56.320 --> 00:01:57.520]   You get to the end of the year
[00:01:57.520 --> 00:01:59.760]   and everyone's instinct is,
[00:01:59.760 --> 00:02:00.880]   "Okay, I'm gonna look forward.
[00:02:00.880 --> 00:02:01.760]   "Let me make my goals.
[00:02:01.760 --> 00:02:02.680]   "Let me do all that."
[00:02:02.680 --> 00:02:04.520]   And that's just the way everyone operates.
[00:02:04.520 --> 00:02:05.620]   It's the standard.
[00:02:05.620 --> 00:02:07.640]   And not enough time is spent reflecting
[00:02:07.640 --> 00:02:08.880]   on the year that just passed.
[00:02:08.880 --> 00:02:10.080]   And what did you learn from it?
[00:02:10.080 --> 00:02:12.440]   And how can you actually take those learnings
[00:02:12.440 --> 00:02:14.000]   and drive yourself forward
[00:02:14.000 --> 00:02:15.840]   and do a better year going forward?
[00:02:15.840 --> 00:02:17.000]   It's funny, I was hoping you'd say that
[00:02:17.000 --> 00:02:19.640]   because I wanted to talk about your personal annual review
