
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:08.240]   - Welcome to episode number two
[00:00:08.240 --> 00:00:11.120]   of the Bogleheads Life Stages Podcast.
[00:00:11.120 --> 00:00:12.660]   Bogleheads are investors who follow
[00:00:12.660 --> 00:00:14.480]   John Bogle's investing philosophy
[00:00:14.480 --> 00:00:16.980]   for attaining financial independence.
[00:00:16.980 --> 00:00:20.720]   Today's episode features Boglehead member 5K.
[00:00:20.720 --> 00:00:24.500]   This recording was made on March 31st, 2021.
[00:00:24.500 --> 00:00:26.060]   Nothing in this video should be construed
[00:00:26.060 --> 00:00:28.260]   as personalized investment advice.
[00:00:29.400 --> 00:00:32.460]   I sit over at the Money Mustache Forum
[00:00:32.460 --> 00:00:35.640]   where it was originally designed
[00:00:35.640 --> 00:00:40.300]   to help people just add up all their expenses.
[00:00:40.300 --> 00:00:44.200]   And most of the emphasis on that site
[00:00:44.200 --> 00:00:47.840]   was helping people reduce expenses.
[00:00:47.840 --> 00:00:49.280]   Where's all your money going?
[00:00:49.280 --> 00:00:55.160]   It's kind of grown to the point where now I think it's
[00:00:55.160 --> 00:00:58.480]   the tax portion of it, at least on this tab,
[00:00:58.480 --> 00:01:02.120]   and it probably gets used more than the expense portion.
[00:01:02.120 --> 00:01:03.760]   Expense portion's still there.
[00:01:03.760 --> 00:01:08.840]   What I have right now is the example
[00:01:08.840 --> 00:01:11.080]   that's in the Bogleheads Wiki article
[00:01:11.080 --> 00:01:13.800]   on Roth IRA conversion.
[00:01:13.800 --> 00:01:18.160]   So you have filing status of married filing jointly.
[00:01:18.160 --> 00:01:24.200]   One person's 65, one person's age 62,
[00:01:24.200 --> 00:01:25.960]   no dependents at this point.
[00:01:28.160 --> 00:01:30.960]   They've got 500 bucks in interest,
[00:01:30.960 --> 00:01:33.600]   non-qualified dividends, et cetera,
[00:01:33.600 --> 00:01:36.140]   11,000 qualified dividends,
[00:01:36.140 --> 00:01:40.260]   19,000 in pension income,
[00:01:40.260 --> 00:01:44.220]   and 25,000 in social security income.
