
[00:00:00.000 --> 00:00:02.520]   (upbeat music)
[00:00:02.520 --> 00:00:05.640]   - Hello, and welcome to another episode of All The Hacks,
[00:00:05.640 --> 00:00:08.760]   a show about upgrading your life, money, and travel.
[00:00:08.760 --> 00:00:10.560]   First off, happy holidays to everyone.
[00:00:10.560 --> 00:00:12.200]   And if you're new, I'm Chris Hutchins,
[00:00:12.200 --> 00:00:14.100]   and I'm excited to have you here.
[00:00:14.100 --> 00:00:16.680]   Each week, you'll normally hear me talking to an expert
[00:00:16.680 --> 00:00:18.520]   about how they became world-class
[00:00:18.520 --> 00:00:20.880]   at optimizing an aspect of their life,
[00:00:20.880 --> 00:00:24.200]   or doing a deep dive myself on a topic I've been researching,
[00:00:24.200 --> 00:00:26.480]   or maybe just answering your questions,
[00:00:26.480 --> 00:00:28.360]   which by the way, I will be doing next week,
[00:00:28.360 --> 00:00:30.200]   so please send some in.
[00:00:30.200 --> 00:00:32.760]   But given that it's the last episode of the year,
[00:00:32.760 --> 00:00:35.600]   I wanted to do something different and a little special.
[00:00:35.600 --> 00:00:39.400]   I wanna recap the 10 biggest takeaways and learnings
[00:00:39.400 --> 00:00:42.940]   I've had from the past 94 episodes,
[00:00:42.940 --> 00:00:44.880]   and the ones that I'm gonna be focusing on
[00:00:44.880 --> 00:00:47.400]   in my own life in the year ahead.
[00:00:47.400 --> 00:00:49.720]   After that, I'm gonna share some of my top hacks
[00:00:49.720 --> 00:00:52.480]   from the year, as well as my favorite credit cards
[00:00:52.480 --> 00:00:56.060]   from 2022, based on my actual spending data.
[00:00:56.060 --> 00:00:58.860]   So, let's jump in right after this.
[00:00:58.860 --> 00:01:02.500]   Do you all remember episode 122,
[00:01:02.500 --> 00:01:04.820]   where I spoke with chef David Chang
[00:01:04.820 --> 00:01:06.980]   about leveling up your cooking at home?
[00:01:06.980 --> 00:01:09.980]   If not, definitely go back and give it a listen.
[00:01:09.980 --> 00:01:13.940]   But one of his top hacks was using the microwave a lot more.
[00:01:13.940 --> 00:01:16.380]   I'll admit, I was a skeptic at first,
[00:01:16.380 --> 00:01:19.220]   but after getting a full set of microwave cookware
[00:01:19.220 --> 00:01:21.860]   from Anyday, I am a total convert,
[00:01:21.860 --> 00:01:23.960]   and I am so excited to be partnering with them
[00:01:23.960 --> 00:01:25.260]   for this episode.
[00:01:25.260 --> 00:01:28.300]   Anyday is glass cookware specially designed
[00:01:28.300 --> 00:01:31.560]   to make delicious food from scratch in the microwave.
[00:01:31.560 --> 00:01:34.900]   And honestly, using it feels like a kitchen cheat code,
[00:01:34.900 --> 00:01:38.900]   because it speeds up and simplifies the process so much.
[00:01:38.900 --> 00:01:41.540]   The cookware is 100% plastic-free,
[00:01:41.540 --> 00:01:44.480]   and you can cook, serve, store, and reheat
[00:01:44.480 --> 00:01:47.640]   all in the same dish that happens to be dishwasher,
[00:01:47.640 --> 00:01:49.860]   freezer, and oven safe, too.
[00:01:49.860 --> 00:01:52.480]   And just last week, they worked with David Chang
[00:01:52.480 --> 00:01:55.660]   to launch the beautiful matte black IO collection,
[00:01:55.660 --> 00:01:57.960]   so you should definitely check that out.
[00:01:57.960 --> 00:02:01.300]   To get 15% off our new favorite cookware,
[00:02:01.300 --> 00:02:04.360]   go to allthehacks.com/anyday,
[00:02:04.360 --> 00:02:07.480]   or use the code HACKS15 at checkout.
[00:02:07.480 --> 00:02:12.480]   Again, that's allthehacks.com/anyday for 15% off.
[00:02:12.480 --> 00:02:18.000]   Okay, so I wanted to do these takeaways in order,
[00:02:18.000 --> 00:02:20.400]   but someone managed to trick Amex Travel
[00:02:20.400 --> 00:02:23.720]   into putting $5,000 of flights on my credit card,
[00:02:23.720 --> 00:02:25.620]   so I just spent the last few hours
[00:02:25.620 --> 00:02:26.960]   trying to get my funds back,
[00:02:26.960 --> 00:02:28.600]   which it turns out will be easy,
[00:02:28.600 --> 00:02:31.720]   but also to make sure the scammers' return flights,
