
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.240]   - Uncle Gael, welcome to "Late in Space."
[00:00:06.240 --> 00:00:07.160]   - Thanks for having me.
[00:00:07.160 --> 00:00:09.560]   - Thanks for coming all the way over to our studio.
[00:00:09.560 --> 00:00:11.400]   - Oh, it was a long hike.
[00:00:11.400 --> 00:00:12.440]   - A long trek.
[00:00:12.440 --> 00:00:16.480]   You got T-boned, Noah, by traffic.
[00:00:16.480 --> 00:00:21.280]   You were the first VP of Venge at Signal Store.
[00:00:21.280 --> 00:00:24.060]   Then you started Impera, you ran it for six years,
[00:00:24.060 --> 00:00:27.440]   got acquired into Figma, where you were at for eight months,
[00:00:27.440 --> 00:00:29.240]   and you just celebrated your one-year anniversary
[00:00:29.240 --> 00:00:30.080]   at Brain Trust.
[00:00:30.080 --> 00:00:30.900]   - I did, yeah.
[00:00:30.900 --> 00:00:31.740]   - What a journey.
[00:00:31.740 --> 00:00:33.080]   I kind of want to go through each in turn,
[00:00:33.080 --> 00:00:35.160]   because I have a personal relationship with Signal Store
[00:00:35.160 --> 00:00:37.160]   just because I have been a follower
[00:00:37.160 --> 00:00:38.880]   and fan of databases for a while.
[00:00:38.880 --> 00:00:42.200]   HTAP is always a dream of every database guy.
[00:00:42.200 --> 00:00:43.160]   - It's still the dream.
[00:00:43.160 --> 00:00:44.560]   - When HTAP, and Signal Store, I think,
[00:00:44.560 --> 00:00:46.120]   is the leading HTAP.
[00:00:46.120 --> 00:00:47.120]   What's that journey like?
[00:00:47.120 --> 00:00:49.160]   And then maybe we'll cover the rest later,
[00:00:49.160 --> 00:00:51.440]   but we can start Signal Store first.
[00:00:51.440 --> 00:00:52.400]   - Yeah, yeah.
[00:00:52.400 --> 00:00:57.000]   In college, as an Indian, first-generation Indian kid,
[00:00:57.000 --> 00:00:58.500]   I basically had two options.
[00:00:58.500 --> 00:01:00.760]   I had already told my parents I wasn't going to be a doctor.
[00:01:00.760 --> 00:01:04.120]   They're both doctors, so only two options left.
[00:01:04.120 --> 00:01:07.060]   Do a PhD, or work at a big company.
[00:01:07.060 --> 00:01:10.280]   And after my sophomore year, I worked at Microsoft,
[00:01:10.280 --> 00:01:12.000]   and it just wasn't for me.
[00:01:12.000 --> 00:01:16.560]   I realized that the work I was doing was impactful.
[00:01:16.560 --> 00:01:18.760]   Like people, there were millions.
[00:01:18.760 --> 00:01:21.200]   I was working on Bing and the distributed compute
[00:01:21.200 --> 00:01:25.160]   infrastructure at Bing, which is actually now part of Azure.
[00:01:25.160 --> 00:01:27.480]   And there were hundreds of engineers
[00:01:27.480 --> 00:01:30.520]   using the infrastructure that we were working on,
[00:01:30.520 --> 00:01:33.240]   but the level of intensity was too low.
[00:01:33.240 --> 00:01:36.840]   So it felt like you got work-life balance and impact,
[00:01:36.840 --> 00:01:39.920]   but very little creativity, very little sort of room
[00:01:39.920 --> 00:01:41.400]   to do interesting things.
[00:01:41.400 --> 00:01:43.280]   So I was like, okay, let me cross that off the list.
[00:01:43.280 --> 00:01:45.480]   The only option left is to do research.
[00:01:45.480 --> 00:01:48.320]   I did research the next summer, and I kind of realized,
[00:01:48.320 --> 00:01:50.520]   again, no one's working that hard.
[00:01:50.520 --> 00:01:53.000]   Maybe the times have changed, but at that point,
[00:01:53.000 --> 00:01:55.920]   there's a lot of creativity, and so you're just bouncing
[00:01:55.920 --> 00:01:58.160]   around fun ideas and working on stuff,
[00:01:58.160 --> 00:02:00.360]   and really great work-life balance.
[00:02:00.360 --> 00:02:03.180]   But no one would actually use the stuff that we built,
[00:02:03.180 --> 00:02:05.320]   and that was not super energizing for me.
[00:02:05.320 --> 00:02:07.820]   And so I had this existential crisis,
[00:02:07.820 --> 00:02:10.120]   and I moved out to San Francisco
[00:02:10.120 --> 00:02:11.760]   because I had a friend who was here,
[00:02:11.760 --> 00:02:14.440]   and crashed on his couch, and was talking to him,
[00:02:14.440 --> 00:02:16.440]   and just very, very confused.
[00:02:16.440 --> 00:02:18.960]   And he said, "You should talk to a recruiter,"
[00:02:18.960 --> 00:02:21.660]   which felt like really weird advice.
[00:02:21.660 --> 00:02:23.120]   I'm not even sure I would give that advice
[00:02:23.120 --> 00:02:25.240]   to someone nowadays, but I met this really great guy
[00:02:25.240 --> 00:02:27.000]   named John, and he introduced me
[00:02:27.000 --> 00:02:28.840]   to like 30 different companies.
[00:02:28.840 --> 00:02:30.640]   And I realized that there's actually a lot
[00:02:30.640 --> 00:02:32.440]   of interesting stuff happening in startups,
[00:02:32.440 --> 00:02:34.960]   and maybe I could find this kind of company
[00:02:34.960 --> 00:02:38.840]   that let me be very creative, and work really hard,
[00:02:38.840 --> 00:02:40.520]   and have a lot of impact, and I don't give a shit
[00:02:40.520 --> 00:02:42.000]   about work-life balance.
[00:02:42.000 --> 00:02:43.400]   And so I talked to all these companies,
[00:02:43.400 --> 00:02:47.000]   and I remember I met MemSQL when it was three people,
[00:02:47.000 --> 00:02:50.920]   and interviewed, and I thought I just totally
[00:02:50.920 --> 00:02:53.240]   failed the interview, but I had never had
