
[00:00:00.000 --> 00:00:10.840]   [MUSIC PLAYING]
[00:00:10.840 --> 00:00:12.640]   Welcome, everyone, to the 40th edition
[00:00:12.640 --> 00:00:15.160]   of "Bogleheads on Investing."
[00:00:15.160 --> 00:00:18.920]   Today, we're welcoming back Dr. Ed Yardeni.
[00:00:18.920 --> 00:00:23.320]   Dr. Yardeni is the president of Yardeni Research, Incorporated.
[00:00:23.320 --> 00:00:26.240]   And in this episode, we'll be talking about his new book,
[00:00:26.240 --> 00:00:28.320]   "In Praise of Profits."
[00:00:28.320 --> 00:00:31.320]   We'll also be looking back at 2021
[00:00:31.320 --> 00:00:42.840]   and looking forward to 2022.
[00:00:42.840 --> 00:00:43.560]   Hi, everyone.
[00:00:43.560 --> 00:00:45.180]   My name is Rick Ferry, and I'm the host
[00:00:45.180 --> 00:00:47.040]   of "Bogleheads on Investing."
[00:00:47.040 --> 00:00:49.120]   This episode, as with all episodes,
[00:00:49.120 --> 00:00:51.560]   is brought to you by the John C. Bogle Center
[00:00:51.560 --> 00:00:56.920]   for Financial Literacy, a 501(c)(3) nonprofit organization.
[00:00:56.920 --> 00:01:00.520]   Go to boglecenter.net.
[00:01:00.520 --> 00:01:02.560]   Your tax-deductible contributions
[00:01:02.560 --> 00:01:04.200]   are greatly appreciated.
[00:01:04.200 --> 00:01:08.280]   Today, we're welcoming back our special guest, Dr. Ed Yardeni.
[00:01:08.280 --> 00:01:11.120]   Dr. Yardeni is the president of Yardeni Research,
[00:01:11.120 --> 00:01:14.440]   a provider of global investment strategy and asset allocation
[00:01:14.440 --> 00:01:18.440]   analysis and recommendations to institutional investors.
[00:01:18.440 --> 00:01:20.660]   Dr. Yardeni earned his PhD in economics
[00:01:20.660 --> 00:01:24.240]   from Yale University in 1976, having
[00:01:24.240 --> 00:01:26.640]   completed his doctoral dissertation under Nobel
[00:01:26.640 --> 00:01:28.280]   Laureate James Tobin.
[00:01:28.280 --> 00:01:30.200]   He previously received his master's
[00:01:30.200 --> 00:01:32.240]   in international relations from Yale
[00:01:32.240 --> 00:01:35.040]   and completed his undergraduate studies magna cum laude
[00:01:35.040 --> 00:01:36.720]   at Cornell University.
[00:01:36.720 --> 00:01:39.320]   Prior to opening his own firm in 2007,
