
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.840]   It is Friday and it's time for another
[00:00:06.840 --> 00:00:08.760]   Friday phone call with Don Carson.
[00:00:08.760 --> 00:00:11.280]   This is a special episode of the Ask Pastor John podcast
[00:00:11.280 --> 00:00:13.720]   and it comes to you in partnership with our friends
[00:00:13.720 --> 00:00:15.060]   over at the Gospel Coalition.
[00:00:15.060 --> 00:00:17.840]   Dr. Carson is the co-founder and the president
[00:00:17.840 --> 00:00:20.920]   of the Gospel Coalition and he is also the editor
[00:00:20.920 --> 00:00:24.000]   of the new NIV Zondervan Study Bible
[00:00:24.000 --> 00:00:26.360]   which focuses on biblical theological themes
[00:00:26.360 --> 00:00:28.600]   as they develop from Genesis to Revelation
[00:00:28.600 --> 00:00:29.840]   all the way through the Bible.
[00:00:29.840 --> 00:00:32.280]   And that's something of what we're doing on Fridays.
[00:00:32.280 --> 00:00:33.880]   On Fridays every three weeks or so,
[00:00:33.880 --> 00:00:36.440]   we pick up one of these themes for discussion
[00:00:36.440 --> 00:00:38.220]   and I pick up the phone.
[00:00:38.220 --> 00:00:39.060]   Don Carson.
[00:00:39.060 --> 00:00:41.160]   Dr. Carson, Tony Reinke, Desiring God, hello
[00:00:41.160 --> 00:00:42.740]   and thank you for joining us again.
[00:00:42.740 --> 00:00:45.640]   Last time you shared a historical overview
[00:00:45.640 --> 00:00:48.000]   of the entire Bible, the whole thing.
[00:00:48.000 --> 00:00:51.540]   And today we need to focus in on one of the implications
[00:00:51.540 --> 00:00:53.740]   that we touched on last time which is creation,
[00:00:53.740 --> 00:00:57.120]   those first two chapters of Genesis.
[00:00:57.120 --> 00:01:01.240]   Can you explain to us a biblical theology of creation?
[00:01:01.240 --> 00:01:02.060]   Yes.
[00:01:02.060 --> 00:01:03.720]   All right, take it away.
[00:01:03.720 --> 00:01:08.280]   Today when Christians talk about the doctrine of creation,
[00:01:08.280 --> 00:01:12.320]   a lot of the discussion immediately turns
[00:01:12.320 --> 00:01:16.080]   to when creation took place, how it relates
[00:01:16.080 --> 00:01:21.080]   to claims of evolutionists, old earth, young earth
[00:01:21.080 --> 00:01:22.540]   and things of that order.
[00:01:22.540 --> 00:01:25.740]   And certainly such questions are important
[00:01:25.740 --> 00:01:29.960]   but it's not the place where the Bible itself lays
[00:01:29.960 --> 00:01:31.520]   the primary emphasis.
[00:01:31.520 --> 00:01:33.360]   Let me explain what I mean by that.
[00:01:33.360 --> 00:01:36.360]   About 50 years ago, Francis Schaeffer wrote a book
[00:01:36.360 --> 00:01:39.120]   called Genesis in Space and Time.
[00:01:39.120 --> 00:01:43.800]   And in it, he asked a question that I've increasingly come
[00:01:43.800 --> 00:01:45.120]   to see as fundamental.
[00:01:45.120 --> 00:01:48.660]   What is the least, he asks, that we must make
[00:01:48.660 --> 00:01:51.520]   of Genesis 1 to 11 in order for the rest
[00:01:51.520 --> 00:01:54.600]   of the Bible to be coherent and true?
[00:01:54.600 --> 00:01:58.180]   Now he is not asking what is the most that you can draw
[00:01:58.180 --> 00:02:01.940]   from Genesis 1 to 11 and Genesis 1 to 3 in particular
[00:02:01.940 --> 00:02:04.980]   but what is the least that we must be certain about,
[00:02:04.980 --> 00:02:07.180]   clear about for the rest of the Bible
[00:02:07.180 --> 00:02:09.360]   to be coherent and true?
[00:02:09.360 --> 00:02:12.600]   That's a very shrewd question because it's a way of saying
[00:02:12.600 --> 00:02:15.260]   those are the things that we must most emphasize
[00:02:15.260 --> 00:02:17.260]   and that are least negotiable.
[00:02:17.260 --> 00:02:20.140]   So let me outline some of those kinds of things.
[00:02:20.140 --> 00:02:22.420]   This is a mirror survey.
[00:02:22.420 --> 00:02:25.840]   Each of the points I'm about to mention could easily
[00:02:25.840 --> 00:02:29.100]   be expanded into an hour's address.
[00:02:29.100 --> 00:02:32.240]   And instead, I'm gonna go through a handful of them
[00:02:32.240 --> 00:02:33.620]   rather quickly.
[00:02:33.620 --> 00:02:36.400]   Number one, God comes first.
[00:02:36.400 --> 00:02:39.140]   This is such an elementary point but it needs
[00:02:39.140 --> 00:02:40.260]   to be articulated.
[00:02:40.260 --> 00:02:43.220]   Before anything else was, before there was a universe
[00:02:43.220 --> 00:02:46.280]   in the beginning, God, he comes first.
[00:02:46.280 --> 00:02:48.460]   And that is teased out in other scriptures to show
[00:02:48.460 --> 00:02:52.740]   that God in eternity past was not dependent upon us.
[00:02:52.740 --> 00:02:55.100]   It is not that God needed the universe
[00:02:55.100 --> 00:02:56.520]   so he wouldn't be lonely.
[00:02:56.520 --> 00:02:59.700]   Eventually, the Bible fleshes out the notion of God
[00:02:59.700 --> 00:03:02.260]   in all kinds of ways to show that in the past,
[00:03:02.260 --> 00:03:04.480]   for example, the father loved the son
[00:03:04.480 --> 00:03:05.960]   and the son loved the father.
[00:03:05.960 --> 00:03:09.360]   So there was a perfection of love in eternity past.
[00:03:09.360 --> 00:03:12.560]   That's very different from, for example,
[00:03:12.560 --> 00:03:16.140]   the vision of Islam where Islam is slow to speak of God
[00:03:16.140 --> 00:03:19.740]   being a God of love because that assumes the importance
[00:03:19.740 --> 00:03:23.900]   of other and in their insistence on God's uniqueness
[00:03:23.900 --> 00:03:25.900]   and sovereignty and separateness,
[00:03:25.900 --> 00:03:29.540]   they can stress God's bigness and greatness
[00:03:29.540 --> 00:03:32.060]   but it is hard for them to stress God's love.
[00:03:32.060 --> 00:03:35.360]   The Quran rarely speaks in those terms.
[00:03:35.360 --> 00:03:38.380]   But the Bible as a whole insists that God is love
[00:03:38.380 --> 00:03:41.740]   because in the one God, miraculously, strangely,
[00:03:41.740 --> 00:03:44.620]   God is also other.
[00:03:44.620 --> 00:03:47.100]   In the oneness of God, there is a complexity
[00:03:47.100 --> 00:03:49.700]   such that God loves the son.
[00:03:49.700 --> 00:03:53.620]   The son loves the father, even in eternity past
[00:03:53.620 --> 00:03:55.660]   and he doesn't need the universe.
[00:03:55.660 --> 00:03:58.100]   Number two, God speaks.
[00:03:58.100 --> 00:04:00.340]   He is a talking God.
[00:04:00.340 --> 00:04:03.960]   The first thing said of him in scripture
[00:04:03.960 --> 00:04:07.060]   that he does is he speaks.
[00:04:07.060 --> 00:04:09.860]   And by his powerful word,
[00:04:09.860 --> 00:04:12.380]   he calls the universe into existence.
[00:04:12.380 --> 00:04:16.180]   Now, that becomes paradigmatic of God disclosing himself
[00:04:16.180 --> 00:04:18.740]   in word right through the whole Bible.
[00:04:18.740 --> 00:04:22.160]   God is a talking God and he dares to speak in words
[00:04:22.160 --> 00:04:24.340]   that human beings can understand.
[00:04:24.340 --> 00:04:28.780]   Number three, God made everything.
[00:04:28.780 --> 00:04:31.400]   That, of course, is against pantheism
[00:04:31.400 --> 00:04:34.220]   in which everything in the universe is God.
[00:04:34.220 --> 00:04:36.560]   God and the universe cannot be distinguished.
[00:04:36.560 --> 00:04:39.300]   It is also against panentheism
[00:04:39.300 --> 00:04:41.820]   in which everything in the universe is God
[00:04:41.820 --> 00:04:43.900]   but God is not everything in the universe.
[00:04:43.900 --> 00:04:46.820]   There is more to God than the universe,
[00:04:46.820 --> 00:04:49.700]   a little bit of God left over, as it were,
[00:04:49.700 --> 00:04:52.860]   apart from everything that is made in the universe.
[00:04:52.860 --> 00:04:54.500]   But here in the scripture,
[00:04:54.500 --> 00:04:56.260]   there is a distinction between God
[00:04:56.260 --> 00:04:59.100]   who exists before everything in the universe
[00:04:59.100 --> 00:05:00.680]   and the created order.
[00:05:00.680 --> 00:05:04.900]   It is against any sort of ontological dualism
[00:05:04.900 --> 00:05:08.800]   that is a kind of dualism in which there is a good force
[00:05:08.800 --> 00:05:12.380]   and a bad force or one force with a good side
[00:05:12.380 --> 00:05:14.500]   and a bad side.
[00:05:14.500 --> 00:05:19.500]   The Bible is not concocting a world akin to Star Wars.
[00:05:19.500 --> 00:05:22.600]   Number four, there is one God who is good
[00:05:22.600 --> 00:05:25.700]   and he made everything good.
[00:05:25.700 --> 00:05:28.360]   And so the origin of evil is not intrinsically
[00:05:28.360 --> 00:05:32.060]   some combination of a good principle and a bad principle
[00:05:32.060 --> 00:05:33.760]   that are in competition.
[00:05:33.760 --> 00:05:35.440]   Even when the serpent is introduced,
[00:05:35.440 --> 00:05:38.460]   he is introduced as the most subtle of the creatures
[00:05:38.460 --> 00:05:40.460]   that God made.
[00:05:40.460 --> 00:05:42.660]   And thus there never is any hint of dualism
[00:05:42.660 --> 00:05:43.740]   or anything of that sort.
[00:05:43.740 --> 00:05:47.220]   There is one sovereign God over the whole.
[00:05:47.220 --> 00:05:49.240]   Of course, that raises all kinds of questions.
[00:05:49.240 --> 00:05:51.740]   How does God stand behind good and evil?
[00:05:51.740 --> 00:05:54.900]   Well, on the long haul, the Bible lays a lot of emphasis
[00:05:54.900 --> 00:05:58.640]   on God standing behind good and evil asymmetrically.
[00:05:58.640 --> 00:06:02.900]   That is, he stands behind good and evil in different ways.
[00:06:02.900 --> 00:06:04.720]   He stands behind good in such a way
[00:06:04.720 --> 00:06:07.660]   that the good is always creditable to him.
[00:06:07.660 --> 00:06:12.180]   And the evil is always creditable to secondary causalities,
[00:06:12.180 --> 00:06:15.180]   like the serpent, even though it can't stand
[00:06:15.180 --> 00:06:18.380]   outside the sweep of God's sovereignty.
[00:06:18.380 --> 00:06:21.780]   So when Paul finds himself evangelizing pagans
[00:06:21.780 --> 00:06:24.440]   in Acts 17 in the great city of Athens,
[00:06:24.440 --> 00:06:27.800]   one of the things that he stresses is that God is so sovereign
[00:06:27.800 --> 00:06:30.500]   and other, the creator of all things,
[00:06:30.500 --> 00:06:32.660]   that he doesn't need anything.
[00:06:32.660 --> 00:06:34.820]   The pagan gods are finite.
[00:06:34.820 --> 00:06:36.800]   They have their needs and their fears,
[00:06:36.800 --> 00:06:40.020]   their psychological lusts, their joys, their sorrows,
[00:06:40.020 --> 00:06:41.700]   their triumphs, and so on.
[00:06:41.700 --> 00:06:43.900]   So a lot of pagan religion is just an attempt
[00:06:43.900 --> 00:06:45.220]   to make the gods happy.
[00:06:45.220 --> 00:06:47.820]   A lot of pagan religion is, you scratch my back,
[00:06:47.820 --> 00:06:48.980]   I scratch your back.
[00:06:48.980 --> 00:06:51.100]   You offer the right sacrifices to the gods
