
[00:00:00.000 --> 00:00:04.000]   Time to text the group chat because Barbados is now closer than ever.
[00:00:04.000 --> 00:00:06.000]   A beautiful island adventure awaits.
[00:00:06.000 --> 00:00:08.000]   And getting here just got a little easier.
[00:00:08.000 --> 00:00:11.000]   Warm up your winter and escape to our tropical paradise.
[00:00:11.000 --> 00:00:15.000]   Connect seamlessly from LAX with Cayman Airways starting this November.
[00:00:15.000 --> 00:00:21.000]   Immerse yourself in the rich Beijing culture, spirit, and of course food in the culinary capital of the Caribbean.
[00:00:21.000 --> 00:00:27.000]   Sure, you can vacation anywhere, but we promise, vacations are better here.
[00:00:27.000 --> 00:00:29.000]   Look now at caymanairways.com
[00:00:30.000 --> 00:00:33.000]   It's Friday and today that means live Q&A.
[00:00:33.000 --> 00:00:56.000]   Welcome to Radical Personal Finance, a show dedicated to providing you with the knowledge, skills, insights, and encouragement you need to live a rich and meaningful life now,
[00:00:56.000 --> 00:00:59.000]   while building a plan for financial freedom in 10 years or less.
[00:00:59.000 --> 00:01:05.000]   My name is Joshua Sheets, I am your host, and on Fridays here at Radical Personal Finance we do live Q&A.
[00:01:05.000 --> 00:01:08.000]   Any Friday that I can arrange the technology to be sitting in front of an internet connection.
[00:01:08.000 --> 00:01:13.000]   We do a live call-in show, and today that is the plan.
[00:01:22.000 --> 00:01:25.000]   Works just like any other live call-in talk radio show.
[00:01:25.000 --> 00:01:29.000]   It's so funny watching the growth of Clubhouse and reading about it.
[00:01:29.000 --> 00:01:31.000]   Everyone's all excited about Clubhouse.
[00:01:31.000 --> 00:01:36.000]   And I read a comment somebody made, it's like, "Oh, what we're so excited about is that we invented radio."
[00:01:36.000 --> 00:01:40.000]   You know, that we have this ability for people to call in and we have a host and people can listen live.
[00:01:40.000 --> 00:01:45.000]   We invented radio. We just put it over an internet signal all of a sudden.
[00:01:45.000 --> 00:01:49.000]   Anyway, so yeah, we invented radio here at Radical Personal Finance as well.
[00:01:49.000 --> 00:01:50.000]   We do a live Q&A show every Friday.
[00:01:50.000 --> 00:01:53.000]   If you would like to gain access to these shows, you can do it by becoming a patron of the show.
[00:01:53.000 --> 00:01:56.000]   You can go to patreon.com/radicalpersonalfinance.
[00:01:56.000 --> 00:02:00.000]   Just search "Radical Personal Finance" on Patreon and that will pull up our Patreon page.
[00:02:00.000 --> 00:02:06.000]   You can join the support show there on Patreon and then that will gain you access to one of these Friday Q&A shows.
[00:02:06.000 --> 00:02:09.000]   Where we'll be able to talk about anything that you want to talk about.
