
[00:00:00.000 --> 00:00:02.160]   (beeping)
[00:00:02.160 --> 00:00:15.420]   - Welcome back to Ask the Compound.
[00:00:15.420 --> 00:00:16.520]   Excuse me.
[00:00:16.520 --> 00:00:18.780]   The S&P 500 is still in a 13% drawdown
[00:00:18.780 --> 00:00:19.620]   from all time highs.
[00:00:19.620 --> 00:00:21.120]   Duncan, on this show we are at a new
[00:00:21.120 --> 00:00:22.320]   all time high in questions.
[00:00:22.320 --> 00:00:23.160]   I swear.
[00:00:23.160 --> 00:00:25.520]   The inbox is just overflowing.
[00:00:25.520 --> 00:00:27.040]   The Google Doc, remember if you have a question,
[00:00:27.040 --> 00:00:29.480]   askthecompoundshow@gmail.com.
[00:00:29.480 --> 00:00:32.320]   - No one took us up on the video or audio question.
[00:00:32.320 --> 00:00:33.380]   - Nah, it's gonna happen though.
[00:00:33.380 --> 00:00:34.200]   Someone's gonna do it.
[00:00:34.200 --> 00:00:35.040]   Yeah, send us a video.
[00:00:35.040 --> 00:00:37.840]   We'll show it right here on YouTube.
[00:00:37.840 --> 00:00:40.200]   Today's show is sponsored by Bird Dogs.
[00:00:40.200 --> 00:00:42.680]   I was excited when Bird Dogs came to us for a sponsorship
[00:00:42.680 --> 00:00:44.640]   because I've been wearing these shorts for years.
[00:00:44.640 --> 00:00:46.140]   I can't remember who got me.
[00:00:46.140 --> 00:00:47.320]   Maybe Instagram.
[00:00:47.320 --> 00:00:49.800]   Someone had an ad and I've been looking
[00:00:49.800 --> 00:00:52.160]   because I used to wear khaki shorts all the time
[00:00:52.160 --> 00:00:53.740]   and they're uncomfortable.
[00:00:53.740 --> 00:00:54.800]   There's no stretch to them.
[00:00:54.800 --> 00:00:55.760]   There's no give.
[00:00:55.760 --> 00:00:58.720]   You have to iron them so they don't have big creases in 'em
[00:00:58.720 --> 00:01:01.680]   and Bird Dogs are just so much more comfortable.
[00:01:01.680 --> 00:01:02.520]   They're easy.
[00:01:02.520 --> 00:01:03.960]   They have the liners so you don't even have to wear underwear.
[00:01:03.960 --> 00:01:04.800]   It's great.
[00:01:04.800 --> 00:01:06.200]   You can wear them on the beach.
[00:01:06.200 --> 00:01:07.600]   You can wear them to the gym.
[00:01:07.600 --> 00:01:08.440]   Doesn't matter.
[00:01:08.440 --> 00:01:11.240]   Go to birddogs.com/atc.
[00:01:11.240 --> 00:01:13.480]   You get a promo code ATC.
[00:01:13.480 --> 00:01:15.840]   It gets you a free Tumblr, right?
[00:01:15.840 --> 00:01:16.680]   Pretty good to keep your stuff warm.
[00:01:16.680 --> 00:01:17.500]   - I forgot mine.
[00:01:17.500 --> 00:01:18.340]   I meant to have it today to show.
[00:01:18.340 --> 00:01:19.180]   - More cold?
[00:01:19.180 --> 00:01:20.000]   - But I forgot it.
[00:01:20.000 --> 00:01:20.840]   - Stock up on those for the summer.
