
[00:00:00.040 --> 00:00:21.720]   Hi everyone, thank you so much for coming. My name is Julia, I'm CEO and co-founder of Quotient AI.
[00:00:21.720 --> 00:00:26.120]   I'm Deanna Emery, I am founding AI researcher at Quotient AI.
[00:00:26.120 --> 00:00:30.760]   My name is Vithara Sher, I'm the head of engineering at Tavili.
[00:00:30.760 --> 00:00:35.920]   And today we are going to talk to you about evaluating AI search.
[00:00:35.920 --> 00:00:41.140]   So let me start with a fundamental challenge we're all facing in AI today.
[00:00:41.140 --> 00:00:45.700]   Traditional monitoring approaches simply aren't keeping up with the complexity of modern AI
[00:00:45.700 --> 00:00:46.700]   approaches.
[00:00:46.700 --> 00:00:49.300]   First off, these systems are dynamic.
[00:00:49.300 --> 00:00:53.640]   Unlike traditional software, AI agents operate in constantly changing environments.
[00:00:53.640 --> 00:00:58.520]   They're not just executing predetermined logic, they're making real-time decisions based on
[00:00:58.520 --> 00:01:03.880]   evolving web content, user interactions, and complex tool chains.
[00:01:03.880 --> 00:01:08.440]   These systems can also have multiple failure modes that happen at the same time.
[00:01:08.440 --> 00:01:14.160]   They hallucinate, retrieval fails, they make reasoning errors, and all of these are interconnected.
[00:01:14.160 --> 00:01:19.040]   So a little bit about what we do at Quotient, we monitor live AI agents.
[00:01:19.040 --> 00:01:24.400]   We have expert evaluators that can detect objective system failures without weighting on ground-through
[00:01:24.400 --> 00:01:26.400]   data, human feedback, or benchmarks.
[00:01:26.400 --> 00:01:33.720]   A year ago we met Rotem, Tavili's founder and CEO, and he posed us with a problem that really
[00:01:33.720 --> 00:01:36.580]   crystallized the core issues we needed to solve.
[00:01:36.580 --> 00:01:43.080]   Here's the challenge: how do you build production-ready AI search agents when your system will be dealing
[00:01:43.080 --> 00:01:48.020]   with two fundamental sources of unpredictability you cannot proactively control?
[00:01:48.020 --> 00:01:52.540]   Under the hood, Tavili's agents gather their context by searching the web.
[00:01:52.540 --> 00:01:54.460]   The web is not static.
[00:01:54.460 --> 00:01:58.460]   Traditional benchmarks assume stable ground-through, but when you're dealing with real-time information,
[00:01:58.460 --> 00:02:00.820]   ground-through itself is a moving target.
[00:02:00.820 --> 00:02:04.140]   Your users also don't stick to your test cases.
[00:02:04.140 --> 00:02:09.580]   They can ask odd, malformed questions, they have implicit context they don't really share,
[00:02:09.580 --> 00:02:11.320]   and you're not aware of.
[00:02:11.320 --> 00:02:13.220]   And this is not just a theoretical problem.
[00:02:13.220 --> 00:02:20.700]   Tavili processes hundreds of millions of search requests for its AI agents in production.
[00:02:20.700 --> 00:02:25.180]   And they need a solution to work that scale in these real-world conditions.
[00:02:25.180 --> 00:02:30.320]   And this is a story of how we built that.
[00:02:30.320 --> 00:02:31.320]   Yes.
[00:02:31.320 --> 00:02:36.900]   So at Tavili, we're building the infrastructure layer for a GenTech interaction at scale,
[00:02:36.900 --> 00:02:43.280]   essentially providing language models with real-time data from across the web.
[00:02:43.280 --> 00:02:48.860]   There are many use cases where real-time AI search deliver values, and this is just a few examples
[00:02:48.860 --> 00:02:53.080]   of how our clients are using Tavili to empower their applications.
[00:02:53.080 --> 00:02:57.940]   Starting from a CLM company that built an AI legal assistant to power their legal and business
[00:02:57.940 --> 00:03:05.080]   team with instant case insight, to a sports news outlet that created a hybrid-rug chat agent
[00:03:05.080 --> 00:03:13.300]   that delivers scores, games, and news updates, to a credit card company that uses real-time search
[00:03:13.300 --> 00:03:19.100]   to fight fraud by pinpointing merchant locations.
[00:03:19.100 --> 00:03:27.460]   So as you can imagine, evaluating a system in this kind of vast, fast-moving setting is quite challenging.
[00:03:27.460 --> 00:03:30.160]   We have two principles that guide our evaluation.
[00:03:30.160 --> 00:03:35.680]   First, the web, which is our foundation of our data, is constantly changing.
[00:03:35.680 --> 00:03:40.540]   First, this means that our evaluation method must keep up with the ongoing change.
[00:03:40.540 --> 00:03:46.760]   Second, that truth is often subjective and contextual.
