
[00:00:00.000 --> 00:00:03.500]   Since 2012, there's been no increase in American life expectancy.
[00:00:03.500 --> 00:00:11.180]   From 2012 to 2019, literally, it was, well, not literally, almost entirely flat life expectancy,
[00:00:11.180 --> 00:00:15.260]   whereas the European countries had advances in life expectancy during that period.
[00:00:15.260 --> 00:00:19.420]   During the pandemic, life expectancy dropped very sharply in the United States,
[00:00:19.420 --> 00:00:23.360]   and only just last year did it come back up to 2019 levels.
[00:00:23.760 --> 00:00:30.200]   In Sweden, the life expectancy dropped in 2020 and then came right back up by 2021, 2022
[00:00:30.200 --> 00:00:33.300]   to the previous trend of increasing life expectancy.
[00:00:33.300 --> 00:00:40.600]   Whatever those investments we're making as a nation in the research are not actually translating
[00:00:40.600 --> 00:00:46.620]   into meeting the mission of the NIH, which is to advance health and longevity of American people.
[00:00:46.620 --> 00:00:48.440]   Because they kept saying, we don't care.
[00:00:49.300 --> 00:00:54.000]   And so it's almost like big segments of the public feel like they caught us in something
[00:00:54.000 --> 00:00:56.700]   as scientists, and we won't admit it.
[00:00:56.700 --> 00:00:58.780]   And they're not just pissed off.
[00:00:58.780 --> 00:00:59.800]   They're kind of like, done.
[00:00:59.800 --> 00:01:01.680]   I hear it all the time.
[00:01:01.680 --> 00:01:08.120]   And again, this isn't the health and wellness supplement taking, you know, anti-woke crowd.
[00:01:08.120 --> 00:01:12.200]   This is a big segment of the population that is like, I don't want to hear about it.
[00:01:12.200 --> 00:01:14.460]   I don't care if labs get funded.
[00:01:14.460 --> 00:01:21.320]   I want to know why we were lied to or the scientific community can't admit fault.
[00:01:21.320 --> 00:01:26.760]   I just want to land that message for them because in part, I'm here for them and get your thoughts
[00:01:26.760 --> 00:01:34.140]   on kind of what you think about, let's start with lockdowns, masks, and vaccines, just to
[00:01:34.140 --> 00:01:34.740]   keep it easy.
[00:01:34.740 --> 00:01:42.680]   And what do you think the scientific community needs to say in light of those to restore trust?
[00:01:42.980 --> 00:01:48.560]   So first, let me just say, I don't think I'm the NIH director unless that were true, unless
[00:01:48.560 --> 00:01:49.440]   what you said is true.
[00:01:49.440 --> 00:01:51.180]   Otherwise, I'm not the NIH director.
[00:01:51.180 --> 00:01:56.860]   So I was a very vocal advocate against the lockdowns, against the mask mandates, against
[00:01:56.860 --> 00:02:04.280]   the vaccine mandates, and against the sort of anti-scientific bent of public health throughout
[00:02:04.280 --> 00:02:04.860]   the pandemic.
