
[00:00:00.000 --> 00:00:04.000]   (music)
[00:00:04.000 --> 00:00:07.000]   Enjoying God and glorifying God.
[00:00:07.000 --> 00:00:10.000]   Are those different things or are they the same thing?
[00:00:10.000 --> 00:00:15.000]   It's a really good question for you today, Pastor John, who joins us remotely over Skype today.
[00:00:15.000 --> 00:00:19.000]   Here's the question as it comes in to us from a listener named Roland.
[00:00:19.000 --> 00:00:24.000]   "Hello, Pastor John. I have a question about enjoying Jesus versus glorifying Jesus.
[00:00:24.000 --> 00:00:30.000]   It seems like enjoying Jesus Christ would look like fellowship and communion with Him,
[00:00:30.000 --> 00:00:34.000]   a relatively private matter between Jesus and me,
[00:00:34.000 --> 00:00:42.000]   but glorifying Jesus Christ sounds more like observable works and words that show the watching world His worth.
[00:00:42.000 --> 00:00:47.000]   These two things seem to feed one another rather than being the same thing.
[00:00:47.000 --> 00:00:52.000]   But I've listened to APJ long enough to suspect that you'd reach a different conclusion,
[00:00:52.000 --> 00:00:59.000]   but I can't seem to piece this all together. Can you help me understand their relationship?"
[00:00:59.000 --> 00:01:03.000]   Well, not an entirely different conclusion. (laughter)
[00:01:03.000 --> 00:01:10.000]   Let's start with a quick clarification about everything else that follows, just to preempt a misunderstanding.
[00:01:10.000 --> 00:01:15.000]   When I speak of enjoying Jesus or glorifying Jesus,
[00:01:15.000 --> 00:01:26.000]   I mean in both cases enjoying Him for who He really is and glorifying Him for who He really is.
[00:01:26.000 --> 00:01:38.000]   I don't have in mind an enjoyment or a glorification of some popular notion of Jesus that is not who He really is.
[00:01:38.000 --> 00:01:41.000]   So there, that's the beginning clarification.
[00:01:41.000 --> 00:01:52.000]   Now, with that set up clarification behind us, let's begin with a hearty affirmation of Roland's thoughtfulness here.
[00:01:52.000 --> 00:02:01.000]   Roland is right that glorifying Jesus and enjoying Jesus are not identical.
[00:02:01.000 --> 00:02:09.000]   He's also right that enjoying Jesus is in its essence a private experience of the heart
[00:02:09.000 --> 00:02:19.000]   and glorifying Jesus in its essence is the offering of evidence to others that Jesus is glorious.
[00:02:19.000 --> 00:02:27.000]   Now, given those two definitions, there is nevertheless at least one situation in which
[00:02:27.000 --> 00:02:32.000]   enjoying Jesus and glorifying Jesus become one thing,
[00:02:32.000 --> 00:02:43.000]   namely in the situation where my heart can be seen by someone else, even though my body is totally inactive.
[00:02:43.000 --> 00:02:53.000]   For example, I might be a paraplegic with no muscles working at all, not even my facial muscles.
[00:02:53.000 --> 00:03:03.000]   If someone could see my heart in that situation and see my heart experiencing joy in Jesus,
