
[00:00:00.000 --> 00:00:20.360]   Okay, thanks everyone for coming today. So today's talk is called "Building Alice's
[00:00:20.360 --> 00:00:26.640]   Brain: How We Built an AI Sales Rep That Learns Like a Human." My name is Sherwood. I am one of
[00:00:26.640 --> 00:00:30.840]   the tech leads here at 11x. I lead engineering for our Alice product and I'm
[00:00:30.840 --> 00:00:36.240]   joined by my colleague, Sotwick. So 11x, for those of you who are unfamiliar, is a
[00:00:36.240 --> 00:00:40.380]   company that's building digital workers for the go-to-market organization. We have
[00:00:40.380 --> 00:00:44.340]   two digital workers today. We have Alice, who is our AI SDR, and then we also have
[00:00:44.340 --> 00:00:49.980]   Julian, who is our voice agent, and we have more workers on the way. Today we're
[00:00:49.980 --> 00:00:54.780]   gonna be talking about Alice specifically and actually Alice's brain or the
[00:00:54.780 --> 00:00:59.540]   knowledge base, which is effectively her brain. So let's start from the basics.
[00:00:59.540 --> 00:01:04.400]   What is an SDR? Well an SDR is a sales development representative, if you're not
[00:01:04.400 --> 00:01:07.320]   familiar. I know that's a room full of engineers, so I thought I would start with
[00:01:07.320 --> 00:01:11.220]   the basics. And this is essentially an entry-level sales role. This is the kind
[00:01:11.220 --> 00:01:15.420]   of job that you might get right out of school. And your responsibilities basically
[00:01:15.420 --> 00:01:19.680]   boil down to three things. First, you're sourcing leads. These are people that you'd
[00:01:19.680 --> 00:01:23.400]   like to sell to. Then you're contacting them or engaging them across channels.
[00:01:23.400 --> 00:01:27.900]   And finally, you're booking meetings with those people. So your goal here is to
[00:01:27.900 --> 00:01:32.100]   generate positive replies and meetings booked. These are the two key metrics for
[00:01:32.100 --> 00:01:38.120]   an SDR. And a lot of an SDR's job boils down to writing emails like the one that you
[00:01:38.120 --> 00:01:41.440]   see in front of you right now. This is actually an email that Alice has written, and
[00:01:41.440 --> 00:01:49.160]   it's an example of the type of work output that Alice has. Alice sends about 50,000 of
[00:01:49.160 --> 00:01:54.860]   these emails in a given day. And that's in comparison to a human SDR who would send 20 to
[00:01:54.860 --> 00:02:04.160]   50. And Alice is now running campaigns for about 300 different business organizations. So before
[00:02:04.160 --> 00:02:09.120]   we go any further, I want to define some terms. Because since we work at 11x, we have our customers,
[00:02:09.120 --> 00:02:12.840]   but then our customers also have their customers. So things get a little confusing.
[00:02:12.840 --> 00:02:16.800]   Today, we'll be using the term seller to refer to the company that is selling
[00:02:16.800 --> 00:02:20.280]   something through Alice that is our customer. And then we'll be using the term
[00:02:20.280 --> 00:02:25.260]   lead to refer to the person who's being sold to. And here's what that looks like as
[00:02:25.260 --> 00:02:29.620]   a diagram. You can see the seller is pushing context about their business. These
[00:02:29.620 --> 00:02:33.660]   are the products that they sell or the case studies that they have that they can
[00:02:33.660 --> 00:02:38.100]   reference in emails. They're pushing that to Alice. And then Alice is then using that to
[00:02:38.100 --> 00:02:42.900]   personalize emails for each of the leads that she contacts. So there are two
