
[00:00:00.000 --> 00:00:17.560]   [MUSIC PLAYING]
[00:00:17.560 --> 00:00:21.240]   -Welcome back to Portfolio Rescue.
[00:00:21.240 --> 00:00:22.760]   Duncan, it feels like a strange day to talk about the
[00:00:22.760 --> 00:00:24.480]   markets with everything going on in Ukraine.
[00:00:24.480 --> 00:00:27.320]   We actually had a viewer, one of our podcast listeners,
[00:00:27.320 --> 00:00:29.880]   emailed us this week and was asking about the
[00:00:29.880 --> 00:00:32.200]   markets and some of the stuff we were saying.
[00:00:32.200 --> 00:00:33.880]   And he said he was from Ukraine.
[00:00:33.880 --> 00:00:38.400]   And I wrote him back saying, thanks for asking about the
[00:00:38.400 --> 00:00:40.680]   markets, but what's going on in the general mood of the
[00:00:40.680 --> 00:00:41.040]   people there?
[00:00:41.040 --> 00:00:43.480]   I can't even begin to imagine what it's
[00:00:43.480 --> 00:00:44.560]   like there right now.
[00:00:44.560 --> 00:00:46.760]   I guess this is a good reminder to count yourself
[00:00:46.760 --> 00:00:50.860]   lucky if your biggest worry right now is your portfolio.
[00:00:50.860 --> 00:00:52.840]   These are temporary problems.
[00:00:52.840 --> 00:00:55.640]   I guess it's also a good reminder that so much of what
[00:00:55.640 --> 00:01:00.440]   goes on in the markets and in the economy just is completely
[00:01:00.440 --> 00:01:01.840]   outside of your control.
[00:01:01.840 --> 00:01:06.800]   So as an investor, you have no control over geopolitics and
[00:01:06.800 --> 00:01:07.960]   the actions of politicians.
[00:01:07.960 --> 00:01:10.200]   You have no control over monetary
[00:01:10.200 --> 00:01:11.480]   policy or fiscal policy.
[00:01:11.480 --> 00:01:13.560]   You have no control over what happens in the economy.
[00:01:13.560 --> 00:01:16.400]   You have no control over the level or direction of interest
[00:01:16.400 --> 00:01:19.680]   rates, the stock market, inflation, all this stuff.
[00:01:19.680 --> 00:01:20.720]   It's all completely out of your control.
[00:01:20.720 --> 00:01:22.680]   There's just nothing you can do about it.
[00:01:22.680 --> 00:01:24.680]   So the only thing that really matters at a time like this is
[00:01:24.680 --> 00:01:27.240]   focusing on what you can control.
[00:01:27.240 --> 00:01:30.480]   So if you think about your finances, your savings rate,
[00:01:30.480 --> 00:01:33.200]   and your asset allocation, and the fees you pay, and your
[00:01:33.200 --> 00:01:35.800]   investment plan, and your long-term goals, and maybe the
[00:01:35.800 --> 00:01:38.120]   most important thing right now is how you react to violent
[00:01:38.120 --> 00:01:39.480]   moves in the market.
[00:01:39.480 --> 00:01:41.080]   It's not necessarily the actions of the
[00:01:41.080 --> 00:01:42.160]   markets that matter.
[00:01:42.160 --> 00:01:45.640]   It's like for your ultimate success or failure as an
[00:01:45.640 --> 00:01:47.640]   investor, it's like your reactions.
[00:01:47.640 --> 00:01:50.200]   How you handle yourselves when markets are moving violently
[00:01:50.200 --> 00:01:53.080]   in the world is seemingly going mad.
[00:01:53.080 --> 00:01:55.560]   So this is kind of a good time to slow down, not make any
[00:01:55.560 --> 00:01:56.600]   rash decisions.
[00:01:56.600 --> 00:01:58.680]   It's obviously scary and uncertain.
[00:01:58.680 --> 00:02:01.680]   People cope in different ways when this stuff happens.
[00:02:01.680 --> 00:02:03.600]   There are people who tell you they know exactly what's going
[00:02:03.600 --> 00:02:04.680]   to happen next.
[00:02:04.680 --> 00:02:06.680]   My default for something like this is just not
[00:02:06.680 --> 00:02:07.480]   trying to be a hero.
[00:02:07.480 --> 00:02:09.880]   Don't make it worse by trying to make a huge mistake at the
[00:02:09.880 --> 00:02:11.480]   wrong time.
[00:02:11.480 --> 00:02:13.800]   So we're still going to talk about finance stuff today,
[00:02:13.800 --> 00:02:15.400]   because maybe that's how I personally cope with this
[00:02:15.400 --> 00:02:16.880]   stuff.
[00:02:16.880 --> 00:02:19.040]   Markets aren't the most important thing right now, but
[00:02:19.040 --> 00:02:20.440]   it doesn't mean we can't ignore them.
[00:02:20.440 --> 00:02:22.720]   So I don't know if you stick around to the end of the show.
[00:02:22.720 --> 00:02:24.280]   Duncan, we're going to give some stuff away to people,
[00:02:24.280 --> 00:02:24.760]   free stuff.
[00:02:24.760 --> 00:02:25.480]   What do we got?
[00:02:25.480 --> 00:02:27.680]   Yeah, yeah.
[00:02:27.680 --> 00:02:30.680]   I don't think anyone's feeling as celebratory as we were on
[00:02:30.680 --> 00:02:31.680]   Tuesday for What Are Your Thoughts.
[00:02:31.680 --> 00:02:33.600]   But yeah, we said we were going to do a giveaway today.
[00:02:33.600 --> 00:02:36.920]   So we're still going to give away a shirt, a coffee mug,
[00:02:36.920 --> 00:02:38.360]   and a sticker.
[00:02:38.360 --> 00:02:40.480]   So yeah, make sure you hang out till the end.
[00:02:40.480 --> 00:02:43.680]   And we're going to do the same thing we did for What Are Your
[00:02:43.680 --> 00:02:47.280]   Thoughts, where we'll use the hashtag 100, lowercase k,
[00:02:47.280 --> 00:02:48.840]   hashtag 100k.
[00:02:48.840 --> 00:02:49.960]   And yeah, we'll do a drawing.
[00:02:49.960 --> 00:02:51.240]   So stick around for that.
[00:02:51.240 --> 00:02:53.520]   And yeah, I think what you just said is great, Ben.
[00:02:53.520 --> 00:02:55.840]   But yeah, obviously, more important stuff going on.
[00:02:55.840 --> 00:02:59.080]   But I think for a lot of people, this kind of thing is
[00:02:59.080 --> 00:03:03.520]   giving a sense of normalcy, hopefully a calm voice of
[00:03:03.520 --> 00:03:05.680]   reason, and kind of all this craziness.
[00:03:05.680 --> 00:03:07.400]   So yeah, that's why we're here today.
[00:03:07.400 --> 00:03:09.720]   So hopefully everyone gets something out of it.
[00:03:09.720 --> 00:03:10.920]   All right, let's do a question.
[00:03:10.920 --> 00:03:12.720]   OK.
[00:03:12.720 --> 00:03:18.280]   So question one is, the SMPU returned 18% in 2020 after a
[00:03:18.280 --> 00:03:19.480]   chaotic year.
[00:03:19.480 --> 00:03:23.760]   In 2021, volatility came way down, and the SMPU returned 28%.
[00:03:23.760 --> 00:03:26.160]   What psychological effect does this have on investors,
[00:03:26.160 --> 00:03:28.720]   considering how much has gone on over the past couple of
[00:03:28.720 --> 00:03:31.400]   years, and the US markets continue to outperform?
[00:03:31.400 --> 00:03:34.080]   Has the sell-off been totally valuation-based, or do you
[00:03:34.080 --> 00:03:37.800]   think there's a behavioral dynamic at play as well?
[00:03:37.800 --> 00:03:39.560]   Obviously, there's a million things going on right now.
[00:03:39.560 --> 00:03:41.480]   The reason that the market is selling off today, of course,
[00:03:41.480 --> 00:03:42.820]   is Russia is going to war with Ukraine.
[00:03:42.820 --> 00:03:43.600]   That's an easy one.
[00:03:43.600 --> 00:03:46.520]   But the stock market has been selling off for a number of
[00:03:46.520 --> 00:03:46.960]   weeks now.
[00:03:46.960 --> 00:03:49.880]   So you have inflation at its all-time high in the last four
[00:03:49.880 --> 00:03:50.320]   decades.
[00:03:50.320 --> 00:03:51.720]   The Fed is tightening monetary policy.
[00:03:51.720 --> 00:03:54.320]   Growth stocks have been crashing for a while now, for
[00:03:54.320 --> 00:03:55.320]   a little over a year now.
[00:03:55.320 --> 00:03:58.080]   We're arguably in the craziest housing market we've ever been
[00:03:58.080 --> 00:03:58.720]   in.
[00:03:58.720 --> 00:04:00.560]   Interest rates are finally starting to rise.
[00:04:00.560 --> 00:04:02.480]   We've had all these labor market and supply chain
[00:04:02.480 --> 00:04:03.480]   issues.
[00:04:03.480 --> 00:04:05.280]   And then we've been in a pandemic for two years.
