
[00:00:00.000 --> 00:00:02.160]   (beeping)
[00:00:02.160 --> 00:00:13.080]   - Welcome back to Ask the Compound,
[00:00:13.080 --> 00:00:14.480]   where each week our inbox fills up
[00:00:14.480 --> 00:00:16.120]   with more and more questions
[00:00:16.120 --> 00:00:17.840]   from our extremely intelligent audience.
[00:00:17.840 --> 00:00:19.200]   Duncan, I'm always pleasantly surprised
[00:00:19.200 --> 00:00:21.200]   with the breadth and depth of the questions we receive.
[00:00:21.200 --> 00:00:25.880]   Remember our email here, askthecompoundshow@gmail.com.
[00:00:25.880 --> 00:00:28.300]   Today's show presented by Tropical Bros.
[00:00:28.300 --> 00:00:29.400]   I love Tropical Bros.
[00:00:29.400 --> 00:00:30.760]   Been wearing the shirts for years.
[00:00:30.760 --> 00:00:32.980]   I always get a comment from someone when I'm wearing it.
[00:00:32.980 --> 00:00:33.840]   People love these shirts.
[00:00:33.840 --> 00:00:36.720]   It's the designs, the material, the look, the comfort.
[00:00:36.720 --> 00:00:37.800]   If you're coming to Future Proof,
[00:00:37.800 --> 00:00:38.680]   you have to get one of these.
[00:00:38.680 --> 00:00:40.960]   It's the shirt everyone will be wearing, including me,
[00:00:40.960 --> 00:00:42.960]   because we'll be on the beach, it'll be hot.
[00:00:42.960 --> 00:00:45.460]   Duncan will have one, John will have one, Michael will have one.
[00:00:45.460 --> 00:00:46.560]   If you're not coming to Future Proof,
[00:00:46.560 --> 00:00:47.960]   pick one up in time for Labor Day.
[00:00:47.960 --> 00:00:52.200]   And we still have, what, three sizes for Animal Spirits,
[00:00:52.200 --> 00:00:53.360]   Tropical Bros. collab?
[00:00:53.360 --> 00:00:54.200]   - I believe that's right.
[00:00:54.200 --> 00:00:56.680]   - I think we have XL, XX, and XXX, right?
[00:00:56.680 --> 00:00:58.880]   No more larges for Michael.
[00:00:58.880 --> 00:01:00.480]   We'll link to that one in the show notes.
[00:01:00.480 --> 00:01:02.080]   The other thing is, they don't just have Hawaiian shirts.
[00:01:02.080 --> 00:01:04.040]   These quarter zips are amazing when it gets cold.
[00:01:04.040 --> 00:01:05.360]   It's 60 degrees here in Michigan today.
[00:01:05.360 --> 00:01:06.560]   And also the polo shirts.
[00:01:06.560 --> 00:01:07.540]   I love the polos.
[00:01:07.540 --> 00:01:09.800]   - Wow, look at you, doubled up with the Tropical Bros?
[00:01:09.800 --> 00:01:11.200]   - Yeah, it goes well.
[00:01:11.200 --> 00:01:13.140]   This is like, I don't want, I'm wearing long sleeves,
[00:01:13.140 --> 00:01:14.080]   but it's still a summer shirt,
[00:01:14.080 --> 00:01:15.080]   'cause it's got the pineapples on it.
[00:01:15.080 --> 00:01:16.880]   They got a few new designs, too.
[00:01:16.880 --> 00:01:17.920]   I'm gonna have to pick up another one of those.
[00:01:17.920 --> 00:01:20.240]   Go to tropicalbros.com for more.
[00:01:20.240 --> 00:01:22.600]   All right. - Do it.
[00:01:22.600 --> 00:01:23.480]   - Let's do a question.
