
[00:00:00.000 --> 00:00:05.000]   [Music]
[00:00:05.000 --> 00:00:08.920]   A really important question comes in from a listener named Nicholas, who went to
[00:00:08.920 --> 00:00:13.400]   the Ask Pastor John homepage and emailed us this question. Hi Pastor John.
[00:00:13.400 --> 00:00:20.100]   In Hebrews 12, 2 and Nehemiah 8, 10, what is meant by the phrase "the joy of the Lord"?
[00:00:20.100 --> 00:00:25.200]   How can we find this joy, and how can we apply this joy to our lives?
[00:00:25.200 --> 00:00:33.000]   This is one of the most important questions that anyone can ask, because everyone wants to be happy
[00:00:33.000 --> 00:00:40.700]   and never lose their happiness in the miseries of hell, and therefore how to find joy and experience it
[00:00:40.700 --> 00:00:45.800]   to the full is what everybody cares about and ought to care about.
[00:00:45.800 --> 00:00:55.600]   And if it's possible that we could actually share in the joy of God Almighty, nothing could be greater,
[00:00:55.600 --> 00:01:02.200]   and nothing would be more stable and lasting. So this is important.
[00:01:02.200 --> 00:01:12.700]   The reference to the joy of the Lord in Nehemiah 8 means at least the joy that the Lord Himself gives.
[00:01:12.700 --> 00:01:18.800]   "Go your way, eat the fat, drink sweet wine, and send portions to anyone who has nothing ready,
[00:01:18.800 --> 00:01:27.000]   for this day is holy to the Lord. Do not be grieved, for the joy of the Lord is your strength."
[00:01:27.000 --> 00:01:35.700]   And the joy referred to in Hebrews 2, 12 is clearly the very joy that Jesus Himself has today in heaven,
[00:01:35.700 --> 00:01:42.200]   which sustained Him through suffering. It says, "Looking to Jesus, the founder and perfecter
[00:01:42.200 --> 00:01:48.500]   of our faith, who for the joy that was set before Him endured the cross, despising the shame,
[00:01:48.500 --> 00:01:53.200]   and is seated at the right hand of the throne of God."
[00:01:53.200 --> 00:01:58.700]   Now, what I assume that Nicholas is asking is something like this.
[00:01:58.700 --> 00:02:05.200]   What is the fullest, deepest, most lasting kind of joy that a human being can have from God?
[00:02:05.200 --> 00:02:08.500]   And how can I get it? How can I find it?
[00:02:08.500 --> 00:02:13.200]   Now, those texts, those two that he mentioned, are pointers for sure.
[00:02:13.200 --> 00:02:20.000]   But I'm going to go to another text where the answer is given even more clearly.
[00:02:20.000 --> 00:02:25.200]   Namely, I'm going to go to the Gospel of John, chapter 15, verse 11, where Jesus says,
[00:02:25.200 --> 00:02:35.200]   "These things I have spoken to you, that my joy may be in you, and that your joy may be full."
[00:02:35.200 --> 00:02:44.500]   Now, the reason this text is so important is that Jesus refers to His own joy as being in us.
[00:02:44.500 --> 00:02:52.500]   Not just giving us a joy, but His joy in whatever He's joyful in is in us.
[00:02:52.500 --> 00:02:56.000]   We're not just rejoicing over what we know about Jesus.
[00:02:56.000 --> 00:03:01.500]   We're rejoicing with the very joy of Jesus over what He knows about everything,
[00:03:01.500 --> 00:03:05.000]   especially what He knows about His Father.
[00:03:05.000 --> 00:03:07.500]   So let's make sure we hear it again. Let me say it again.
[00:03:07.500 --> 00:03:12.500]   This is Jesus. "I have given all these instructions to you," He says,
[00:03:12.500 --> 00:03:17.000]   "about what it means to be in the vine." That's what John 15 is about.
[00:03:17.000 --> 00:03:19.000]   I'm the vine. You're the branches.
[00:03:19.000 --> 00:03:26.500]   "I've given all these instructions to you so that you would enjoy my joy with me."
[00:03:26.500 --> 00:03:31.500]   So that my joy would be in you as your joy.
[00:03:31.500 --> 00:03:34.500]   Now, this is incredible, almost.
[00:03:34.500 --> 00:03:41.500]   "My joy may be in you, and your joy may be full."
[00:03:41.500 --> 00:03:46.500]   In other words, the reason your joy can now be as full as it is,
[00:03:46.500 --> 00:03:51.500]   and moving toward perfect fullness when all our battle with sin is over,
[00:03:51.500 --> 00:04:01.500]   is because in union with me, the branch in the vine, you no longer enjoy merely your joy.
[00:04:01.500 --> 00:04:10.500]   You now have my joy in you, and you enjoy what I enjoy as your joy, as you abide in me.
[00:04:10.500 --> 00:04:16.500]   If you want to press further up and further into this mystery, which I think is a good idea,
