
[00:00:00.000 --> 00:00:02.760]   (upbeat music)
[00:00:02.760 --> 00:00:05.760]   - Hello, and welcome to another episode of All The Hacks,
[00:00:05.760 --> 00:00:08.560]   a show about upgrading your life, money, and travel.
[00:00:08.560 --> 00:00:09.640]   I'm your host, Chris Hutchins,
[00:00:09.640 --> 00:00:11.640]   and each week I usually sit down
[00:00:11.640 --> 00:00:14.520]   with the world's best experts to learn the strategies,
[00:00:14.520 --> 00:00:17.420]   tactics, and frameworks that shape their success.
[00:00:17.420 --> 00:00:19.960]   Now, I've done a few solo episodes,
[00:00:19.960 --> 00:00:21.880]   but they've usually just been listener questions.
[00:00:21.880 --> 00:00:23.840]   So today I wanna try something new
[00:00:23.840 --> 00:00:27.640]   and do a solo deep dive on a topic I've researched a lot.
[00:00:27.640 --> 00:00:29.240]   Now, I love to travel,
[00:00:29.240 --> 00:00:31.640]   and there are some amazing hotels around the world,
[00:00:31.640 --> 00:00:34.600]   but sometimes you just wanna stay at a vacation home,
[00:00:34.600 --> 00:00:36.940]   whether it's 'cause you want a kitchen, multiple bedrooms,
[00:00:36.940 --> 00:00:39.360]   or you just want a private pool or a balcony
[00:00:39.360 --> 00:00:41.040]   with an amazing view.
[00:00:41.040 --> 00:00:44.000]   So let's talk about all the ways to make that happen.
[00:00:44.000 --> 00:00:45.640]   And when I say all the ways,
[00:00:45.640 --> 00:00:48.240]   we're gonna run through home rentals, fractional ownership,
[00:00:48.240 --> 00:00:51.460]   timeshares, vacation clubs, home exchanges,
[00:00:51.460 --> 00:00:52.800]   private residence clubs,
[00:00:52.800 --> 00:00:55.620]   and even vacation real estate investment funds.
[00:00:55.620 --> 00:00:56.760]   More on that one later.
[00:00:56.760 --> 00:00:58.700]   I spent a ton of time on this episode
[00:00:58.700 --> 00:01:01.380]   and have a bunch of topics I could do this on next,
[00:01:01.380 --> 00:01:04.780]   like insurance, parenting, credit card benefits,
[00:01:04.780 --> 00:01:05.840]   and a lot more.
[00:01:05.840 --> 00:01:07.800]   So if you like this format,
[00:01:07.800 --> 00:01:11.920]   please shoot me a quick DM or email chris@allthehacks.com
[00:01:11.920 --> 00:01:12.960]   and let me know.
[00:01:12.960 --> 00:01:14.320]   Okay, let's get into it.
[00:01:14.320 --> 00:01:15.720]   But before we get started.
[00:01:15.720 --> 00:01:19.760]   All right, let's talk vacation homes.
[00:01:19.760 --> 00:01:21.960]   First, thanks to David, Scott, and Jesse,
[00:01:21.960 --> 00:01:24.500]   who all emailed me to ask questions or share tips
[00:01:24.500 --> 00:01:26.240]   on timeshares or vacation homes
[00:01:26.240 --> 00:01:28.320]   and ultimately inspired this episode.
[00:01:28.320 --> 00:01:30.280]   So I'm gonna walk through all the options
[00:01:30.280 --> 00:01:32.080]   and what I personally think of each.
[00:01:32.080 --> 00:01:33.600]   And when we get to timeshares,
[00:01:33.600 --> 00:01:35.040]   I'll even share a few stories
[00:01:35.040 --> 00:01:37.640]   from my family's experience with them.
[00:01:37.640 --> 00:01:39.960]   So I'll start with the few options
[00:01:39.960 --> 00:01:42.500]   that have little or no upfront cost.
[00:01:42.500 --> 00:01:44.400]   The first, home rentals.
[00:01:44.400 --> 00:01:46.000]   It's just what it sounds like.
[00:01:46.000 --> 00:01:47.480]   We've probably all done this.
[00:01:47.480 --> 00:01:50.080]   Renting a house, could be a condo or a villa
[00:01:50.080 --> 00:01:52.360]   on a platform like Airbnb, VRBO,
[00:01:52.360 --> 00:01:54.240]   or even directly from an owner.
[00:01:54.240 --> 00:01:56.000]   So I won't spend much time here,
[00:01:56.000 --> 00:01:57.780]   but there are a few things that I found
[00:01:57.780 --> 00:01:59.560]   when I was doing a little bit of extra research
[00:01:59.560 --> 00:02:00.520]   that I wanna share.
[00:02:00.520 --> 00:02:03.120]   First, there are a few sites that seem to organize
[00:02:03.120 --> 00:02:05.800]   and curate just higher end properties,
[00:02:05.800 --> 00:02:07.760]   or at least properties with a more consistent
[00:02:07.760 --> 00:02:10.880]   design aesthetic or quality or set of amenities.
[00:02:10.880 --> 00:02:12.440]   One of them is Avant Stay.
[00:02:12.440 --> 00:02:15.080]   I've never used it, but it definitely looked interesting.
[00:02:15.080 --> 00:02:17.000]   And on the much higher end,
[00:02:17.000 --> 00:02:18.480]   there's one that I'm just really,
[00:02:18.480 --> 00:02:20.800]   really interested in called Wander.
[00:02:20.800 --> 00:02:23.880]   They only have 11 homes, but they're all beautiful.
[00:02:23.880 --> 00:02:27.060]   Fast Wi-Fi, they have eight sleeps on all the beds,
[00:02:27.060 --> 00:02:30.080]   Peloton bikes, they even have a Tesla you can drive,
[00:02:30.080 --> 00:02:32.240]   and they have multiple high-end workstations
[00:02:32.240 --> 00:02:34.320]   with monitors, good chairs, microphones,
[00:02:34.320 --> 00:02:35.800]   everything you need.
[00:02:35.800 --> 00:02:39.100]   It's really the most turnkey rental I've ever seen.
[00:02:39.100 --> 00:02:40.720]   I haven't been able to try it out yet,
[00:02:40.720 --> 00:02:42.920]   but if you do end up wanting to book something,
[00:02:42.920 --> 00:02:45.480]   make sure to email hello@wander.com
[00:02:45.480 --> 00:02:46.640]   and tell them I sent you,
[00:02:46.640 --> 00:02:49.360]   and they said they'd give you $250 off your booking.
[00:02:49.360 --> 00:02:51.560]   That is a referral link, but if enough people use it,
[00:02:51.560 --> 00:02:53.460]   I'll use the credit to go stay at a Wander
[00:02:53.460 --> 00:02:55.000]   and I'll let you know how it is.
[00:02:55.000 --> 00:02:56.380]   A couple other sites.
[00:02:56.380 --> 00:02:58.520]   When it comes to really high-end homes
[00:02:58.520 --> 00:03:00.500]   and villas and resort properties,
[00:03:00.500 --> 00:03:04.200]   there's two sites, Haven and Villas of Distinction,
[00:03:04.200 --> 00:03:07.200]   which I think are probably two of the best sites
[00:03:07.200 --> 00:03:09.560]   with the most comprehensive set of properties
[00:03:09.560 --> 00:03:10.920]   around the world.
[00:03:10.920 --> 00:03:14.020]   But I will say there are a lot of local sites and companies
[00:03:14.020 --> 00:03:16.120]   if you're looking to go to different destinations.
[00:03:16.120 --> 00:03:18.300]   So you really have to dig in.
[00:03:18.300 --> 00:03:21.720]   For example, in all the group trips I've planned to Cabo,
[00:03:21.720 --> 00:03:24.400]   I always use this one site called Cabo Villas.
[00:03:24.400 --> 00:03:27.780]   So this is not meant to be entirely comprehensive,
[00:03:27.780 --> 00:03:30.140]   but I wanna cover this category first
[00:03:30.140 --> 00:03:32.220]   because there's no upfront cost.
[00:03:32.220 --> 00:03:34.060]   A lot of the different ways that you could buy
[00:03:34.060 --> 00:03:36.500]   a vacation home or a timeshare or anything like that,
[00:03:36.500 --> 00:03:38.580]   you've gotta spend thousands, tens of thousands,
[00:03:38.580 --> 00:03:40.780]   hundreds of thousands of dollars upfront.
[00:03:40.780 --> 00:03:43.340]   And this is one where if you wanna go stay somewhere,
[00:03:43.340 --> 00:03:44.540]   you could just book it.
[00:03:44.540 --> 00:03:47.440]   Now, the reason why all of these other options exist
[00:03:47.440 --> 00:03:50.740]   is because if you commit to various lengths of term
[00:03:50.740 --> 00:03:53.260]   or specific places, you can get a better deal.
[00:03:53.260 --> 00:03:55.000]   But if you're just looking for one trip,
