
[00:00:00.240 --> 00:00:02.400]   - Welcome to Huberman Lab Essentials,
[00:00:02.400 --> 00:00:04.440]   where we revisit past episodes
[00:00:04.440 --> 00:00:07.640]   for the most potent and actionable science-based tools
[00:00:07.640 --> 00:00:10.400]   for mental health, physical health, and performance.
[00:00:10.400 --> 00:00:13.000]   I'm Andrew Huberman,
[00:00:13.000 --> 00:00:15.520]   and I'm a professor of neurobiology and ophthalmology
[00:00:15.520 --> 00:00:17.680]   at Stanford School of Medicine.
[00:00:17.680 --> 00:00:21.120]   Today, we continue our discussion of the senses,
[00:00:21.120 --> 00:00:25.960]   and the senses we are going to discuss are pain and pleasure.
[00:00:25.960 --> 00:00:29.840]   Pain and pleasure reflect two opposite ends of a continuum.
[00:00:29.840 --> 00:00:34.680]   A continuum that involves detection of things in our skin,
[00:00:34.680 --> 00:00:37.220]   and the perception, the understanding
[00:00:37.220 --> 00:00:39.760]   of what those events are.
[00:00:39.760 --> 00:00:42.940]   Our skin is our largest sensory organ,
[00:00:42.940 --> 00:00:45.080]   and our largest organ indeed.
[00:00:45.080 --> 00:00:48.640]   It is much larger than any of the other organs in our body.
[00:00:48.640 --> 00:00:50.800]   And it's an odd organ if you think about it.
[00:00:50.800 --> 00:00:52.640]   It has so many functions.
[00:00:52.640 --> 00:00:56.660]   It acts as a barrier between our organs and the outside world.
[00:00:56.660 --> 00:00:59.060]   It harbors neurons, nerve cells,
[00:00:59.060 --> 00:01:03.900]   that allow us to detect things like light touch or temperature
[00:01:03.900 --> 00:01:06.320]   or pressure of various kinds.
[00:01:06.320 --> 00:01:09.320]   And it's an organ that we hang ornaments on.
[00:01:09.320 --> 00:01:11.660]   People put earrings in their ears.
[00:01:11.660 --> 00:01:15.780]   People decorate their skin with tattoos and inks
[00:01:15.780 --> 00:01:17.200]   and other things.
[00:01:17.200 --> 00:01:20.360]   And it's an organ that allows us to experience
[00:01:20.360 --> 00:01:23.980]   either great pain or great pleasure.
[00:01:23.980 --> 00:01:25.820]   So it's a multifaceted organ.
[00:01:25.820 --> 00:01:28.820]   And it's one that our brain needs to make sense of
[00:01:28.820 --> 00:01:30.240]   in a multifaceted way.
[00:01:30.240 --> 00:01:34.240]   I think we all intuitively understand what pleasure and pain are.
[00:01:34.240 --> 00:01:38.240]   Pleasure generally is a sensation in the body and in the mind
[00:01:38.240 --> 00:01:44.240]   that leads us to pursue more of whatever is bringing about that sensation.
[00:01:44.240 --> 00:01:56.500]   And pain is also a sensation in the body and in the mind that in general leads us to want to withdraw or move away from some activity or interaction.
[00:01:56.500 --> 00:02:09.760]   Scientists would call this appetitive behaviors, meaning behaviors that lead us to create an appetite for more of those behaviors and aversive behaviors, behaviors that make us want to move away from something.
[00:02:09.760 --> 00:02:14.600]   The organ that we call the skin, as I mentioned earlier, the organ that we call the skin, as I mentioned earlier, is the largest organ in our body.
[00:02:14.600 --> 00:02:20.600]   And throughout that organ, we have neurons, little nerve cells now to be really technical about it.
