
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.220]   - Welcome friends to this episode
[00:00:06.220 --> 00:00:09.140]   of the "Everyday Educator" podcast.
[00:00:09.140 --> 00:00:11.020]   I'm your host, Lisa Bailey,
[00:00:11.020 --> 00:00:14.220]   and I'm excited to spend some time with you today
[00:00:14.220 --> 00:00:17.820]   as we encourage one another, learn together,
[00:00:17.820 --> 00:00:20.740]   and ponder the delights and challenges
[00:00:20.740 --> 00:00:24.300]   that make homeschooling the adventure of a lifetime.
[00:00:24.300 --> 00:00:26.640]   Whether you're just considering
[00:00:26.640 --> 00:00:30.120]   this homeschooling possibility or deep
[00:00:30.120 --> 00:00:33.460]   into the daily delight of family learning,
[00:00:33.460 --> 00:00:36.880]   I believe you'll enjoy thinking along with us.
[00:00:36.880 --> 00:00:41.760]   But don't forget, although this online community is awesome,
[00:00:41.760 --> 00:00:46.760]   you'll find even closer support in a local CC community.
[00:00:46.760 --> 00:00:51.120]   So go to classicalconversations.com
[00:00:51.120 --> 00:00:54.860]   and find a community near you today.
[00:00:56.440 --> 00:00:59.160]   Well, listeners, I'm excited to welcome you
[00:00:59.160 --> 00:01:03.460]   to this episode of the "Everyday Educator" podcast.
[00:01:03.460 --> 00:01:07.600]   We are gonna talk today about juggling acts.
[00:01:07.600 --> 00:01:10.240]   Now, I don't mean at the circus,
[00:01:10.240 --> 00:01:12.280]   I mean the kind of juggling acts
[00:01:12.280 --> 00:01:16.000]   that we homeschool parents do every day.
[00:01:16.000 --> 00:01:20.000]   We are juggling our own lives, our own families,
[00:01:20.000 --> 00:01:22.960]   the health of our family, the wellbeing of our family,
[00:01:22.960 --> 00:01:26.980]   our housework, sometimes a part-time job,
[00:01:26.980 --> 00:01:29.720]   all of the education of our kids,
[00:01:29.720 --> 00:01:33.340]   our spouse may be working full-time outside of the home.
[00:01:33.340 --> 00:01:36.480]   You might feel like a juggler,
[00:01:36.480 --> 00:01:40.500]   but what if you have a bunch of children
[00:01:40.500 --> 00:01:42.140]   that you're trying to homeschool?
[00:01:42.140 --> 00:01:46.600]   I remember years ago, my friend Lee looking at me
[00:01:46.600 --> 00:01:49.480]   and saying, "Oh, you just have two girls.
[00:01:49.480 --> 00:01:51.920]   You have a hobby family."
[00:01:51.920 --> 00:01:53.720]   And I was slightly offended.
