
[00:00:00.400 --> 00:00:04.840]   Welcome to the Huberman Lab Podcast, where we discuss science and science-based tools
[00:00:04.840 --> 00:00:09.480]   for everyday life.
[00:00:09.480 --> 00:00:14.320]   I'm Andrew Huberman, and I'm a professor of neurobiology and ophthalmology at Stanford
[00:00:14.320 --> 00:00:15.760]   School of Medicine.
[00:00:15.760 --> 00:00:17.920]   My guest today is Dr. Harold McGee.
[00:00:17.920 --> 00:00:22.740]   Dr. Harold McGee is a professor at Stanford University and world-renowned author on the
[00:00:22.740 --> 00:00:26.080]   topic of science and the chemistry of food and cooking.
[00:00:26.080 --> 00:00:29.980]   He has spent more than four decades researching and writing about this topic.
[00:00:29.980 --> 00:00:34.900]   His work is unique because it at once teaches us about why foods taste the way they do,
[00:00:34.900 --> 00:00:38.320]   as well as how to make essentially any food or drink taste better.
[00:00:38.320 --> 00:00:43.540]   I, like presumably most of you, absolutely love to eat, and for me, that's an understatement.
[00:00:43.540 --> 00:00:46.000]   I love food and eating.
[00:00:46.000 --> 00:00:50.320]   Today Harold teaches us about everything from how certain types of cookware, the bowls, the
[00:00:50.320 --> 00:00:55.780]   pans you use, even the utensils you use, can change the taste of those foods, as well as
[00:00:55.780 --> 00:00:59.960]   simple things like adding a pinch of salt to anything bitter tasting, including coffee and
[00:00:59.960 --> 00:01:04.880]   coffee, yes, coffee, changes its chemistry and flavor for the better.
[00:01:04.880 --> 00:01:05.720]   We discuss why.
[00:01:05.720 --> 00:01:10.800]   We discuss the preparation of meat and this thing that we call savoriness, or the umami
[00:01:10.800 --> 00:01:14.840]   taste, and how it's brought about by heating proteins in very specific ways, and how you
[00:01:14.840 --> 00:01:19.320]   can bring out more of those flavors, and how to get more of the healthy compounds, such as
[00:01:19.320 --> 00:01:21.800]   polyphenols found in chocolate and cacao.
[00:01:21.800 --> 00:01:26.720]   And we cover the much debated issue of whether more expensive wines are truly better than less
[00:01:26.720 --> 00:01:30.800]   expensive ones in terms of their taste, or whether it's all a function of marketing.
[00:01:30.800 --> 00:01:34.720]   So, if you're a seasoned cook, or perhaps you only know how to make a few basic dishes,
[00:01:34.720 --> 00:01:38.720]   or if your version of cooking is basically a protein shake and some oatmeal, this discussion
[00:01:38.720 --> 00:01:42.680]   with Harold McGee will let you understand the essential chemistry of food and cooking, and
[00:01:42.680 --> 00:01:45.180]   how to prepare food that is far more enjoyable.
[00:01:45.180 --> 00:01:49.720]   As I said before, I love to eat, and this discussion taught me how to make the foods I love so much,
[00:01:49.720 --> 00:01:54.640]   meat, cheese, vegetables, fruit, starches, et cetera, all taste far better.
[00:01:54.640 --> 00:01:58.680]   And since eating is a big part of life, not just a way to support our health, I'm certain
[00:01:58.680 --> 00:02:02.600]   that everyone will glean useful knowledge and practical tools from Dr. McGee.
[00:02:02.600 --> 00:02:06.760]   Before we begin, I'd like to emphasize that this podcast is separate from my teaching and research
[00:02:06.760 --> 00:02:07.640]   roles at Stanford.
[00:02:07.640 --> 00:02:11.960]   It is, however, part of my desire and effort to bring zero cost to consumer information about
[00:02:11.960 --> 00:02:14.760]   science and science-related tools to the general public.
[00:02:14.760 --> 00:02:18.440]   In keeping with that theme, today's episode does include sponsors.
[00:02:18.440 --> 00:02:21.480]   And now for my discussion with Dr. Harold McGee.
[00:02:21.480 --> 00:02:23.520]   Dr. Harold McGee, welcome.
[00:02:23.520 --> 00:02:25.040]   Thank you, Dr. Huberman.
[00:02:25.040 --> 00:02:29.000]   I, like most people, love to eat.
[00:02:29.000 --> 00:02:30.040]   I also love food.
[00:02:30.040 --> 00:02:31.040]   I love the look of it.
[00:02:31.040 --> 00:02:32.120]   I love the smell of it.
[00:02:32.120 --> 00:02:34.280]   I love the anticipation of eating.
[00:02:34.280 --> 00:02:38.840]   And you've had a truly unique career.
[00:02:38.840 --> 00:02:44.520]   We'll talk a little bit more about your background later, but you've had such a unique career focusing
[00:02:44.520 --> 00:02:48.360]   on the chemistry of food, food interactions.
