
[00:00:00.000 --> 00:00:03.240]   (upbeat music)
[00:00:03.240 --> 00:00:05.640]   - Welcome friends to this episode
[00:00:05.640 --> 00:00:08.280]   of the "Everyday Educator" podcast.
[00:00:08.280 --> 00:00:09.920]   I'm your host, Lisa Bailey,
[00:00:09.920 --> 00:00:13.120]   and I'm excited to spend some time with you today
[00:00:13.120 --> 00:00:16.200]   as we encourage one another, learn together,
[00:00:16.200 --> 00:00:18.840]   and ponder the delights and challenges
[00:00:18.840 --> 00:00:22.280]   that make homeschooling the adventure of a lifetime.
[00:00:22.280 --> 00:00:24.560]   Whether you're just considering
[00:00:24.560 --> 00:00:26.560]   this homeschooling possibility
[00:00:26.560 --> 00:00:30.540]   or deep into the daily delight of family learning,
[00:00:30.540 --> 00:00:34.100]   I believe you'll enjoy thinking along with us.
[00:00:34.100 --> 00:00:35.320]   But don't forget,
[00:00:35.320 --> 00:00:38.600]   although this online community is awesome,
[00:00:38.600 --> 00:00:43.600]   you'll find even closer support in a local CC community.
[00:00:43.600 --> 00:00:47.240]   So go to classicalconversations.com
[00:00:47.240 --> 00:00:50.840]   and find a community near you today.
[00:00:50.840 --> 00:00:55.720]   Well, listeners, it's that time of year.
[00:00:55.720 --> 00:00:58.320]   It's transition time.
[00:00:58.320 --> 00:01:01.440]   And as we transition away from summer
[00:01:01.440 --> 00:01:04.200]   and into our community days,
[00:01:04.200 --> 00:01:07.500]   many of us are dusting off our anti-charts
[00:01:07.500 --> 00:01:08.640]   and our memory work.
[00:01:08.640 --> 00:01:11.600]   And I wanna encourage us today
[00:01:11.600 --> 00:01:14.440]   to do one thing that I believe
[00:01:14.440 --> 00:01:17.920]   will set us all up for success.
[00:01:17.920 --> 00:01:20.440]   I wanna celebrate something that I really think
[00:01:20.440 --> 00:01:23.240]   is a superpower for homeschoolers
[00:01:23.240 --> 00:01:27.760]   or really anyone who wants to be a learner for life.
[00:01:27.760 --> 00:01:30.280]   I wanna talk about books.
[00:01:30.280 --> 00:01:34.640]   And today I have a fellow enthusiast with me
[00:01:34.640 --> 00:01:37.080]   who will hopefully convert you guys too.
[00:01:37.080 --> 00:01:40.500]   Jennifer Courtney, welcome to "Everyday Educator."
[00:01:40.500 --> 00:01:41.340]   - Thanks for having me.
[00:01:41.340 --> 00:01:43.640]   I love when I get to join you.
[00:01:43.640 --> 00:01:46.680]   - I love it when you and I get to talk about books.
[00:01:46.680 --> 00:01:48.560]   I really, initially,
[00:01:48.560 --> 00:01:50.800]   I had thought about calling this episode,
[00:01:50.800 --> 00:01:53.960]   "My Superpower is Keeping the Books."
[00:01:53.960 --> 00:01:55.640]   And then I was gonna introduce you
[00:01:55.640 --> 00:01:57.080]   as the keeper of the books
[00:01:57.080 --> 00:02:00.800]   and say that you would willingly deputize this all.
[00:02:00.800 --> 00:02:04.520]   But I mean, really, that seemed too nerdy even for us.
[00:02:04.520 --> 00:02:06.120]   But let me ask you this,
[00:02:06.120 --> 00:02:10.240]   would you want to be keeper of the books?
[00:02:10.240 --> 00:02:11.600]   - Well, you know what I'm gonna do?
[00:02:11.600 --> 00:02:15.120]   I'm gonna answer that question by telling a story.
[00:02:15.120 --> 00:02:17.000]   So- - Yes, that's perfect.
[00:02:17.000 --> 00:02:19.840]   - A few years back, well, more than a few years back now,
[00:02:19.840 --> 00:02:22.760]   probably over two decades,
[00:02:22.760 --> 00:02:29.280]   had a panic attack because digital books
