
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.460]   - Welcome friends to this episode
[00:00:06.460 --> 00:00:09.140]   of the "Everyday Educator" podcast.
[00:00:09.140 --> 00:00:10.940]   I'm your host, Lisa Bailey,
[00:00:10.940 --> 00:00:14.100]   and I'm excited to spend some time with you today
[00:00:14.100 --> 00:00:17.540]   as we encourage one another, learn together,
[00:00:17.540 --> 00:00:20.380]   and ponder the delights and challenges
[00:00:20.380 --> 00:00:23.820]   that make homeschooling the adventure of a lifetime.
[00:00:23.820 --> 00:00:25.980]   Whether you're just considering
[00:00:25.980 --> 00:00:28.020]   this homeschooling possibility
[00:00:28.020 --> 00:00:32.180]   or deep into the daily delight of family learning,
[00:00:32.180 --> 00:00:35.540]   I believe you'll enjoy thinking along with us.
[00:00:35.540 --> 00:00:37.340]   But don't forget,
[00:00:37.340 --> 00:00:40.780]   although this online community is awesome,
[00:00:40.780 --> 00:00:45.740]   you'll find even closer support in a local CC community.
[00:00:45.740 --> 00:00:49.580]   So go to classicalconversations.com
[00:00:49.580 --> 00:00:53.620]   and find a community near you today.
[00:00:53.620 --> 00:00:57.900]   Well, listeners, I'm super glad to have you today.
[00:00:57.900 --> 00:01:02.060]   I have, as I have looked outside at this gorgeous fall day,
[00:01:02.060 --> 00:01:03.620]   I've thought how much fun it would be
[00:01:03.620 --> 00:01:06.820]   to be outside and explore a little nature,
[00:01:06.820 --> 00:01:08.840]   take a walk, play in the yard.
[00:01:08.840 --> 00:01:11.700]   And it made me remember
[00:01:11.700 --> 00:01:16.060]   one of my daughter's favorite birthday parties, okay?
[00:01:16.060 --> 00:01:19.660]   My older daughter never had a quote-unquote
[00:01:19.660 --> 00:01:22.300]   normal birthday party that you could go to the store
[00:01:22.300 --> 00:01:25.140]   and buy the plates and cups and party hats
[00:01:25.140 --> 00:01:26.220]   all in the matching theme.
[00:01:26.220 --> 00:01:29.300]   She never picked a normal theme.
[00:01:29.300 --> 00:01:33.220]   And so for her 12th birthday,
[00:01:33.220 --> 00:01:37.700]   she said that she wanted to have a treasure hunt party.
[00:01:37.700 --> 00:01:39.980]   Yep, a treasure hunt party.
[00:01:39.980 --> 00:01:42.100]   And she's quite a bit older
[00:01:42.100 --> 00:01:43.620]   than some of your kids probably are,
[00:01:43.620 --> 00:01:44.940]   so that was a long time ago.
[00:01:44.940 --> 00:01:49.580]   And there weren't as many factory-made things back then,
[00:01:49.580 --> 00:01:51.460]   but my husband and I had a great delight
[00:01:51.460 --> 00:01:52.860]   in creating all this stuff.
[00:01:52.860 --> 00:01:56.820]   And we made poems,
[00:01:56.820 --> 00:02:00.740]   we made couplet clues for all of the places,
[00:02:00.740 --> 00:02:02.540]   and we burned the edges
[00:02:02.540 --> 00:02:04.660]   so they looked like ancient treasure maps.
[00:02:04.660 --> 00:02:07.700]   And we had a gaggle of 12-year-old girls
[00:02:07.700 --> 00:02:10.060]   running all over our property,
[00:02:10.060 --> 00:02:14.100]   looking under logs and behind bushes
[00:02:14.100 --> 00:02:18.380]   and underneath old pieces of timber
[00:02:18.380 --> 00:02:22.700]   and in hollow knots in the trees for all of these clues.
[00:02:22.700 --> 00:02:25.060]   And I think, as I look back,
[00:02:25.060 --> 00:02:26.620]   it was one of the birthday parties
[00:02:26.620 --> 00:02:30.300]   that they seemed to enjoy the most.
[00:02:30.300 --> 00:02:33.420]   And today, we are gonna talk about treasure,
[00:02:33.420 --> 00:02:36.220]   although not a birthday treasure hunt.
[00:02:36.220 --> 00:02:38.500]   We're gonna talk about the treasure
[00:02:38.500 --> 00:02:43.260]   that a classical education can be.
[00:02:43.260 --> 00:02:47.500]   Yep, the treasure of a classical education.
[00:02:47.500 --> 00:02:50.340]   And I've got one of my favorite podcast people,
[00:02:50.340 --> 00:02:53.740]   one of my best friends, through the years,
[00:02:53.740 --> 00:02:55.980]   as we have pursued classical education
[00:02:55.980 --> 00:02:57.140]   with our families together.
[00:02:57.140 --> 00:02:59.060]   I have with me today, Jennifer Courtney.
[00:02:59.060 --> 00:03:01.780]   Jennifer, thank you so much for being with us.
[00:03:01.780 --> 00:03:03.060]   - Oh, thanks for having me, Lisa.
[00:03:03.060 --> 00:03:04.940]   I always love being here with you.
[00:03:04.940 --> 00:03:07.820]   - I love it when we get to share about our families
[00:03:07.820 --> 00:03:12.820]   and we get to share about classical education.
[00:03:12.820 --> 00:03:14.140]   Let me ask you this.
[00:03:14.140 --> 00:03:20.260]   What, to you, is the best part of a treasure hunt?
[00:03:21.260 --> 00:03:23.940]   - Well, as always, I love your stories
[00:03:23.940 --> 00:03:25.620]   and I love your birthday party story.
[00:03:25.620 --> 00:03:29.940]   And I was asking, what a perfect fit for these ideas
[00:03:29.940 --> 00:03:31.340]   that we've been talking about
[00:03:31.340 --> 00:03:33.460]   with classical Christian education.
[00:03:33.460 --> 00:03:37.980]   And it's really fun to think about God Himself
[00:03:37.980 --> 00:03:42.980]   hiding these treasures for us to find
[00:03:42.980 --> 00:03:47.180]   as we study both His Word and His world together.
[00:03:47.180 --> 00:03:49.940]   And I think that He probably delights in doing that
[00:03:49.940 --> 00:03:52.860]   as much as you and David delight in hiding things.
[00:03:52.860 --> 00:03:53.700]   - I bet so.
[00:03:53.700 --> 00:03:56.980]   Yeah, yeah, I loved it.
[00:03:56.980 --> 00:03:59.260]   And, you know, we got a charge
[00:03:59.260 --> 00:04:02.020]   out of looking through the sliding glass door,
[00:04:02.020 --> 00:04:03.540]   watching these girls.
[00:04:03.540 --> 00:04:05.020]   I mean, they're 12 years old.
[00:04:05.020 --> 00:04:08.300]   These are almost teenagers running around the yard
[00:04:08.300 --> 00:04:13.300]   and finding a clue and unearthing it from the coffee can
[00:04:13.300 --> 00:04:15.260]   and pulling it out and reading it
[00:04:15.260 --> 00:04:16.900]   and arguing about what does it mean
[00:04:16.900 --> 00:04:19.700]   and where is it leading and watching them run around.
[00:04:19.700 --> 00:04:22.780]   They had the best time deciphering the clues
[00:04:22.780 --> 00:04:24.980]   and wrestling out what,
[00:04:24.980 --> 00:04:26.180]   well, your parents wouldn't do that.
[00:04:26.180 --> 00:04:27.140]   Oh, yes, they would.
[00:04:27.140 --> 00:04:28.380]   Where do you think it could be?
[00:04:28.380 --> 00:04:30.220]   We're not gonna climb that tree, are we?
[00:04:30.220 --> 00:04:31.260]   Yes, we are.
[00:04:31.260 --> 00:04:32.580]   Going through all of that.
[00:04:32.580 --> 00:04:37.580]   So to us, watching the journey was a lot of fun.
[00:04:37.580 --> 00:04:40.820]   But you know what I discovered at the end
