
[00:00:00.000 --> 00:00:06.120]   Welcome back everyone.
[00:00:06.120 --> 00:00:09.680]   This is part 4 in our series on analysis methods for NLP.
[00:00:09.680 --> 00:00:13.920]   We've come to our third set of methods, causal abstraction.
[00:00:13.920 --> 00:00:16.960]   I've been heavily involved with developing these methods.
[00:00:16.960 --> 00:00:19.360]   I think they're tremendously exciting because they offer
[00:00:19.360 --> 00:00:21.160]   a real opportunity for
[00:00:21.160 --> 00:00:24.080]   causal concept level explanations
[00:00:24.080 --> 00:00:26.960]   of how our NLP models are behaving.
[00:00:26.960 --> 00:00:31.880]   Let's begin with a recipe for this causal abstraction analysis.
[00:00:31.880 --> 00:00:34.720]   Step 1, you state a hypothesis about
[00:00:34.720 --> 00:00:38.320]   some aspect of your target model's causal structure,
[00:00:38.320 --> 00:00:42.640]   and you could express this as a small computer program.
[00:00:42.640 --> 00:00:46.520]   In step 2, we're going to search for an alignment between
[00:00:46.520 --> 00:00:49.480]   variables in this causal model we've defined
[00:00:49.480 --> 00:00:52.740]   and sets of neurons in the target model.
[00:00:52.740 --> 00:00:55.600]   This is a hypothesis about how the roles for
[00:00:55.600 --> 00:00:59.880]   those variables and sets of neurons align with each other.
[00:00:59.880 --> 00:01:02.360]   To do this analysis,
[00:01:02.360 --> 00:01:03.760]   to assess these alignments,
[00:01:03.760 --> 00:01:06.000]   we perform the fundamental operation of
[00:01:06.000 --> 00:01:10.200]   causal abstraction analysis, the interchange intervention.
[00:01:10.200 --> 00:01:13.180]   Much of this screencast is going to be devoted to giving you
[00:01:13.180 --> 00:01:17.120]   for a feel for how interchange interventions work.
[00:01:17.120 --> 00:01:19.100]   For a running example,
[00:01:19.100 --> 00:01:21.240]   let's return to our simple neural network that
[00:01:21.240 --> 00:01:24.360]   takes in three numbers and adds them together.
[00:01:24.360 --> 00:01:27.720]   We assume that this network is successful at its task,
[00:01:27.720 --> 00:01:28.880]   and the question is,
[00:01:28.880 --> 00:01:30.960]   in human interpretable terms,
[00:01:30.960 --> 00:01:34.320]   how does the network perform this function?
[00:01:34.320 --> 00:01:36.960]   As before, we can hypothesize
[00:01:36.960 --> 00:01:39.720]   a causal model that's given in green here.
[00:01:39.720 --> 00:01:43.260]   The idea behind this causal model is that the network is
[00:01:43.260 --> 00:01:45.400]   adding together the first two inputs to
[00:01:45.400 --> 00:01:48.180]   form an intermediate variable S1,
[00:01:48.180 --> 00:01:50.740]   and then the third input is copied over
[00:01:50.740 --> 00:01:52.980]   into an intermediate variable W,
[00:01:52.980 --> 00:01:55.880]   and S1 and W are the elements that
[00:01:55.880 --> 00:01:58.920]   directly contribute to the output of the model.
[00:01:58.920 --> 00:02:01.200]   That's a hypothesis about what might be
[00:02:01.200 --> 00:02:04.240]   happening with our otherwise opaque neural model,
[00:02:04.240 --> 00:02:05.420]   and the question is,
[00:02:05.420 --> 00:02:07.600]   is the hypothesis correct?
[00:02:07.600 --> 00:02:10.120]   We're going to use interchange interventions to
[00:02:10.120 --> 00:02:12.580]   help us assess that hypothesis.
[00:02:12.580 --> 00:02:14.600]   We'll break this down into a few pieces.
[00:02:14.600 --> 00:02:16.760]   First, we hypothesize that
[00:02:16.760 --> 00:02:22.360]   the neural representation L3 plays the same role as S1.
[00:02:22.360 --> 00:02:23.960]   Let's assess that idea.
[00:02:23.960 --> 00:02:27.280]   The first intervention happens on the causal model.
[00:02:27.280 --> 00:02:29.160]   We take our causal model and we process
[00:02:29.160 --> 00:02:31.800]   example 1, 3, 5, and we get 9.
[00:02:31.800 --> 00:02:34.880]   We use that same causal model to process 4,
[00:02:34.880 --> 00:02:37.640]   5, 6, and we get 15.
[00:02:37.640 --> 00:02:39.380]   Now the intervention comes.
[00:02:39.380 --> 00:02:41.560]   We're going to target the S1 variable
[00:02:41.560 --> 00:02:44.180]   for the right-hand example that has value 9,
[00:02:44.180 --> 00:02:46.980]   literally take that value and place it in
[00:02:46.980 --> 00:02:50.120]   the corresponding place in the left-hand example.
[00:02:50.120 --> 00:02:53.000]   The causal model is completely understood by us,
[00:02:53.000 --> 00:02:55.400]   and so we know exactly what will happen now.
[00:02:55.400 --> 00:02:57.680]   The output will change to 14.
[00:02:57.680 --> 00:02:59.520]   The child nodes below
[00:02:59.520 --> 00:03:02.400]   the variable that we intervened on don't matter in this case.
[00:03:02.400 --> 00:03:04.480]   The intervention fully wipes them out,
[00:03:04.480 --> 00:03:07.640]   and we're just adding 9 and 5 together.
[00:03:07.640 --> 00:03:09.320]   That's the causal model.
[00:03:09.320 --> 00:03:13.160]   We assume that we understand it before we begin the analysis.
[00:03:13.160 --> 00:03:16.560]   The interesting part comes when we think about the neural model.
[00:03:16.560 --> 00:03:18.760]   We don't know how this neural model works,
[00:03:18.760 --> 00:03:22.200]   and we're going to try to use these interventions to uncover that.
[00:03:22.200 --> 00:03:24.120]   We process 1, 3,
[00:03:24.120 --> 00:03:26.800]   5 with our neural model and we get 9.
[00:03:26.800 --> 00:03:28.800]   We process 4, 5, 6,
[00:03:28.800 --> 00:03:30.320]   and we get 15.
[00:03:30.320 --> 00:03:33.480]   Now we're going to intervene on the L3 state.
[00:03:33.480 --> 00:03:35.960]   We target that in the right-hand example,
[00:03:35.960 --> 00:03:38.600]   and we literally take those values and place
[00:03:38.600 --> 00:03:42.440]   them in the corresponding spot in the left-hand example.
[00:03:42.440 --> 00:03:44.400]   We study the output.
[00:03:44.400 --> 00:03:48.380]   If the output after that intervention is 14,
[00:03:48.380 --> 00:03:54.920]   then we have one piece of evidence that L3 plays the same causal role as S1.
[00:03:54.920 --> 00:04:00.320]   If we repeat this intervention for every conceivable input to these models,
[00:04:00.320 --> 00:04:04.840]   and we always see this alignment between causal model and neural model,
[00:04:04.840 --> 00:04:10.160]   we have proven that L3 plays the same causal role as S1.
[00:04:10.160 --> 00:04:12.280]   We can continue this for other variables.
[00:04:12.280 --> 00:04:13.680]   Let's target now L1.
[00:04:13.680 --> 00:04:17.160]   Suppose we hypothesize that it plays the same role as
[00:04:17.160 --> 00:04:19.200]   W in the causal model.
[00:04:19.200 --> 00:04:21.680]   Again, let's first intervene on the causal model.
[00:04:21.680 --> 00:04:24.440]   We target that W variable on the right-hand.
[00:04:24.440 --> 00:04:29.480]   We take that value and we place it in the corresponding place in the left-hand model.
[00:04:29.480 --> 00:04:33.160]   We study the output that has changed the output to 10.
[00:04:33.160 --> 00:04:35.240]   Then we return to our neural models.
[00:04:35.240 --> 00:04:38.480]   Parallel operation, target L1 on the right,
[00:04:38.480 --> 00:04:41.200]   take that value and literally place it into
[00:04:41.200 --> 00:04:44.920]   the corresponding spot in the left and we study the output.
[00:04:44.920 --> 00:04:46.560]   Again, if the output is 10,
[00:04:46.560 --> 00:04:52.400]   we have a single piece of evidence that L1 and W are causally aligned in this way.
[00:04:52.400 --> 00:04:57.500]   If we repeat this intervention for every possible input and always see this correspondence,
[00:04:57.500 --> 00:05:02.480]   we have proven that L1 and W play the same causal roles.
[00:05:02.480 --> 00:05:04.180]   We could go one step further.
[00:05:04.180 --> 00:05:05.940]   Suppose we think about L2.
[00:05:05.940 --> 00:05:10.060]   Suppose we intervene on L2 in every way we can think of,
[00:05:10.060 --> 00:05:14.220]   and we never see an impact on the output behavior of the model.
[00:05:14.220 --> 00:05:17.160]   In that way, we have proven that L2 plays
[00:05:17.160 --> 00:05:21.000]   no causal role in the input-output behavior of this network.
[00:05:21.000 --> 00:05:25.960]   Since we can assume that the input variables are aligned across causal and neural models,
[00:05:25.960 --> 00:05:28.700]   and we can assume that the output variables are aligned,
[00:05:28.700 --> 00:05:33.240]   we have now fully proven via all these intervention experiments that
[00:05:33.240 --> 00:05:36.000]   that causal model in green is an abstraction
[00:05:36.000 --> 00:05:39.440]   of the otherwise more complex neural model.
[00:05:39.440 --> 00:05:42.400]   That is exciting. If we have actually established this,
[00:05:42.400 --> 00:05:46.120]   then we are licensed to allow the neural model to fall away,
[00:05:46.120 --> 00:05:49.540]   and we can reason entirely in terms of the causal model,
[00:05:49.540 --> 00:05:53.580]   secure that the two models are causally aligned.
[00:05:53.580 --> 00:05:57.080]   They have the same underlying mechanisms.
[00:05:57.080 --> 00:06:02.060]   Now, that is a ideal of causal abstraction analysis.
[00:06:02.060 --> 00:06:05.540]   There are a few things from the real world that are going to intervene.
[00:06:05.540 --> 00:06:09.480]   The first is that we can never perform the full set of interventions.
[00:06:09.480 --> 00:06:10.920]   For all realistic cases,
[00:06:10.920 --> 00:06:12.440]   there are too many inputs.
[00:06:12.440 --> 00:06:15.120]   Even for the case of my tiny addition network,
[00:06:15.120 --> 00:06:18.260]   there is an infinitude of possible inputs,
[00:06:18.260 --> 00:06:19.440]   we can't check them all.
[00:06:19.440 --> 00:06:23.320]   We have to pick a small subset of examples.
[00:06:23.320 --> 00:06:25.380]   Then otherwise, for real models,
[00:06:25.380 --> 00:06:29.360]   we're never going to see perfect causal abstraction relationships because of
[00:06:29.360 --> 00:06:34.280]   the messy nature of naturally trained models that we use.
[00:06:34.280 --> 00:06:36.720]   We need some graded notion of success,
[00:06:36.720 --> 00:06:39.200]   and I think interchange intervention accuracy
[00:06:39.200 --> 00:06:42.720]   is a good initial baseline metric for that.
[00:06:42.720 --> 00:06:46.820]   The IIA is the percentage of interchange interventions that you
[00:06:46.820 --> 00:06:49.680]   performed that lead to outputs that match
[00:06:49.680 --> 00:06:52.560]   those of the causal model under the chosen alignment.
[00:06:52.560 --> 00:06:58.280]   You can think of it as an accuracy measure for your hypothesized alignment.
[00:06:58.280 --> 00:07:00.720]   IIA is scaled in 0,
[00:07:00.720 --> 00:07:03.440]   1 as with a normal accuracy metric.
[00:07:03.440 --> 00:07:06.720]   It can actually be above task performance.
[00:07:06.720 --> 00:07:08.160]   This is striking,
[00:07:08.160 --> 00:07:10.380]   and it has happened to us in practice.
[00:07:10.380 --> 00:07:12.880]   If the interchange interventions put the model
[00:07:12.880 --> 00:07:15.280]   into a better state than it was in originally,
[00:07:15.280 --> 00:07:17.560]   then you might actually see a boost in
[00:07:17.560 --> 00:07:21.720]   performance from these Frankenstein examples that you have created.
[00:07:21.720 --> 00:07:24.040]   This is really fundamental here.
[00:07:24.040 --> 00:07:26.360]   IIA is extremely sensitive to
[00:07:26.360 --> 00:07:29.440]   the set of interchange interventions that you decided to perform.
[00:07:29.440 --> 00:07:30.900]   If you can't perform all of them,
[00:07:30.900 --> 00:07:32.340]   you have to pick a subset,
[00:07:32.340 --> 00:07:36.920]   and that will be a factor in shaping your accuracy results.
[00:07:36.920 --> 00:07:40.040]   In particular, pay particular attention to
[00:07:40.040 --> 00:07:43.880]   how many interchange interventions should change the output label.
[00:07:43.880 --> 00:07:45.920]   Those are the ones that are really providing
[00:07:45.920 --> 00:07:48.840]   causal insights because you see exactly what should
[00:07:48.840 --> 00:07:53.800]   happen in terms of changes once you have performed the intervention.
[00:07:53.800 --> 00:07:58.160]   Having an abundance of these causally insightful interventions is
[00:07:58.160 --> 00:08:02.800]   the most powerful thing you can do in terms of building an argument.
[00:08:02.960 --> 00:08:07.200]   Let me briefly summarize some findings from causal abstraction.
[00:08:07.200 --> 00:08:09.500]   These are mostly from our work.
[00:08:09.500 --> 00:08:13.880]   Fine-tuned BERT models succeed at hard out-of-domain examples
[00:08:13.880 --> 00:08:16.000]   involving lexical entailment and negation
[00:08:16.000 --> 00:08:19.720]   because they are abstracted by simple monotonicity programs.
[00:08:19.720 --> 00:08:21.240]   I emphasize because,
[00:08:21.240 --> 00:08:23.440]   and I wrote it in blue there because I am not
[00:08:23.440 --> 00:08:25.840]   being casual with that causal language.
[00:08:25.840 --> 00:08:28.280]   I really intend a causal claim.
[00:08:28.280 --> 00:08:30.160]   That is the kind of thing that
[00:08:30.160 --> 00:08:34.080]   causal abstraction licenses you to be able to say.
[00:08:34.080 --> 00:08:37.760]   Relatedly, fine-tuned BERT models succeed at
[00:08:37.760 --> 00:08:42.240]   the MQNLI task because they find compositional solutions.
[00:08:42.240 --> 00:08:45.880]   MQNLI is the multiply quantified NLI benchmark.
[00:08:45.880 --> 00:08:47.800]   It's a synthetic benchmark full of
[00:08:47.800 --> 00:08:50.640]   very intricate compositional analyses
[00:08:50.640 --> 00:08:53.840]   between quantifiers and modifiers and so forth.
[00:08:53.840 --> 00:08:55.360]   A challenging benchmark,
[00:08:55.360 --> 00:08:57.920]   and we show with causal abstraction that models
[00:08:57.920 --> 00:09:00.280]   succeed to the extent that they actually
[00:09:00.280 --> 00:09:03.760]   find compositional solutions to the task.
[00:09:03.760 --> 00:09:07.880]   Models succeed at the MNIST pointer value retrieval task
[00:09:07.880 --> 00:09:11.060]   because they are abstracted by simple programs like,
[00:09:11.060 --> 00:09:12.300]   if the digit is six,
[00:09:12.300 --> 00:09:14.720]   then the label is in the lower left.
[00:09:14.720 --> 00:09:16.700]   A brief digression there,
[00:09:16.700 --> 00:09:19.040]   I love these explanations.
[00:09:19.040 --> 00:09:21.400]   That simple program that I described is
[00:09:21.400 --> 00:09:23.720]   more or less a description of the task.
[00:09:23.720 --> 00:09:26.040]   It's wonderfully reassuring to see that
[00:09:26.040 --> 00:09:28.640]   our explanations actually align with
[00:09:28.640 --> 00:09:31.920]   the task structure for these very successful models.
[00:09:31.920 --> 00:09:34.840]   Another nice point here is that we're starting to see
[00:09:34.840 --> 00:09:37.360]   a blurring of the distinction between
[00:09:37.360 --> 00:09:39.800]   neural models and symbolic models.
[00:09:39.800 --> 00:09:42.120]   After all, if you can show that the two are
[00:09:42.120 --> 00:09:44.400]   aligned via causal abstraction,
[00:09:44.400 --> 00:09:48.040]   then there really is no meaningful difference between the two,
[00:09:48.040 --> 00:09:50.480]   which leads you to wonder whether there's truly
[00:09:50.480 --> 00:09:54.860]   a meaningful difference between symbolic AI and neural AI.
[00:09:54.860 --> 00:09:57.400]   They can certainly come together and you see
[00:09:57.400 --> 00:10:00.620]   them coming together in these analyses.
[00:10:00.620 --> 00:10:03.240]   Finally, Bart and T5 use
[00:10:03.240 --> 00:10:05.800]   coherent entity and situation representations
[00:10:05.800 --> 00:10:08.400]   that evolve as the discourse unfolds.
[00:10:08.400 --> 00:10:11.300]   Liatal 2021 use causal abstraction
[00:10:11.300 --> 00:10:14.220]   in order to substantiate that claim.
[00:10:14.220 --> 00:10:16.440]   Very exciting to see.
[00:10:16.440 --> 00:10:19.600]   If you would like to get hands-on with these ideas,
[00:10:19.600 --> 00:10:21.760]   I would encourage you to check out our notebook.
[00:10:21.760 --> 00:10:23.560]   It's called IIT Equality.
[00:10:23.560 --> 00:10:25.840]   It walks through causal abstraction analysis
[00:10:25.840 --> 00:10:28.240]   using simple toy examples,
[00:10:28.240 --> 00:10:31.000]   and then also shows you how to apply IIT,
[00:10:31.000 --> 00:10:34.200]   which is the next topic we'll discuss.
[00:10:34.200 --> 00:10:36.760]   There isn't time to cover this in detail,
[00:10:36.760 --> 00:10:39.980]   but I did want to call out that causal abstraction is
[00:10:39.980 --> 00:10:43.360]   a toolkit corresponding to a large family
[00:10:43.360 --> 00:10:47.140]   of intervention-based methods for understanding our models.
[00:10:47.140 --> 00:10:51.200]   I've listed a few other exciting entries in this literature here.
[00:10:51.200 --> 00:10:54.200]   If you would like even more connections to the literature,
[00:10:54.200 --> 00:10:56.440]   I recommend this blog post that we did,
[00:10:56.440 --> 00:10:57.840]   which relates a lot of
[00:10:57.840 --> 00:11:01.600]   these methods to causal abstraction itself.
[00:11:01.600 --> 00:11:04.940]   Let's return to our summary scorecard.
[00:11:04.940 --> 00:11:07.600]   We're talking about intervention-based methods.
[00:11:07.600 --> 00:11:10.920]   I claim that they can characterize representations richly.
[00:11:10.920 --> 00:11:13.840]   After all, we show how those representations correspond
[00:11:13.840 --> 00:11:16.920]   to interpretable high-level variables.
[00:11:16.920 --> 00:11:18.920]   I've also tried to argue that this is
