
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:04.520]   - Hey, everyone.
[00:00:04.520 --> 00:00:06.160]   Welcome to the "Lit and Space" podcast.
[00:00:06.160 --> 00:00:09.120]   This is Alessio, partner and CTO at Decibel Partners,
[00:00:09.120 --> 00:00:12.160]   and I'm joined by my co-host, Swiggs, founder of Small.ai.
[00:00:12.160 --> 00:00:14.800]   - Hey, and today we're in a studio with Stanford, welcome.
[00:00:14.800 --> 00:00:16.120]   - Thank you very much for having me.
[00:00:16.120 --> 00:00:17.800]   - Visiting from Paris. - Paris.
[00:00:17.800 --> 00:00:21.240]   - And you have had a very distinguished career.
[00:00:21.240 --> 00:00:22.680]   It's very hard to summarize,
[00:00:22.680 --> 00:00:25.800]   but you went to college in both
[00:00:25.800 --> 00:00:27.680]   Ecole Polytechnique and Stanford,
[00:00:27.680 --> 00:00:29.480]   and then you worked in a number of places,
[00:00:29.480 --> 00:00:33.680]   Oracle, Totems, Stripe, and then OpenAI Preach at UBT.
[00:00:33.680 --> 00:00:35.840]   We'll spend a little bit of time about that.
[00:00:35.840 --> 00:00:38.280]   About two years ago, you left OpenAI to start Dust.
[00:00:38.280 --> 00:00:41.800]   I think you were one of the first OpenAI alum founders.
[00:00:41.800 --> 00:00:43.320]   - Yeah, I think it was about at the same time
[00:00:43.320 --> 00:00:46.120]   as the Adapt guys, so it was that first wave.
[00:00:46.120 --> 00:00:49.000]   - Yeah, and people really loved the David episode.
[00:00:49.000 --> 00:00:51.600]   We love a few sort of OpenAI stories,
[00:00:51.600 --> 00:00:53.320]   you know, for back in the day,
[00:00:53.320 --> 00:00:55.440]   like we were talking about pre-recording,
[00:00:55.440 --> 00:00:56.560]   probably the statute of limitations
[00:00:56.560 --> 00:00:58.560]   on some of those stories has expired.
[00:00:58.560 --> 00:01:00.240]   So you can talk a little bit more freely
[00:01:00.240 --> 00:01:02.160]   without them coming after you.
[00:01:02.160 --> 00:01:03.280]   But maybe we'll just talk about,
[00:01:03.280 --> 00:01:05.640]   like, what was your journey into AI?
[00:01:05.640 --> 00:01:07.840]   You know, you were at Stripe for almost five years.
[00:01:07.840 --> 00:01:09.520]   There are a lot of Stripe alums going into OpenAI.
[00:01:09.520 --> 00:01:10.800]   I think the Stripe culture has come
[00:01:10.800 --> 00:01:12.120]   into OpenAI quite a bit.
[00:01:12.120 --> 00:01:14.880]   - Yeah, so I think the buses of Stripe people
[00:01:14.880 --> 00:01:18.600]   really started flowing in, I guess, after ChatGPD.
[00:01:18.600 --> 00:01:20.720]   But yeah, my journey into AI is--
[00:01:20.720 --> 00:01:21.840]   - I mean, Greg Brockman.
[00:01:21.840 --> 00:01:25.680]   - Yeah, yeah, from Greg, of course.
[00:01:25.680 --> 00:01:28.120]   And Daniela, actually, back in the days.
[00:01:28.120 --> 00:01:28.960]   Daniela Modigliani.
[00:01:28.960 --> 00:01:31.280]   - Yeah, she was COO.
[00:01:31.280 --> 00:01:32.600]   I mean, she is COO, yeah.
[00:01:32.600 --> 00:01:35.000]   - She had a pretty high job at OpenAI at the time,
[00:01:35.000 --> 00:01:35.960]   yeah, for sure.
[00:01:35.960 --> 00:01:38.200]   My journey started as anybody else.
[00:01:38.200 --> 00:01:39.720]   You're fascinated with computer science
[00:01:39.720 --> 00:01:41.560]   and you want to make them think it's awesome,
[00:01:41.560 --> 00:01:42.760]   but it doesn't work.
[00:01:42.760 --> 00:01:44.000]   I mean, it was a long time ago.
[00:01:44.000 --> 00:01:47.360]   I was, like, maybe 16, so it was 25 years ago.
[00:01:47.360 --> 00:01:50.680]   Then the first big exposure to AI would be at Stanford.
[00:01:50.680 --> 00:01:54.240]   And I'm going to, like, disclose how old I am
[00:01:54.240 --> 00:01:59.240]   because, at the time, it was a class taught by Andrew Eng.
[00:01:59.240 --> 00:02:01.320]   And it was, there was no deep learning.
[00:02:01.320 --> 00:02:05.360]   It was half features for vision and a star algorithm.
[00:02:05.360 --> 00:02:06.280]   So it was fun.
[00:02:06.280 --> 00:02:08.440]   But it was the early days of deep learning.
[00:02:08.440 --> 00:02:09.880]   At the time, I think a few years after,
[00:02:09.880 --> 00:02:11.680]   it was the first project at Google.
[00:02:11.680 --> 00:02:14.800]   But, you know, that cat face or the human face
[00:02:14.800 --> 00:02:16.760]   trained from many images.
[00:02:16.760 --> 00:02:19.920]   Went to, hesitated doing a PhD, more in systems.
