
[00:00:00.000 --> 00:00:04.000]   [music]
[00:00:04.000 --> 00:00:09.480]   We have an email from Sarah in Fort Wayne, Indiana. She writes, "Hi Pastor John, in
[00:00:09.480 --> 00:00:13.480]   the previous episode, 'How Far is Too Far Before Marriage?'" which was episode 73,
[00:00:13.480 --> 00:00:17.680]   "you answered questions about sexual boundaries before marriage. I'd also like
[00:00:17.680 --> 00:00:21.640]   to know how far is too far emotionally and spiritually before marriage. I've
[00:00:21.640 --> 00:00:24.400]   heard from several people that praying together and reading scripture together
[00:00:24.400 --> 00:00:29.080]   can be dangerous to do as a couple before marriage. What are your thoughts?"
[00:00:29.080 --> 00:00:40.440]   Physical sexual intercourse is the natural, appropriate, longed-for completion
[00:00:40.440 --> 00:00:47.680]   and consummation of emotional and spiritual union. I'm starting with that
[00:00:47.680 --> 00:00:56.640]   conviction. That's why it is so wounding and tragic for men and women to have
[00:00:56.640 --> 00:01:03.040]   purely physical one-night stands or experimental sexual encounters or serial
[00:01:03.040 --> 00:01:12.360]   relationships. Women are made to long for the man she gives herself to to know her
[00:01:12.360 --> 00:01:23.440]   and love her for who she is more than merely her body. A woman feels used and
[00:01:23.440 --> 00:01:32.240]   abused, even in marriage I would say, if she believes this intercourse is just
[00:01:32.240 --> 00:01:43.360]   this man's animal appetite rather than the suitable consummation of a profound
[00:01:43.360 --> 00:01:52.880]   affection bonding, a soul bonding, a personal bonding. And men are made by God
[00:01:52.880 --> 00:02:00.480]   to wield their strength gently and harness their appetites and make them
[00:02:00.480 --> 00:02:07.760]   serve higher and greater things, like deep love for this woman as a
[00:02:07.760 --> 00:02:18.400]   person and a rich union of souls and minds. So sexual union is meant to be the
[00:02:18.400 --> 00:02:27.480]   completion, the climax, the consummation of personal, emotional, spiritual union. It
[00:02:27.480 --> 00:02:31.280]   should be an event in the body. The sexual intercourse should be an event in
[00:02:31.280 --> 00:02:39.720]   the body that corresponds to an event in the soul, in the heart, in the mind. It
[00:02:39.720 --> 00:02:42.080]   doesn't become less physical. I don't give the impression that I'm
[00:02:42.080 --> 00:02:46.280]   over-spiritualizing sexual intercourse, but I believe with all my heart. I've
[00:02:46.280 --> 00:02:51.080]   experienced, I think I could warrant it from the nature of human beings
