
[00:00:00.000 --> 00:00:19.140]   I really came to this thinking about trying to reflect on six months into this
[00:00:19.140 --> 00:00:23.240]   like reinforcement learning with verifiable rewards post-01 post-deep seek
[00:00:23.240 --> 00:00:28.080]   and I think that a lot of this stuff is somewhat boring because everybody has a
[00:00:28.080 --> 00:00:32.880]   reasoning model we all know the basics of you can scale RL at training time and
[00:00:32.880 --> 00:00:36.540]   the numbers will go up and that's deeply correlated with being able to then do
[00:00:36.540 --> 00:00:41.700]   this inference time scaling but really an AI right now everybody there's a lot of
[00:00:41.700 --> 00:00:44.640]   people are up to speed but the crucial question is like where are things going
[00:00:44.640 --> 00:00:49.440]   to go and how do you skate where the plug is going so a lot of this talk it's
[00:00:49.440 --> 00:00:53.460]   really me trying to process is like where is this going besides getting high
[00:00:53.460 --> 00:00:57.900]   benchmark scores with using 10,000 tokens per answer and like what do we need to
[00:00:57.900 --> 00:01:02.580]   do to actually train these models and what are the things that open AI etc are
[00:01:02.580 --> 00:01:06.720]   probably already doing but it's increasingly hard to get that signal out
[00:01:06.720 --> 00:01:12.480]   of them so if we look at this like reasoning is really also unlocking really
[00:01:12.480 --> 00:01:17.580]   new language model applications I think I this is the same search query which is
[00:01:17.580 --> 00:01:21.540]   like I as an RL researcher I need to find this all the time I forget that it's
[00:01:21.540 --> 00:01:26.460]   called coast runners and the Google like over optimization 20 times to find it but I
[00:01:26.460 --> 00:01:30.120]   tried asking O3 and it like literally gave me the download link directly so I
[00:01:30.120 --> 00:01:34.860]   didn't have to do anything and that's a very unusual use case to just pop out of
[00:01:34.860 --> 00:01:40.440]   this reasoning training where math and code was a real thing to start with and O3 is
[00:01:40.440 --> 00:01:44.220]   great it's the model that I use the most for finding information and this just
[00:01:44.220 --> 00:01:48.740]   really is the signal that I have that a lot of new interesting things are coming
[00:01:48.740 --> 00:01:53.720]   down the pipe I would say it's starting to unlock a lot of new language model
[00:01:53.720 --> 00:01:58.220]   applications that I use some of these so this is a screenshot of deep research it's
[00:01:58.220 --> 00:02:02.660]   great you can use it in really creative ways like prompt it to look at your
[00:02:02.660 --> 00:02:06.740]   website and find typos or look at only the material on your website and things like
[00:02:06.740 --> 00:02:11.720]   this it's actually more steerable than you than you may expect cloud code which I
[00:02:11.720 --> 00:02:16.380]   describe is just the the vibes are very good it's fun I'm not a serious software
[00:02:16.380 --> 00:02:19.520]   engineer so I don't use it on hard things but I use it for fun things because I
[00:02:19.520 --> 00:02:23.540]   can I can put the company API key in and just kind of mess around like helping me
[00:02:23.540 --> 00:02:28.380]   build my the website for this book that I wrote online and then there's the really
[00:02:28.380 --> 00:02:31.820]   serious things which are like codex and these fully autonomous agents that are
[00:02:31.820 --> 00:02:36.260]   sharing to come if you play with it it's obvious that the form factor is going to be
[00:02:36.260 --> 00:02:39.080]   able to work I'm sure there are people that are getting a lot of value out of
[00:02:39.080 --> 00:02:44.780]   it right now I think for ML tasks it's like there's no GPUs in it right now and
[00:02:44.780 --> 00:02:48.560]   if you are dealing with open models it's like they just added internet so like it
[00:02:48.560 --> 00:02:51.320]   wasn't going to be able to go back and forth and look at like hugging face
[00:02:51.320 --> 00:02:55.220]   configs or something and all these headaches they don't want to deal with but in the
[00:02:55.220 --> 00:02:58.700]   six months like all these things are going to be stuff you should be using on a
[00:02:58.700 --> 00:03:01.640]   day-to-day basis and it's all downstream of this kind of step change in
[00:03:01.640 --> 00:03:08.000]   performance from reasoning models and then this is kind of like another plot
[00:03:08.000 --> 00:03:12.800]   that's been talked about and when I look at this it's like through 2024 if we
[00:03:12.800 --> 00:03:17.720]   look at like GPT-40 and things a lot and really were saturating then and then
[00:03:17.720 --> 00:03:21.920]   there's these new sonnet models in 01 which really helped push out the frontier
[00:03:21.920 --> 00:03:27.140]   and time horizon so this is the y-axis is how long a task can roughly be
[00:03:27.140 --> 00:03:31.160]   completed by the models in time which is kind of a weird way to measure it because
[00:03:31.160 --> 00:03:36.380]   things will get faster but it's going to keep going and this reasoning model is
[00:03:36.380 --> 00:03:39.540]   the technique that was kind of unlocked in order to figure out how to push the
[00:03:39.540 --> 00:03:42.860]   limits and when you look at things like this it's not that just we're like on a
[00:03:42.860 --> 00:03:47.240]   path determined from AI and more gains are going to come it's really like we have
[00:03:47.240 --> 00:03:51.140]   to think about what the models need to be able to do in order to keep pushing out
[00:03:51.140 --> 00:03:55.040]   these frontiers so there's a lot of human effort that goes into continuing the
[00:03:55.040 --> 00:04:00.380]   trends of AI progress so it's like gains aren't free and I'm thinking that a lot of
[00:04:00.380 --> 00:04:04.040]   planning and kind of thinking about training in a bit of a different way
[00:04:04.040 --> 00:04:09.020]   beyond just reasoning skills is going to be what helps push this and enable these
[00:04:09.020 --> 00:04:12.980]   language modeling applications and products that are kind of in their early
[00:04:12.980 --> 00:04:18.280]   stages to really shine so this is a core question that I'm thinking about is like
[00:04:18.280 --> 00:04:22.100]   what do I have to do to come up with a research plan to train reasoning models that
[00:04:22.100 --> 00:04:26.900]   can work autonomously autonomously and really have meaningful ideas for what planning would be
[00:04:26.900 --> 00:04:34.100]   so I kind of came up with the taxonomy that has a few different what I call traits within it the
[00:04:34.100 --> 00:04:37.760]   first one is skills which we've pretty much already done skills are like getting really
[00:04:37.760 --> 00:04:42.740]   good at math and code inference time scaling was useful to getting there but they kind of
