
[00:00:00.000 --> 00:00:02.000]   The LA Kings Holiday Pack is back!
[00:00:02.000 --> 00:00:04.500]   The perfect gift for the hockey fan in your life.
[00:00:04.500 --> 00:00:09.000]   A three-game pack starts at just $159 and includes a holiday blanket.
[00:00:09.000 --> 00:00:12.000]   Buy today and you'll receive an additional game for free.
[00:00:12.000 --> 00:00:15.500]   Don't miss out! Visit lakings.com/holiday today.
[00:00:15.500 --> 00:00:19.000]   I thought about opening today's show with my best Canadian joke.
[00:00:19.000 --> 00:00:23.500]   And since one of my best friends for the last 15 years is from Canada,
[00:00:23.500 --> 00:00:26.500]   I've got a bit of a repertoire I could go to.
[00:00:26.500 --> 00:00:29.500]   But I decided that's not quite in the spirit of the show.
[00:00:29.500 --> 00:00:33.000]   So let me be the first to fight for world peace
[00:00:33.000 --> 00:00:38.000]   and extend an olive branch of non-Canadian jokes to my friends in the North.
[00:00:38.000 --> 00:00:43.500]   And simply say this, the Canadian contingent of this show is strong and vocal.
[00:00:43.500 --> 00:00:45.000]   I've heard you all.
[00:00:45.000 --> 00:00:50.000]   And today I'm thrilled to bring you the first interview with a Canadian.
[00:00:50.000 --> 00:00:54.000]   We're going to speak with Dan Bordelotti from the Canadian Couch Potato blog.
[00:00:54.500 --> 00:01:09.500]   [Music]
[00:01:09.500 --> 00:01:12.500]   Welcome to the Radical Personal Finance Podcast.
[00:01:12.500 --> 00:01:14.000]   My name is Joshua Sheets.
[00:01:14.000 --> 00:01:18.000]   Today is Thursday, December 11, 2014.
[00:01:18.000 --> 00:01:21.500]   And today I've got a really great show for you with Dan.
[00:01:21.500 --> 00:01:26.500]   Dan is a former personal finance blogger turned professional financial advisor.
[00:01:26.500 --> 00:01:29.500]   He's an expert on Canadian finance.
[00:01:29.500 --> 00:01:33.500]   But even if you're not from Canada, I think you'll still enjoy today's show.
[00:01:33.500 --> 00:01:37.500]   It's chock full of good information, no matter where you're from.
[00:01:37.500 --> 00:01:42.500]   [Music]
[00:01:42.500 --> 00:01:46.500]   I have had quite the--I wouldn't say surplus.
[00:01:46.500 --> 00:01:50.500]   I've had quite a few requests from the Canadian contingent of the audience
[00:01:50.500 --> 00:01:52.500]   simply asking, "Joshua, bring us some information."
[00:01:52.500 --> 00:01:55.500]   But frankly, my response has been, "I'm totally ignorant on it."
[00:01:55.500 --> 00:01:59.500]   So every single one of them I said, "Send me your best person that you want me to interview."
[00:01:59.500 --> 00:02:01.500]   And several of them mentioned Dan.
[00:02:01.500 --> 00:02:03.500]   So today I've got a great show.
[00:02:03.500 --> 00:02:07.500]   This is an excellent interview whether you're listening from a Canadian context
[00:02:07.500 --> 00:02:10.500]   or whether you're listening from a U.S. American context.
[00:02:10.500 --> 00:02:13.500]   There's a lot of interplay, even from another country.
[00:02:13.500 --> 00:02:15.500]   I know we have many other international listeners.
[00:02:15.500 --> 00:02:19.500]   There's a lot of information in today's show which is universally applicable.
[00:02:19.500 --> 00:02:22.500]   And it'll be interesting to you regardless of where you're from.
[00:02:22.500 --> 00:02:23.500]   I hope you enjoy.
[00:02:23.500 --> 00:02:26.500]   [Music]
[00:02:26.500 --> 00:02:28.500]   So Dan, welcome to the Radical Personal Finance Podcast.
[00:02:28.500 --> 00:02:32.500]   I appreciate your allocating your time this morning to chat with us.
[00:02:32.500 --> 00:02:34.500]   My pleasure. Thank you.
[00:02:34.500 --> 00:02:39.500]   I've invited you on today because I've had several requests from the audience
[00:02:39.500 --> 00:02:46.500]   to provide some information on investing and financial planning within the Canadian context.
[00:02:46.500 --> 00:02:53.500]   But I am entirely ignorant when it comes to any of the topics that would be unique to Canadians.
[00:02:53.500 --> 00:02:57.500]   So today what I'm hoping we can accomplish is provide some information,
