
[00:00:00.000 --> 00:00:04.440]   [Intro Music]
[00:09:32.400 --> 00:09:37.920]   and prayers of our partners, we reach millions of people every month with God-centered resources
[00:09:37.920 --> 00:09:43.760]   like this podcast. And if you feel led to join us as a ministry partner, December is
[00:09:43.760 --> 00:09:48.520]   a huge month for us. Would you consider giving a one-time gift or even a monthly gift to
[00:09:48.520 --> 00:09:57.160]   the ministry to donate? Visit DesiringGod.org/give. That's DesiringGod.org/give.
[00:09:58.160 --> 00:10:03.520]   Wednesday, we return to talk about what happens to the believer shortly after death. Do we
[00:10:03.520 --> 00:10:08.720]   go to see Jesus immediately or does that happen only after the bodily resurrection? It's another
[00:10:08.720 --> 00:10:14.120]   perceptive question from a listener. And I'll ask Pastor John on Wednesday. I'm Tony Rehnke.
[00:10:14.120 --> 00:10:14.680]   We'll see you then.
[00:10:14.680 --> 00:10:16.680]   [END]
[00:10:16.680 --> 00:10:18.680]   [END]
[00:10:18.680 --> 00:10:20.680]   [END]
[00:10:20.680 --> 00:10:30.680]   [BLANK_AUDIO]

