
[00:00:00.000 --> 00:00:03.000]   Enjoying your podcast? We'll be brief.
[00:00:03.000 --> 00:00:05.000]   If you're looking for the perfect holiday gift,
[00:00:05.000 --> 00:00:07.000]   give Scratchers from the California Lottery.
[00:00:07.000 --> 00:00:09.000]   With so many to choose from,
[00:00:09.000 --> 00:00:12.000]   you're sure to find the right gift for anyone on your list.
[00:00:12.000 --> 00:00:15.000]   Now that your holiday shopping list is figured out,
[00:00:15.000 --> 00:00:17.000]   enjoy this bird singing Jingle Bells.
[00:00:17.000 --> 00:00:21.000]   [Birds chirping]
[00:00:21.000 --> 00:00:24.000]   Give the gift of Scratchers from the California Lottery.
[00:00:24.000 --> 00:00:26.000]   A little play can make your day.
[00:00:26.000 --> 00:00:27.000]   Please play responsibly.
[00:00:27.000 --> 00:00:30.000]   Must be 18 years or older to purchase, play, or claim.
[00:00:30.000 --> 00:00:32.000]   Today on Radical Personal Finance, I've got a unique interview for you.
[00:00:32.000 --> 00:00:35.000]   There's a concept called mortgage acceleration
[00:00:35.000 --> 00:00:38.000]   that I was asked about on a past episode of the show.
[00:00:38.000 --> 00:00:39.000]   I was recommended a book.
[00:00:39.000 --> 00:00:43.000]   I read the book and I did my best to rip apart the idea
[00:00:43.000 --> 00:00:48.000]   and I decried it as being a waste of time and not very useful.
[00:00:48.000 --> 00:00:52.000]   Now today, we've got the author of that chapter of the book here
[00:00:52.000 --> 00:00:58.000]   to defend his strategy and to rebut my points.
[00:00:58.000 --> 00:01:03.000]   So we've got a little bit of a debate on today's episode of Radical Personal Finance.
[00:01:03.000 --> 00:01:07.000]   I hope that you will find this show enlightening.
[00:01:07.000 --> 00:01:23.000]   [Music]
[00:01:23.000 --> 00:01:25.000]   Welcome to the Radical Personal Finance Podcast.
[00:01:25.000 --> 00:01:28.000]   My name is Joshua Sheets and I am your host.
[00:01:28.000 --> 00:01:32.000]   I am your--I so much want to say virtual financial advisor.
[00:01:32.000 --> 00:01:36.000]   Fine. I am a virtual financial advisor.
[00:01:36.000 --> 00:01:39.000]   The SEC is going to crack down on me for using terms like financial advisor.
[00:01:39.000 --> 00:01:44.000]   They're going to call me a fiduciary because I'm creating media in the future.
[00:01:44.000 --> 00:01:48.000]   I'm just your friend here with you walking on a rich life today
[00:01:48.000 --> 00:01:51.000]   and walking the path to financial freedom in 10 years or less.
[00:01:51.000 --> 00:01:56.000]   [Music]
[00:01:56.000 --> 00:01:58.000]   I'm joking about that SEC thing but not really.
[00:01:58.000 --> 00:02:03.000]   There's changes going on as I release this show here in March of 2016.
[00:02:03.000 --> 00:02:06.000]   We're dealing with all this hoopla over the fiduciary rule and anyway.
[00:02:06.000 --> 00:02:09.000]   I'm not a fan of the SEC.
[00:02:09.000 --> 00:02:11.000]   Recognize they do a function. Just not a fan.
[00:02:11.000 --> 00:02:13.000]   We'll deal with that another time.
[00:02:13.000 --> 00:02:16.000]   Several listeners have asked me about my opinion on it and I don't want to talk about it yet.
[00:02:16.000 --> 00:02:21.000]   So let's talk about what we are here to talk about, which is the concept of mortgage acceleration.
[00:02:21.000 --> 00:02:22.000]   I really hope you enjoy this show.
[00:02:22.000 --> 00:02:26.000]   I like to have a good, vigorous discussion about things.
[00:02:26.000 --> 00:02:28.000]   I like to – I like a good debate.
[00:02:28.000 --> 00:02:32.000]   Now, it's really challenging because in my personal life and all of our personal lives,
[00:02:32.000 --> 00:02:34.000]   I think debating is utterly futile.
[00:02:34.000 --> 00:02:36.000]   You never win an argument, so don't even bother.
[00:02:36.000 --> 00:02:43.000]   But if you can find someone who is knowledgeable and who can – who's knowledgeable and experienced and practiced,
[00:02:43.000 --> 00:02:49.000]   then that person is able to often in a vigorous back-and-forth format, is able to bring ideas to light.
[00:02:49.000 --> 00:02:51.000]   That's what today's show is.
[00:02:51.000 --> 00:02:53.000]   Bill Westrom is my guest.
[00:02:53.000 --> 00:02:56.000]   He is the founder of a website called TruthAndEquity.com.
[00:02:56.000 --> 00:02:57.000]   He's going to talk about that.
[00:02:57.000 --> 00:03:03.000]   But my previous exposure to this concept, I decided it was mixed.
[00:03:03.000 --> 00:03:09.000]   I invite you to go and listen to episode 133 of this show.
[00:03:09.000 --> 00:03:16.000]   If you have not heard that episode, at least about the first 40 minutes of it, which are focused on this idea, I invite you to do that.
[00:03:16.000 --> 00:03:23.000]   I think you'll find it much – this show much more valuable if you start with 133 and hear what I originally said.
[00:03:23.000 --> 00:03:31.000]   Because then you'll hear me talk with Bill about that and he listened to it and he's got to rebut some of the points that I made to him.
[00:03:31.000 --> 00:03:37.000]   But I was definitely not in favor of the actual outworking of this, and I called Bill.
[00:03:37.000 --> 00:03:41.000]   You'll hear in today's interview I called him on some of his data and things like that.
[00:03:41.000 --> 00:03:43.000]   But this is an interesting concept.
[00:03:43.000 --> 00:03:45.000]   We'll explain it right in the beginning of the interview.
[00:03:45.000 --> 00:03:48.000]   I admire and respect Bill for coming on the show.
[00:03:48.000 --> 00:03:52.000]   I love it when people are willing to put their money where their mouth is.
[00:03:52.000 --> 00:03:54.000]   They're willing to stand up and defend what they believe.
[00:03:54.000 --> 00:03:57.000]   To me, that is a valuable, valuable resource.
[00:03:57.000 --> 00:04:00.000]   I'm going to play that interview in just a moment with me and Bill.
[00:04:00.000 --> 00:04:05.000]   Before I do so, the sponsor of today's show is YNAB, the You Need a Budget budgeting software.
[00:04:05.000 --> 00:04:08.000]   That is the budgeting software that I use each and every day.
[00:04:08.000 --> 00:04:11.000]   Just this morning, I reconciled all my transactions.
[00:04:11.000 --> 00:04:14.000]   I'm still using the old version, which doesn't do auto import.
[00:04:14.000 --> 00:04:18.000]   I prefer to do that because it forces me to engage with each of my expenditures.
[00:04:18.000 --> 00:04:20.000]   Nothing wrong with the auto import.
[00:04:20.000 --> 00:04:22.000]   For a lot of people, that's the sticking point.
[00:04:22.000 --> 00:04:26.000]   But for me, I want to – at this stage of my financial life, I don't have 4,000 transactions a month.
[00:04:26.000 --> 00:04:30.000]   I want to engage with each expenditure to force myself to be aware of it.
