
[00:00:00.000 --> 00:00:02.640]   (upbeat music)
[00:00:02.640 --> 00:00:05.040]   - Hello, and welcome to another episode of All The Hacks,
[00:00:05.040 --> 00:00:07.880]   a show about upgrading your life, money, and travel.
[00:00:07.880 --> 00:00:09.360]   If you're new here, I'm Chris Hutchins.
[00:00:09.360 --> 00:00:12.080]   I'm a diehard optimizer who loves doing all the research
[00:00:12.080 --> 00:00:14.400]   to help you get the best experience in life.
[00:00:14.400 --> 00:00:16.680]   And one of those things is managing time.
[00:00:16.680 --> 00:00:18.840]   And time management guru, Laura Vanderkam,
[00:00:18.840 --> 00:00:20.360]   who I've had on the show before,
[00:00:20.360 --> 00:00:23.200]   has a new book called Tranquility by Tuesday.
[00:00:23.200 --> 00:00:25.260]   I thought it was a good book that offered nine rules
[00:00:25.260 --> 00:00:27.940]   to help people spend more time on what matters.
[00:00:27.940 --> 00:00:29.560]   But there was one expression in the book
[00:00:29.560 --> 00:00:30.860]   that really stuck out with me.
[00:00:30.860 --> 00:00:33.140]   We should all be time millionaires.
[00:00:33.140 --> 00:00:33.980]   And that sounds great.
[00:00:33.980 --> 00:00:36.340]   Even better than being a money millionaire, maybe.
[00:00:36.340 --> 00:00:37.500]   But how does it happen?
[00:00:37.500 --> 00:00:39.380]   People can't just create more time in their day
[00:00:39.380 --> 00:00:41.520]   unlike money, so what's the secret?
[00:00:41.520 --> 00:00:43.180]   And that's where today's guest can help.
[00:00:43.180 --> 00:00:44.640]   His name's Dan Martell.
[00:00:44.640 --> 00:00:46.140]   He's a good longtime friend of mine,
[00:00:46.140 --> 00:00:48.100]   and he has a new book about just this.
[00:00:48.100 --> 00:00:50.600]   It's called Buy Back Your Time, Get Unstuck,
[00:00:50.600 --> 00:00:53.540]   Reclaim Your Freedom, and Build Your Empire.
[00:00:53.540 --> 00:00:55.780]   In his years as a successful entrepreneur,
[00:00:55.780 --> 00:00:58.300]   after a rough childhood and a few run-ins with the law,
[00:00:58.300 --> 00:01:01.180]   he built five companies, sold three of them,
[00:01:01.180 --> 00:01:03.220]   and currently runs SaaS Academy,
[00:01:03.220 --> 00:01:04.900]   the world's largest coaching program
[00:01:04.900 --> 00:01:07.700]   for founders of software-as-a-service businesses.
[00:01:07.700 --> 00:01:09.300]   But you don't have to have founded a business
[00:01:09.300 --> 00:01:10.540]   to apply these principles.
[00:01:10.540 --> 00:01:12.840]   We're gonna talk about why buying back time
[00:01:12.840 --> 00:01:14.460]   has become his superpower,
[00:01:14.460 --> 00:01:17.620]   why mindset is such a key part of buying back time,
[00:01:17.620 --> 00:01:20.320]   how anyone can learn from super successful people
[00:01:20.320 --> 00:01:22.040]   like Oprah or Richard Branson
[00:01:22.040 --> 00:01:24.760]   about how they've increased their productivity,
[00:01:24.760 --> 00:01:26.940]   and more importantly, their fulfillment in life.
[00:01:26.940 --> 00:01:29.060]   We wanna talk also about how you can create a playbook
[00:01:29.060 --> 00:01:32.260]   at work or home to codify how you do something,
[00:01:32.260 --> 00:01:34.700]   and also to help someone else do it for you.
[00:01:34.700 --> 00:01:37.540]   We'll also touch on why almost everyone should consider
[00:01:37.540 --> 00:01:39.880]   hiring some type of administrative assistant,
[00:01:39.880 --> 00:01:42.100]   and how Dan uses a house manager
[00:01:42.100 --> 00:01:45.080]   to take care of nearly every aspect of his family's life,
[00:01:45.080 --> 00:01:46.500]   and ways that you can start to implement
[00:01:46.500 --> 00:01:48.100]   pieces of that in your own.
[00:01:48.100 --> 00:01:49.460]   There'll probably be a lot more,
[00:01:49.460 --> 00:01:51.640]   so let's get started right after this.
[00:01:51.640 --> 00:01:54.700]   Dan, welcome to the show.
[00:01:54.700 --> 00:01:55.580]   Thanks for being here.
[00:01:55.580 --> 00:01:56.660]   - Chris, it's an honor.
[00:01:56.660 --> 00:01:57.940]   I'm super excited.
[00:01:57.940 --> 00:02:00.560]   This is the podcast I've been wanting to do for a long time,
[00:02:00.560 --> 00:02:03.540]   just 'cause I know your audience is nerdy
