
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:10.000]   This episode is brought to you by Smiles Northwest.
[00:00:10.000 --> 00:00:11.560]   When you say hello to someone,
[00:00:11.560 --> 00:00:14.120]   one of the first things they notice is your smile.
[00:00:14.120 --> 00:00:15.600]   That's why having a dentist you can trust
[00:00:15.600 --> 00:00:17.200]   is really important.
[00:00:17.200 --> 00:00:19.540]   At Smiles Northwest, they have you covered,
[00:00:19.540 --> 00:00:23.000]   whether that's cleaning, restorative, cosmetic,
[00:00:23.000 --> 00:00:25.160]   orthodontics, or implants,
[00:00:25.160 --> 00:00:27.480]   they are focused on providing the best comprehensive care
[00:00:27.480 --> 00:00:29.680]   to you and your family.
[00:00:29.680 --> 00:00:32.800]   Smiles Northwest always invests in the latest technology,
[00:00:32.800 --> 00:00:35.000]   has their own in-office dental lab,
[00:00:35.000 --> 00:00:36.480]   and are constantly training their team
[00:00:36.480 --> 00:00:38.840]   in the newest advancements in dentistry.
[00:00:38.840 --> 00:00:42.000]   Visit smilesnw.com and book an appointment today.
[00:00:42.000 --> 00:00:45.480]   You're listening to Let's Talk Jobs,
[00:00:45.480 --> 00:00:48.880]   where we give you practical insights into jobs and careers.
[00:00:48.880 --> 00:00:51.960]   I'm Tim Chen, and today we're talking about ghostwriting
[00:00:51.960 --> 00:00:55.320]   and how to help thought leaders tell their stories.
[00:00:55.320 --> 00:00:57.060]   Now, one of my favorite stories of all time
[00:00:57.060 --> 00:00:59.440]   is that of Cyrano de Bergerac.
[00:00:59.440 --> 00:01:00.640]   If you're not familiar,
[00:01:00.640 --> 00:01:04.480]   it was a play written by Edmund Rostand in 1897,
[00:01:04.480 --> 00:01:08.120]   and this story, there was a man named Cyrano.
[00:01:08.120 --> 00:01:10.640]   Now, he didn't consider himself to be a handsome man
[00:01:10.640 --> 00:01:12.640]   because he had this really large nose
[00:01:12.640 --> 00:01:15.000]   that he was deeply ashamed of.
[00:01:15.000 --> 00:01:18.720]   Unfortunately for him, he loved a woman named Roxanne,
[00:01:18.720 --> 00:01:21.140]   but his fixation on his looks prevented him
[00:01:21.140 --> 00:01:23.440]   from opening up his heart to her.
[00:01:23.440 --> 00:01:25.360]   Now, he had a friend named Christian,
[00:01:25.360 --> 00:01:28.600]   who was this handsome Brad Pitt of a man,
[00:01:28.600 --> 00:01:31.240]   who also was attracted to Roxanne,
[00:01:31.240 --> 00:01:33.360]   but he didn't have the, let's say,
[00:01:33.360 --> 00:01:37.040]   vocabulary to properly impress her.
[00:01:37.040 --> 00:01:40.320]   So he and Cyrano made an arrangement.
[00:01:40.320 --> 00:01:43.880]   Cyrano would finally get to write love letters to Roxanne,
[00:01:43.880 --> 00:01:46.080]   but Christian would take credit for the letters
[00:01:46.080 --> 00:01:48.800]   by delivering the messages to Roxanne.
[00:01:48.800 --> 00:01:50.960]   It's tragic, I know.
[00:01:50.960 --> 00:01:54.120]   Now, I won't spoil the ending, but you should check it out.
[00:01:54.120 --> 00:01:58.560]   The essence of ghostwriting is a little bit like that.
[00:01:58.560 --> 00:02:00.000]   You have an executive audience
[00:02:00.000 --> 00:02:02.040]   who wants to deliver a message,
[00:02:02.040 --> 00:02:04.560]   and a ghostwriter helps create the content
[00:02:04.560 --> 00:02:06.860]   that allows them to tell their story
[00:02:06.860 --> 00:02:10.400]   in a way that is impactful to their audience.
[00:02:10.400 --> 00:02:12.400]   So today, we're going to have a conversation
[00:02:12.400 --> 00:02:14.920]   with Troy Peterson, who is a freelance ghostwriter
[00:02:14.920 --> 00:02:16.880]   and content marketer.
[00:02:16.880 --> 00:02:18.840]   In this conversation, he's going to cover topics
[00:02:18.840 --> 00:02:22.620]   such as how to write and tell a compelling story,
[00:02:22.620 --> 00:02:27.760]   how the field is challenging but highly rewarding,
[00:02:27.760 --> 00:02:29.000]   and then he'll give us some tips
[00:02:29.000 --> 00:02:32.880]   on how to start or build a career as a content marketer.
[00:02:32.880 --> 00:02:34.440]   All right, let's get started.
[00:02:34.440 --> 00:02:37.920]   Hey guys, today we're talking about how to be a ghostwriter
[00:02:37.920 --> 00:02:40.840]   and how to help thought leaders get their message out.
[00:02:40.840 --> 00:02:42.200]   Joining us is Troy Peterson.
[00:02:42.200 --> 00:02:43.360]   Troy, how you doing?
[00:02:43.360 --> 00:02:45.280]   - I'm doing great, it's good to see you, Tim.
[00:02:45.280 --> 00:02:46.320]   - Good to see you, Troy.
[00:02:46.320 --> 00:02:47.280]   Hey, can you tell us a little bit
[00:02:47.280 --> 00:02:49.000]   about what you're doing these days?
[00:02:49.000 --> 00:02:51.480]   - Yeah, so basically I'm a ghostwriter,
[00:02:51.480 --> 00:02:52.720]   which is kind of a funny word,
[00:02:52.720 --> 00:02:57.080]   but my mission is to help thought leaders
[00:02:57.080 --> 00:03:01.560]   and innovators to tell stories through the written word.
[00:03:01.560 --> 00:03:02.720]   Obviously there are a lot of mediums.
[00:03:02.720 --> 00:03:04.920]   My focus is specifically writing.
[00:03:04.920 --> 00:03:09.920]   I help companies and leaders get their thought leadership
[00:03:09.920 --> 00:03:13.440]   in the form of lots of blog posts
[00:03:13.440 --> 00:03:15.840]   and sometimes articles that get placed
[00:03:15.840 --> 00:03:18.680]   on different industry or mass media websites.
[00:03:18.680 --> 00:03:21.920]   - There's one thing that you said to me once,
[00:03:21.920 --> 00:03:22.880]   which just made me chuckle,
[00:03:22.880 --> 00:03:26.120]   'cause it totally aligns with my philosophy as well,
[00:03:26.120 --> 00:03:30.360]   and your version of this is every piece has a purpose.
[00:03:30.360 --> 00:03:31.680]   And for me as a web marketer,
[00:03:31.680 --> 00:03:35.000]   my take on that is every pixel has a purpose, right?
[00:03:35.000 --> 00:03:36.640]   Everything's gotta be done intentionally.
[00:03:36.640 --> 00:03:38.520]   And you actually just mentioned,
