
[00:00:00.000 --> 00:00:06.000]   [Music]
[00:00:06.000 --> 00:00:11.240]   Pastor John, what hope would you offer to a listener right now who is a stressed wife
[00:00:11.240 --> 00:00:16.000]   or a stressed husband, who is disappointed in their spouse, they are frustrated with
[00:00:16.000 --> 00:00:23.000]   their marriage, and they're now considering a divorce as a way of escape out of the frustrations?
[00:00:23.000 --> 00:00:30.320]   Well, the first thing that comes to my mind is that more pain is experienced in marriage
[00:00:30.320 --> 00:00:36.880]   and parenting than anywhere else in the world.
[00:00:36.880 --> 00:00:42.920]   This is the cost of covenant making and covenant keeping love.
[00:00:42.920 --> 00:00:49.600]   It cost Jesus his life to be in that kind of relationship.
[00:00:49.600 --> 00:00:58.080]   So I'm not making light ever of the kind of pain that can be sustained in a parenting
[00:00:58.080 --> 00:01:00.320]   or a marriage relationship.
[00:01:00.320 --> 00:01:10.200]   And the first thing I'd say is that the path to hope is not the path of divorce.
[00:01:10.200 --> 00:01:21.600]   God can rescue sinners from the disaster of a divorce, but he warns, "Let us not sin that
[00:01:21.600 --> 00:01:23.040]   grace may abound."
[00:01:23.040 --> 00:01:29.080]   Planned sin is not accompanied by any promises of hope.
[00:01:29.080 --> 00:01:39.120]   Jesus said, Mark 10, 9, "What therefore God has joined together, let not man separate."
[00:01:39.120 --> 00:01:46.600]   And the deepest reason for that prohibition of breaking a marriage is that marriage was
[00:01:46.600 --> 00:01:54.800]   created by God from the beginning as a picture or an expression of the covenant-keeping love
[00:01:54.800 --> 00:02:00.760]   of Christ and his church, Ephesians 5:22 following.
[00:02:00.760 --> 00:02:06.240]   So my word of hope begins with a plea.
[00:02:06.240 --> 00:02:09.600]   I've given it countless times to women and men.
[00:02:09.600 --> 00:02:14.480]   Put divorce out of your mind as a remedy.
[00:02:14.480 --> 00:02:16.000]   Don't consider it.
[00:02:16.000 --> 00:02:22.560]   Say to yourself in the truth of Christ, by the power of the Holy Spirit, this is not
[00:02:22.560 --> 00:02:23.560]   an option.
[00:02:23.560 --> 00:02:25.520]   I'm not going to pursue this.
[00:02:25.520 --> 00:02:31.640]   It may be forced upon me, but I'm not going to pursue it.
[00:02:31.640 --> 00:02:32.960]   Don't want it.
[00:02:32.960 --> 00:02:36.640]   Pray and work in the other direction.
[00:02:36.640 --> 00:02:40.320]   You might have sinned your way into this marriage.
[00:02:40.320 --> 00:02:43.880]   Lots of people say, "Well, I just blew it at the front end.
[00:02:43.880 --> 00:02:47.800]   I made all kinds of stupid judgments about this man.
[00:02:47.800 --> 00:02:50.360]   I wasn't acting in a mature, biblical way."
[00:02:50.360 --> 00:02:51.640]   And that's true.
