
[00:00:00.000 --> 00:00:03.000]   I'm struggling to be social and confident.
[00:00:03.000 --> 00:00:08.000]   What can I do to speak more articulately and gain confidence and impress more people?
[00:00:08.000 --> 00:00:12.000]   Well, Tonya, it's a good question. And I can tell you a lot of this is practice.
[00:00:12.000 --> 00:00:16.000]   Right. The more you're around people in different situations,
[00:00:16.000 --> 00:00:19.000]   the more comfortable you get in those situations.
[00:00:19.000 --> 00:00:23.000]   The more you spend talking about things or explaining yourself or talking to people,
[00:00:23.000 --> 00:00:28.000]   the more comfortable and articulate you get in those types of conversations.
[00:00:28.000 --> 00:00:31.000]   I mean, I talk pretty, you know, here on this podcast,
[00:00:31.000 --> 00:00:35.000]   but in part because I've been professionally speaking since I was in my young 20s.
[00:00:35.000 --> 00:00:39.000]   So I'm sort of used to it. The cadences of speaking, the pacing,
[00:00:39.000 --> 00:00:41.000]   the coming up in your head with what you're going to say next.
[00:00:41.000 --> 00:00:46.000]   It all just sort of comes with practice. So social stuff really can be practice.
[00:00:46.000 --> 00:00:49.000]   You can start with very low key social stuff early on,
[00:00:49.000 --> 00:00:51.000]   stuff that you're already pretty comfortable with. I know this person.
[00:00:51.000 --> 00:00:56.000]   I don't mind hanging out with them. So we go to a restaurant or a bar together
[00:00:56.000 --> 00:00:59.000]   or go to a movies together on a fairly regular basis.
[00:00:59.000 --> 00:01:01.000]   I'm just used to in a comfortable situation,
[00:01:01.000 --> 00:01:04.000]   being out in the world with people and talking to them and interacting.
[00:01:04.000 --> 00:01:08.000]   But the stakes are low. Then you can build that up to bigger things.
[00:01:08.000 --> 00:01:13.000]   OK, I'm going to go to bigger social events or parties at first, you know, small ones.
[00:01:13.000 --> 00:01:17.000]   Here's my friend. That's their birthday party. And you get more confident with that.
[00:01:17.000 --> 00:01:19.000]   So a lot of this is just practice.
[00:01:19.000 --> 00:01:24.000]   Now, one of the things I think that is often left out of this conversation is the role of anxiety.
[00:01:24.000 --> 00:01:31.000]   Anxiety gets really intertwined with socializing in ways that I think it's hard for people
[00:01:31.000 --> 00:01:33.000]   who don't feel that same anxiety to understand.
[00:01:33.000 --> 00:01:39.000]   They don't understand how these really get mixed in together.
[00:01:39.000 --> 00:01:43.000]   You really can start to build up a sort of dread or anxiety around different situations.
[00:01:43.000 --> 00:01:49.000]   It's why one of the outcomes of pretty severe anxiety disorders would be an agoraphobia
[00:01:49.000 --> 00:01:50.000]   where you don't leave your house anymore.
[00:01:50.000 --> 00:01:54.000]   It's because often those two things can go together.
[00:01:54.000 --> 00:01:59.000]   The same circuits that are related to sociality are often the same circuits that are short circuiting
[00:01:59.000 --> 00:02:02.000]   when you're suffering from anxiety.
[00:02:02.000 --> 00:02:05.000]   So if anxiety is a real issue here, Tanya, it's not just, oh, I'm out of practice.
[00:02:05.000 --> 00:02:13.000]   What do I do? It's I really feel physically dread and concern and panic when I'm in these situations.
[00:02:13.000 --> 00:02:17.000]   I would look towards ACT, ACT-based techniques.
[00:02:17.000 --> 00:02:20.000]   They're very good for exactly this situation.
