
[00:00:00.000 --> 00:00:02.400]   (upbeat music)
[00:00:02.400 --> 00:00:05.400]   Hello and welcome to another episode of All The Hacks,
[00:00:05.400 --> 00:00:08.320]   a show about upgrading your life, money and travel.
[00:00:08.320 --> 00:00:10.120]   I'm Chris Hutchins and I started this show
[00:00:10.120 --> 00:00:13.360]   almost two years ago because I love doing all the research
[00:00:13.360 --> 00:00:15.840]   to optimize every aspect of my life.
[00:00:15.840 --> 00:00:18.280]   And I wanted a way to share that journey with you.
[00:00:18.280 --> 00:00:20.320]   After the first dozen or so episodes,
[00:00:20.320 --> 00:00:22.600]   I knew this would be my full-time thing,
[00:00:22.600 --> 00:00:25.400]   but somehow it took me another year and a half
[00:00:25.400 --> 00:00:27.440]   until I was ready to go all in.
[00:00:27.440 --> 00:00:29.920]   Now, I am so glad that finally happened,
[00:00:29.920 --> 00:00:32.240]   but why did it take me so long to commit
[00:00:32.240 --> 00:00:35.440]   to something I knew deep down inside I was ready for?
[00:00:35.440 --> 00:00:38.000]   Well, that is exactly what we're gonna talk about today.
[00:00:38.000 --> 00:00:39.880]   And I'm joined by the perfect person
[00:00:39.880 --> 00:00:42.480]   for the conversation, Matt Higgins.
[00:00:42.480 --> 00:00:45.200]   Matt grew up in poverty and dropped out of high school
[00:00:45.200 --> 00:00:47.840]   at the age of 16, before going on to graduate
[00:00:47.840 --> 00:00:51.000]   from law school and then become the youngest press secretary
[00:00:51.000 --> 00:00:54.000]   in New York City history during 9/11,
[00:00:54.000 --> 00:00:55.620]   where he led the effort to rebuild
[00:00:55.620 --> 00:00:57.080]   the World Trade Center site,
[00:00:57.080 --> 00:00:59.120]   before becoming the executive vice president
[00:00:59.120 --> 00:01:00.360]   of the New York Jets,
[00:01:00.360 --> 00:01:02.880]   and then the vice chairman of the Miami Dolphins.
[00:01:02.880 --> 00:01:05.120]   Matt was also a guest shark on "Shark Tank,"
[00:01:05.120 --> 00:01:07.160]   he teaches at Harvard Business School,
[00:01:07.160 --> 00:01:10.080]   and through the investment firm he co-founded, RSC Ventures,
[00:01:10.080 --> 00:01:13.520]   he's invested in some of America's most beloved brands.
[00:01:13.520 --> 00:01:15.320]   So what does all this have to do with me
[00:01:15.320 --> 00:01:18.240]   taking too long to go all in on this podcast?
[00:01:18.240 --> 00:01:21.120]   Well, Matt just published an incredible book
[00:01:21.120 --> 00:01:23.820]   that I wish I had been able to read a year ago,
[00:01:23.820 --> 00:01:26.480]   where he shares his framework to stop hedging
[00:01:26.480 --> 00:01:28.600]   and unlock your full potential.
[00:01:28.600 --> 00:01:30.560]   It's called "Burn the Boats."
[00:01:30.560 --> 00:01:33.080]   So today, we're gonna talk about why too many of us
[00:01:33.080 --> 00:01:34.560]   are driven by fear,
[00:01:34.560 --> 00:01:37.120]   why we wait for the perfect moment to act,
[00:01:37.120 --> 00:01:40.840]   and why so often we subconsciously construct a safety net
