
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:05.960]   - Welcome friends to this episode
[00:00:05.960 --> 00:00:08.760]   of the "Everyday Educator" podcast.
[00:00:08.760 --> 00:00:10.520]   I'm your host, Lisa Bailey,
[00:00:10.520 --> 00:00:14.080]   and I'm excited to spend some time with you today
[00:00:14.080 --> 00:00:17.200]   as we encourage one another, learn together,
[00:00:17.200 --> 00:00:19.840]   and ponder the delights and challenges
[00:00:19.840 --> 00:00:23.320]   that make homeschooling the adventure of a lifetime.
[00:00:23.320 --> 00:00:25.400]   Whether you're just considering
[00:00:25.400 --> 00:00:27.680]   this homeschooling possibility
[00:00:27.680 --> 00:00:31.680]   or deep into the daily delight of family learning,
[00:00:31.680 --> 00:00:35.880]   I believe you'll enjoy thinking along with us.
[00:00:35.880 --> 00:00:37.160]   But don't forget,
[00:00:37.160 --> 00:00:41.120]   although this online community is awesome,
[00:00:41.120 --> 00:00:46.080]   you'll find even closer support in a local CC community.
[00:00:46.080 --> 00:00:50.160]   So go to classicalconversations.com
[00:00:50.160 --> 00:00:53.780]   and find a community near you today.
[00:00:55.140 --> 00:00:59.260]   Well, listeners, I'm excited to welcome you to this episode,
[00:00:59.260 --> 00:01:03.920]   and I'm excited to answer a few questions
[00:01:03.920 --> 00:01:08.400]   that listeners like you have posed over the last six weeks
[00:01:08.400 --> 00:01:14.220]   and ask for some insight or for some,
[00:01:14.220 --> 00:01:19.000]   maybe not answers per se,
[00:01:19.000 --> 00:01:22.120]   sometimes what people are looking for
[00:01:22.120 --> 00:01:24.840]   are another person's experience,
[00:01:24.840 --> 00:01:29.200]   or some wisdom gained from the School of Hard Knocks.
[00:01:29.200 --> 00:01:32.520]   And so that's what I'm gonna offer today.
[00:01:32.520 --> 00:01:37.520]   I don't pretend to be the absolute expert
[00:01:37.520 --> 00:01:43.760]   on parenting, or classical education,
[00:01:43.760 --> 00:01:49.080]   or homeschooling, or classical Christian homeschooling,
[00:01:49.080 --> 00:01:53.560]   or classical conversations and all its programs.
[00:01:53.560 --> 00:01:57.880]   I can share with you the experiences that I have had,
[00:01:57.880 --> 00:02:01.720]   that my family has had, the ups and downs,
[00:02:01.720 --> 00:02:03.440]   the things that I have learned
[00:02:03.440 --> 00:02:05.860]   the easy way and the hard way,
[00:02:05.860 --> 00:02:10.320]   some wisdom that I have gleaned from friends
[00:02:10.320 --> 00:02:15.320]   and fellow travelers along the path of homeschooling
[00:02:15.320 --> 00:02:17.840]   through the years.
[00:02:17.840 --> 00:02:20.960]   I'm glad to share all of those things with you.
[00:02:22.160 --> 00:02:25.280]   I want you to know that for most of the questions
[00:02:25.280 --> 00:02:30.280]   that are posed, there's not one right answer.
[00:02:30.280 --> 00:02:34.280]   And I know that somehow discouraging to some people
[00:02:34.280 --> 00:02:38.080]   to think that there's more than one possible route
[00:02:38.080 --> 00:02:41.460]   to a good outcome, but that's the truth.
[00:02:41.460 --> 00:02:43.440]   As we move through life,
[00:02:43.440 --> 00:02:46.440]   we have all experienced the fact that
[00:02:46.440 --> 00:02:51.000]   while we might want there to be one perfect answer
[00:02:51.000 --> 00:02:54.880]   that we could research and find and rest in,
[00:02:54.880 --> 00:02:59.880]   many times there are a range of answers
[00:02:59.880 --> 00:03:03.720]   that are true, or that are applicable,
[00:03:03.720 --> 00:03:07.640]   or that fit our situation at any given time.
[00:03:07.640 --> 00:03:10.600]   So I don't want you to be discouraged when I say
[00:03:10.600 --> 00:03:12.200]   that this is Ask Lisa,
[00:03:12.200 --> 00:03:16.200]   and I am going to answer your questions,
[00:03:16.200 --> 00:03:19.960]   but my caveat is that it's not the only answer,
[00:03:19.960 --> 00:03:24.600]   and it may not be the best answer for your family.
[00:03:24.600 --> 00:03:26.720]   I want to tell you a little bit about myself
[00:03:26.720 --> 00:03:29.240]   for those of you who are new listeners,
[00:03:29.240 --> 00:03:31.520]   or maybe those of you who are old listeners,
[00:03:31.520 --> 00:03:33.680]   but never knew my whole story.
[00:03:33.680 --> 00:03:37.160]   I got involved with Classical Conversations,
[00:03:37.160 --> 00:03:39.960]   believe it or not, 20 years ago.
[00:03:39.960 --> 00:03:43.400]   When my girls were little, in foundations,
[00:03:43.400 --> 00:03:47.180]   we discovered, we found Classical Conversations
[00:03:47.180 --> 00:03:50.000]   through some friends who had stumbled on
[00:03:50.000 --> 00:03:55.000]   to this amazing community of like-minded families
[00:03:55.000 --> 00:03:58.240]   who were pursuing the kind of education
[00:03:58.240 --> 00:04:01.840]   that I had been trying to create at home
[00:04:01.840 --> 00:04:03.840]   for my two little girls.
[00:04:03.840 --> 00:04:07.620]   We actually heard about CC a year or so
[00:04:07.620 --> 00:04:09.840]   before we were able to join.
[00:04:09.840 --> 00:04:13.080]   My husband is a pastor, and at that point,
[00:04:13.080 --> 00:04:15.720]   we were brand new church planters.
[00:04:15.720 --> 00:04:20.360]   And so our desire was strong, and I had lots of time,
[00:04:20.360 --> 00:04:23.160]   but we didn't have a lot of financial resources.
[00:04:23.160 --> 00:04:26.960]   So the first year, we watched our friends
[00:04:26.960 --> 00:04:29.020]   become involved in this community
[00:04:29.020 --> 00:04:31.400]   that really looked amazing,
[00:04:31.400 --> 00:04:35.040]   but that we felt like we just couldn't afford financially.
[00:04:35.040 --> 00:04:37.000]   It was not God's timing for us.
[00:04:37.000 --> 00:04:39.120]   So we continued to do what we had done,
[00:04:39.120 --> 00:04:42.520]   which I discovered was very classical.
[00:04:42.520 --> 00:04:45.120]   But then we were able to join
[00:04:45.120 --> 00:04:47.920]   a Classical Conversations community
[00:04:47.920 --> 00:04:52.920]   when I accepted the call to be a tutor myself.
[00:04:52.920 --> 00:04:55.600]   So that was our open door into CC,
[00:04:55.600 --> 00:04:58.840]   and my girls both entered the foundations program,
[00:04:58.840 --> 00:04:59.860]   and we loved it.
[00:04:59.860 --> 00:05:05.680]   They took to it, like fish take to water.
[00:05:05.680 --> 00:05:08.400]   All that memorization was so much fun to them.
[00:05:08.400 --> 00:05:11.760]   And having, my daughter said,
[00:05:11.760 --> 00:05:14.160]   "It's the best of both worlds, Mama.
[00:05:14.160 --> 00:05:17.840]   We are homeschooled, but we have a class.
[00:05:17.840 --> 00:05:19.520]   We have friends."
[00:05:19.520 --> 00:05:22.800]   They had friends to be with one day a week.
[00:05:22.800 --> 00:05:25.680]   And I had friends to be with one day a week.
[00:05:25.680 --> 00:05:30.280]   And I had other students to pour into and love on.
[00:05:30.280 --> 00:05:35.280]   And my girls had other adults who were pouring into them
[00:05:36.260 --> 00:05:38.020]   and loving on them.
[00:05:38.020 --> 00:05:40.800]   And so we loved our foundations years,
[00:05:40.800 --> 00:05:44.020]   and we stayed with the program.
[00:05:44.020 --> 00:05:48.940]   My girls both graduated from Challenge Four,
[00:05:48.940 --> 00:05:52.900]   and I was a tutor of various levels
[00:05:52.900 --> 00:05:55.800]   and have held lots of positions
[00:05:55.800 --> 00:05:57.580]   within Classical Conversations
[00:05:57.580 --> 00:06:00.980]   way back when we had state managers.
[00:06:00.980 --> 00:06:02.960]   There was a state manager for every state,
[00:06:02.960 --> 00:06:06.140]   and I was blessed to serve as the state manager
[00:06:06.140 --> 00:06:07.420]   of North Carolina.
[00:06:07.420 --> 00:06:09.540]   And I loved that.
[00:06:09.540 --> 00:06:13.940]   I loved seeing communities all across our state grow.
[00:06:13.940 --> 00:06:18.100]   What I really loved, though, was encouraging parents
[00:06:18.100 --> 00:06:23.100]   that they had what it takes to homeschool their children,
[00:06:23.100 --> 00:06:26.340]   that if God had given them the call,
[00:06:26.340 --> 00:06:28.140]   that God would equip them to do it.
[00:06:28.140 --> 00:06:32.740]   And so I loved pouring encouragement into families,
[00:06:32.740 --> 00:06:34.420]   moms and dads and students.
[00:06:34.420 --> 00:06:38.220]   And so in my next CC job,
[00:06:38.220 --> 00:06:40.100]   I got to do that sort of full-time.
[00:06:40.100 --> 00:06:45.100]   I became the practicum guru for all intents and purposes
[00:06:45.100 --> 00:06:49.740]   for about seven or eight years for Classical Conversations,
[00:06:49.740 --> 00:06:53.020]   designing our summer practicum program
[00:06:53.020 --> 00:06:57.200]   and the training that went into equipping facilitators
[00:06:57.200 --> 00:07:01.540]   and speakers to lead those great conversations for families
[00:07:01.540 --> 00:07:05.900]   as we all grew in our understanding of the classical model.
[00:07:05.900 --> 00:07:10.220]   And so the whole idea of being able to inspire,
[00:07:10.220 --> 00:07:15.220]   encourage and equip families really became my passion.
[00:07:15.220 --> 00:07:20.860]   And so my responsibility with CC has continued to grow
[00:07:20.860 --> 00:07:24.540]   and change and evolve as Classical Conversations
[00:07:24.540 --> 00:07:27.700]   has continued to grow and change and evolve.
[00:07:27.700 --> 00:07:32.700]   And I now serve as the Director of Program Development
[00:07:32.700 --> 00:07:37.580]   with CCMM, so with Classical Conversations Multimedia.
[00:07:37.580 --> 00:07:42.580]   And I have been utterly blessed to be the podcast host
[00:07:42.580 --> 00:07:47.180]   of The Everyday Educator for more years than I can remember.
[00:07:47.180 --> 00:07:49.420]   So I love podcasting
[00:07:49.420 --> 00:07:55.540]   because it gives me a chance to keep speaking to families,
