
[00:00:00.000 --> 00:00:05.000]   [Music]
[00:00:05.000 --> 00:00:08.000]   Why did Jesus need a body?
[00:00:08.000 --> 00:00:14.000]   It's such a foundational question, but it's also one we typically don't dwell on, except maybe around Christmas.
[00:00:14.000 --> 00:00:18.000]   It's a question we need to dwell on. We need to linger here for a moment.
[00:00:18.000 --> 00:00:26.000]   In 1995, John Piper expanded on this question at the end of a sermon on Ephesians 4, 32-5, 2.
[00:00:26.000 --> 00:00:31.000]   Here's what he said in explaining why Jesus needed a body.
[00:00:31.000 --> 00:00:39.000]   Now turn your attention for just one last minute or two away from the life to the sacrifice.
[00:00:39.000 --> 00:00:44.000]   The sacrifice, the costliness of this life being laid down.
[00:00:44.000 --> 00:00:51.000]   You know, one of the differences between the 19-year-old boy and Jesus is that in order for Jesus to suffer and die,
[00:00:51.000 --> 00:01:00.000]   he had to plan it way ahead of time, because as the logos who existed before creation, he couldn't die.
[00:01:00.000 --> 00:01:04.000]   Immortal. He didn't have any body. He could not die.
[00:01:04.000 --> 00:01:08.000]   And yet he wanted to die for you.
[00:01:08.000 --> 00:01:19.000]   So he planned the whole thing by clothing himself with a body so that he could get hungry and get weary and get sore feet.
[00:01:19.000 --> 00:01:26.000]   The incarnation is the preparation of nerve endings for the nail.
[00:01:26.000 --> 00:01:28.000]   That's what the incarnation is.
[00:01:28.000 --> 00:01:37.000]   The incarnation is the preparation of a brow for thorns to press through.
[00:01:37.000 --> 00:01:43.000]   He needed to have a broad back so that there was a place for the whip.
[00:01:43.000 --> 00:01:47.000]   He needed to have feet so that there was a place for spike.
[00:01:47.000 --> 00:01:53.000]   He needed to have a side so that there was a place for the sword to go in.
[00:01:53.000 --> 00:01:58.000]   He needed cheeks, fleshy cheeks, so that Judas would have a place to kiss,
[00:01:58.000 --> 00:02:04.000]   and there would be a place for the spit to run down that the soldiers put on him.
[00:02:04.000 --> 00:02:13.000]   He needed a brain and a spinal column with no vinegar and no gall
[00:02:13.000 --> 00:02:20.000]   so that the exquisiteness of the pain could be fully felt.
[00:02:20.000 --> 00:02:22.000]   I just plead with you.
[00:02:22.000 --> 00:02:36.000]   When you're reading the Bible and you read water toy texts like "He loved you and gave himself for you,"
[00:02:36.000 --> 00:02:39.000]   you wouldn't go too fast over it.
[00:02:39.000 --> 00:02:46.000]   You would linger, linger, linger, and plead with him that your eyes would be open.
[00:02:46.000 --> 00:02:48.000]   Let me close with a question.
[00:02:48.000 --> 00:02:56.000]   Can you, will you now take this personally for yourself?
[00:02:56.000 --> 00:02:58.000]   You know what Satan wants to do right now?
[00:02:58.000 --> 00:03:05.000]   He has not been able to stop me this morning from describing to you the love of Christ and its depth.
[00:03:05.000 --> 00:03:13.000]   What he could do right now, maybe, is in a subtly, even spiritual way,
[00:03:13.000 --> 00:03:20.000]   get into your brain and cause you to put that picture that I've just tried to paint for you,
[00:03:20.000 --> 00:03:27.000]   of the love of Christ for you, on your coffee table like a big glossy book of canyons.
