
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.440]   - Welcome friends to this episode
[00:00:06.440 --> 00:00:09.220]   of the "Everyday Educator" podcast.
[00:00:09.220 --> 00:00:10.920]   I'm your host, Lisa Bailey,
[00:00:10.920 --> 00:00:14.240]   and I'm excited to spend some time with you today
[00:00:14.240 --> 00:00:17.600]   as we encourage one another, learn together,
[00:00:17.600 --> 00:00:20.380]   and ponder the delights and challenges
[00:00:20.380 --> 00:00:23.760]   that make homeschooling the adventure of a lifetime.
[00:00:23.760 --> 00:00:25.960]   Whether you're just considering
[00:00:25.960 --> 00:00:28.000]   this homeschooling possibility
[00:00:28.000 --> 00:00:31.720]   or deep into the daily delight of family learning,
[00:00:31.720 --> 00:00:35.560]   I believe you'll enjoy thinking along with us.
[00:00:35.560 --> 00:00:36.960]   But don't forget,
[00:00:36.960 --> 00:00:40.080]   although this online community is awesome,
[00:00:40.080 --> 00:00:45.080]   you'll find even closer support in a local CC community.
[00:00:45.080 --> 00:00:48.840]   So go to classicalconversations.com
[00:00:48.840 --> 00:00:52.360]   and find a community near you today.
[00:00:52.360 --> 00:00:55.240]   Well, friends and listeners,
[00:00:55.240 --> 00:00:58.960]   I'm excited to tell you that the end
[00:00:58.960 --> 00:01:01.560]   of the academic year is approaching.
[00:01:01.560 --> 00:01:04.440]   I know that some of you have been chomping at the bit
[00:01:04.440 --> 00:01:06.160]   and some of you are sort of sad
[00:01:06.160 --> 00:01:09.920]   to see your community days drawing to a close,
[00:01:09.920 --> 00:01:14.600]   but all of us are thinking about end of the year
[00:01:14.600 --> 00:01:16.240]   and end of the year stuff.
[00:01:16.240 --> 00:01:19.000]   And one of the things that goes along
[00:01:19.000 --> 00:01:22.000]   with bringing our academic year to a close
[00:01:22.000 --> 00:01:24.100]   is usually assessment.
[00:01:25.200 --> 00:01:28.620]   Looking back at what we've done,
[00:01:28.620 --> 00:01:31.520]   at what our students have learned,
