
[00:00:00.000 --> 00:00:02.720]   (upbeat music)
[00:00:02.720 --> 00:00:05.120]   - Welcome friends to this episode
[00:00:05.120 --> 00:00:07.880]   of the "Everyday Educator" podcast.
[00:00:07.880 --> 00:00:09.680]   I'm your host, Lisa Bailey,
[00:00:09.680 --> 00:00:13.040]   and I'm excited to spend some time with you today
[00:00:13.040 --> 00:00:16.640]   as we encourage one another, learn together,
[00:00:16.640 --> 00:00:19.680]   and ponder the delights and challenges
[00:00:19.680 --> 00:00:23.120]   that make homeschooling the adventure of a lifetime.
[00:00:23.120 --> 00:00:25.340]   Whether you're just considering
[00:00:25.340 --> 00:00:27.320]   this homeschooling possibility
[00:00:27.320 --> 00:00:31.880]   or deep into the daily delight of family learning,
[00:00:31.880 --> 00:00:35.560]   I believe you'll enjoy thinking along with us.
[00:00:35.560 --> 00:00:37.380]   But don't forget,
[00:00:37.380 --> 00:00:40.960]   although this online community is awesome,
[00:00:40.960 --> 00:00:45.960]   you'll find even closer support in a local CC community.
[00:00:45.960 --> 00:00:50.480]   So go to classicalconversations.com
[00:00:50.480 --> 00:00:54.780]   and find a community near you today.
[00:00:54.780 --> 00:00:58.080]   Well, listeners, I'm excited to talk to you today
[00:00:58.080 --> 00:01:01.400]   about talking to you today.
[00:01:01.400 --> 00:01:04.240]   Actually, we're going to have, I hope,
[00:01:04.240 --> 00:01:07.240]   and I believe a great conversation
[00:01:07.240 --> 00:01:09.960]   with one of my friends, Daniel Shirley,
[00:01:09.960 --> 00:01:14.960]   who also serves as the CC+ Program Director.
[00:01:14.960 --> 00:01:17.240]   I'm gonna let Daniel tell you what that is
[00:01:17.240 --> 00:01:20.400]   in just a second in case you don't already know
[00:01:20.400 --> 00:01:23.520]   what all those letters and titles mean.
[00:01:23.520 --> 00:01:28.520]   But today, we really want to explore the idea
[00:01:28.520 --> 00:01:32.260]   of good conversation.
[00:01:32.260 --> 00:01:35.380]   What makes for a good conversation
[00:01:35.380 --> 00:01:39.140]   and how can we learn to have good conversations
