
[00:00:00.000 --> 00:00:03.280]   (upbeat music)
[00:00:03.280 --> 00:00:05.060]   - Classical Conversations is alive
[00:00:05.060 --> 00:00:07.440]   with the hustle and bustle of the season.
[00:00:07.440 --> 00:00:10.600]   As such, our host of the everyday educator podcast,
[00:00:10.600 --> 00:00:15.160]   Lisa Bailey, has chosen a special episode for you to enjoy.
[00:00:15.160 --> 00:00:16.200]   Thanks for listening.
[00:00:16.200 --> 00:00:18.220]   And as always, we hope that you continue
[00:00:18.220 --> 00:00:20.640]   to encourage one another, learn together,
[00:00:20.640 --> 00:00:23.280]   and ponder the delights and challenges
[00:00:23.280 --> 00:00:26.240]   that make homeschooling the adventure of a lifetime.
[00:00:26.240 --> 00:00:29.840]   - Hey friends, welcome to this episode
[00:00:29.840 --> 00:00:32.480]   of the everyday educator podcast.
[00:00:32.480 --> 00:00:35.720]   As always, we're here to encourage one another,
[00:00:35.720 --> 00:00:40.260]   learn together, and ponder the delights and challenges
[00:00:40.260 --> 00:00:43.440]   that make homeschooling the adventure of a lifetime.
[00:00:43.440 --> 00:00:47.000]   Whether you're a regular listener or a first-time visitor,
[00:00:47.000 --> 00:00:48.440]   I'm glad to have you.
[00:00:48.440 --> 00:00:51.640]   And to be sure that you find us every week,
[00:00:51.640 --> 00:00:55.400]   I want to remind you that we have a brand new look
[00:00:55.400 --> 00:00:57.320]   and a brand new channel.
[00:00:57.320 --> 00:01:01.120]   Instead of searching for us under Classical Conversations
[00:01:01.120 --> 00:01:05.280]   podcasts, you'll find us now on our own channel,
[00:01:05.280 --> 00:01:07.560]   Everyday Educator Podcast.
[00:01:07.560 --> 00:01:10.840]   Same great community, whole new look.
[00:01:10.840 --> 00:01:15.540]   But don't forget, although our online community is awesome,
[00:01:15.540 --> 00:01:20.540]   you'll find even closer support in a local CC community.
[00:01:20.540 --> 00:01:24.360]   So go to classicalconversations.com
[00:01:24.360 --> 00:01:28.080]   and find a community near you today.
[00:01:28.080 --> 00:01:31.640]   Well, listeners, welcome to this episode
[00:01:31.640 --> 00:01:34.400]   of the Everyday Educator Podcast.
[00:01:34.400 --> 00:01:38.640]   We are running up on, believe it or not,
[00:01:38.640 --> 00:01:41.440]   the end of our first semester.
[00:01:41.440 --> 00:01:45.680]   I know that lots of you are looking toward the holidays,
[00:01:45.680 --> 00:01:48.080]   some of you with great longing
[00:01:48.080 --> 00:01:51.840]   because you're gonna see family and have lots of fun.
[00:01:51.840 --> 00:01:56.120]   And for students, some of them are eager to have a rest.
[00:01:56.120 --> 00:02:01.120]   And all of us know that what comes at the end
[00:02:01.120 --> 00:02:06.000]   of the semester for many parents and students
[00:02:06.000 --> 00:02:10.240]   is a little unsettling before the sweetness.
[00:02:10.240 --> 00:02:15.080]   Blue Book exams loom for many of our Challenge students.
[00:02:15.080 --> 00:02:17.160]   And for the younger Challenge students,
[00:02:17.160 --> 00:02:20.800]   it may be the first time they've ever had anything
[00:02:20.800 --> 00:02:24.160]   like a formal exam.
[00:02:24.160 --> 00:02:28.320]   So we wanna talk about Blue Books today.
[00:02:28.320 --> 00:02:29.160]   That's the whole thing.
[00:02:29.160 --> 00:02:31.920]   Do Blue Books make you blue?
[00:02:31.920 --> 00:02:36.920]   Does it make you worried or nervous or anxious or sad
[00:02:36.920 --> 00:02:40.520]   or just thoughtful when you contemplate
[00:02:40.520 --> 00:02:44.200]   creating Blue Book exams for your students?
[00:02:44.200 --> 00:02:47.520]   Or when you contemplate helping your students
[00:02:47.520 --> 00:02:50.240]   get ready for the Blue Book exams
[00:02:50.240 --> 00:02:53.520]   that they will experience in community.
[00:02:53.520 --> 00:02:56.680]   So today, I have one of my best friends,
[00:02:56.680 --> 00:02:59.120]   I got Kelly Wilt with me.
[00:02:59.120 --> 00:03:03.080]   Kelly is a great creative thinker.
[00:03:03.080 --> 00:03:04.200]   And I will tell you,
[00:03:04.200 --> 00:03:08.200]   she is a Challenge 3 tutor this fall.
[00:03:08.200 --> 00:03:11.200]   And if I could go and sit in her classroom,
[00:03:11.200 --> 00:03:14.160]   I would be happy at least once every week.
[00:03:14.160 --> 00:03:16.280]   It sounds to me, Kelly,
[00:03:16.280 --> 00:03:19.240]   like you have the best time with your students.
[00:03:19.240 --> 00:03:21.160]   And I happen to know that you're having
[00:03:21.160 --> 00:03:23.320]   at least as much fun as they are.
[00:03:23.320 --> 00:03:25.400]   - Yes, I would say that is true.
[00:03:25.400 --> 00:03:27.640]   (all laughing)
[00:03:27.640 --> 00:03:30.680]   - I thought you would be the perfect person
[00:03:30.680 --> 00:03:33.920]   to help us think about Blue Book exams
[00:03:33.920 --> 00:03:37.200]   in a way that will not leave us feeling blue.
[00:03:37.200 --> 00:03:40.400]   I know that you can give parents some insights
[00:03:40.400 --> 00:03:43.840]   on the whys and hows and how to get ready,
[00:03:43.840 --> 00:03:48.160]   and maybe offer some ideas
[00:03:48.160 --> 00:03:50.400]   that will not sound like the Blue Books
[00:03:50.400 --> 00:03:52.840]   we all loved to hate,
[00:03:52.840 --> 00:03:55.760]   and give parents a better idea
[00:03:55.760 --> 00:03:59.600]   of what this tool can really do for them
[00:03:59.600 --> 00:04:01.360]   and for their students.
[00:04:01.360 --> 00:04:03.080]   - Oh, Lisa, I'm so excited
[00:04:03.080 --> 00:04:05.400]   about the topic of this conversation,
[00:04:05.400 --> 00:04:08.720]   because as a Type A student-
[00:04:08.720 --> 00:04:10.160]   - Oh my gosh, me too.
[00:04:10.160 --> 00:04:11.960]   - I can tell you with certainty
[00:04:11.960 --> 00:04:13.600]   that there were times in my life
[00:04:13.600 --> 00:04:16.360]   where I had extreme testing anxiety
[00:04:16.360 --> 00:04:18.440]   because I wanted to do well.
[00:04:18.440 --> 00:04:20.600]   And I felt like the letter
[00:04:20.600 --> 00:04:23.760]   that would be written at the top of that test paper
[00:04:23.760 --> 00:04:26.840]   was a treatise on me as a person.
[00:04:26.840 --> 00:04:29.920]   - It was gonna define you as a student, right?
[00:04:29.920 --> 00:04:31.920]   And that's how I felt.
[00:04:31.920 --> 00:04:33.600]   It was gonna define me as a student
[00:04:33.600 --> 00:04:35.760]   in the eyes of my teacher,
[00:04:35.760 --> 00:04:37.600]   in the eyes maybe of my parents,
[00:04:37.600 --> 00:04:39.720]   certainly in my own eyes.
[00:04:39.720 --> 00:04:41.440]   And so that was a scary thing.
[00:04:41.440 --> 00:04:42.760]   That was a scary thing.
[00:04:42.760 --> 00:04:44.760]   So here's my very first question for you.
[00:04:44.760 --> 00:04:49.760]   Is assessing ever a blessing for real?
[00:04:49.760 --> 00:04:51.800]   I mean, really?
[00:04:51.800 --> 00:04:53.440]   - Well, you know, I will say this.
[00:04:53.440 --> 00:04:56.240]   I think assessment can be a blessing
[00:04:56.240 --> 00:04:58.280]   depending on our perspective
[00:04:58.280 --> 00:05:00.600]   about what the word assessing
[00:05:00.600 --> 00:05:04.000]   should mean for us as classical educators.
[00:05:04.000 --> 00:05:05.640]   - Okay, give us some perspective then,
[00:05:05.640 --> 00:05:07.880]   'cause I think maybe you're onto something
[00:05:07.880 --> 00:05:10.440]   that will help all of us chill out.
[00:05:10.440 --> 00:05:12.960]   - Well, I'm gonna begin this conversation
[00:05:12.960 --> 00:05:16.000]   by saying I have not always done this well.
[00:05:16.000 --> 00:05:21.000]   I have distinct memories as a new challenge parent
[00:05:21.000 --> 00:05:25.600]   of seeing our eldest in his challenge A room
[00:05:25.600 --> 00:05:27.000]   on community day.
[00:05:27.000 --> 00:05:29.560]   And his sweet tutor knocked on the door
[00:05:29.560 --> 00:05:31.760]   where I was sitting, having fun,
[00:05:31.760 --> 00:05:34.000]   singing along with our younger two students
[00:05:34.000 --> 00:05:35.760]   who were still in foundations.
[00:05:35.760 --> 00:05:38.040]   And she said, "Kelly, I need you."
[00:05:38.040 --> 00:05:39.520]   And I thought, well, that's never good.
[00:05:39.520 --> 00:05:41.800]   Oh, it could be either, right?
[00:05:41.800 --> 00:05:44.120]   And I knew at that moment in time
[00:05:44.120 --> 00:05:48.760]   what my son was doing was working on his blue book exam
[00:05:48.760 --> 00:05:50.440]   because it was week 15.
[00:05:50.440 --> 00:05:53.480]   And I thought, okay, what can be going on?
[00:05:53.480 --> 00:05:57.920]   So I went to the room and I discovered that my sweet boy,
[00:05:57.920 --> 00:06:02.280]   who is wonderful and very gifted,
[00:06:02.280 --> 00:06:04.200]   was curled up in the corner of the room.
[00:06:04.200 --> 00:06:05.840]   - Oh, bless his heart.
[00:06:05.840 --> 00:06:07.680]   It was not a blessing at the moment to him.
[00:06:07.680 --> 00:06:08.920]   - It was not a blessing.
[00:06:08.920 --> 00:06:11.880]   And the rest of his friends had already been excused
[00:06:11.880 --> 00:06:14.800]   to lunch and they were all playing.
[00:06:14.800 --> 00:06:17.080]   And he was sitting in the corner of the room.
[00:06:17.080 --> 00:06:19.320]   And so I went up to him and I said,
[00:06:19.320 --> 00:06:21.480]   "Okay, you gotta tell me what's going on."
[00:06:21.480 --> 00:06:23.480]   - I was like, what is the deal?
[00:06:23.480 --> 00:06:24.800]   - And he told me, he said,
[00:06:24.800 --> 00:06:27.440]   "Mom, I just don't know everything."
[00:06:27.440 --> 00:06:29.680]   And I distinctly remember thinking to myself,
[00:06:29.680 --> 00:06:31.480]   well, I don't know everything either.
[00:06:31.480 --> 00:06:34.040]   - I know, it's like, okay, so that's not a revelation.
[00:06:34.040 --> 00:06:35.240]   So next.
[00:06:35.240 --> 00:06:38.000]   - So I looked at him and I said,
[00:06:38.000 --> 00:06:40.240]   "Okay, you don't know everything,
[00:06:40.240 --> 00:06:42.680]   "but what we're here to do today
[00:06:42.680 --> 00:06:47.680]   "is to celebrate what you do know and what you've learned."
[00:06:47.680 --> 00:06:50.360]   And this look came across his face like,
[00:06:50.360 --> 00:06:55.360]   "Wait, I'm not a failure if I don't know everything?"
[00:06:55.360 --> 00:06:59.880]   It was a step in the right direction for our family
[00:06:59.880 --> 00:07:03.440]   and for me as a future challenge director as well
[00:07:03.440 --> 00:07:05.360]   to maintain the right perspective
[00:07:05.360 --> 00:07:09.320]   about why we are assessing with blue books.
[00:07:09.320 --> 00:07:10.680]   So as a challenge director,
[00:07:10.680 --> 00:07:12.440]   I've done a little bit of research about this
[00:07:12.440 --> 00:07:16.200]   because my paradigm is not classical education.
[00:07:16.200 --> 00:07:19.240]   I grew up private education where,
[00:07:19.240 --> 00:07:20.560]   like we've already talked a little bit
[00:07:20.560 --> 00:07:23.600]   about extreme testing anxiety
[00:07:23.600 --> 00:07:28.600]   and feeling that a letter on a paper told me my worth
[00:07:28.600 --> 00:07:31.920]   and not only as a student, but as a person.
[00:07:31.920 --> 00:07:34.040]   And as classical educators,
[00:07:34.040 --> 00:07:38.320]   that is not the mentality that we should promote.
[00:07:38.320 --> 00:07:41.400]   So I looked up the word assessment
[00:07:41.400 --> 00:07:45.080]   and the root of that word comes from the Latin verb,
[00:07:45.080 --> 00:07:48.800]   ad sedere, which means, and get this,
[00:07:48.800 --> 00:07:50.440]   how wonderful is this?
[00:07:50.440 --> 00:07:54.440]   Not to berate or exempt
[00:07:54.440 --> 00:07:57.080]   any other negative word we could possibly fill in,
[00:07:57.080 --> 00:08:01.200]   but it means to sit near or beside
[00:08:01.200 --> 00:08:04.800]   or to give comfort or advice.
[00:08:04.800 --> 00:08:09.480]   And so when I think about assessment in that way,
[00:08:09.480 --> 00:08:12.000]   it completely changed my perspective about-
[00:08:12.000 --> 00:08:14.440]   - Wow, that is completely different
[00:08:14.440 --> 00:08:18.600]   from what most of us have ever thought of assessment
[00:08:18.600 --> 00:08:21.720]   or a test or anything like that.
[00:08:21.720 --> 00:08:25.240]   - Yes, so apparently this word was used
[00:08:25.240 --> 00:08:26.920]   during the time of the Roman Empire
[00:08:26.920 --> 00:08:30.160]   when a citizen would be called up to sit next to a judge.
[00:08:30.160 --> 00:08:33.320]   So I can imagine there probably was some testing anxiety.
[00:08:33.320 --> 00:08:34.960]   - Yes. - For instance,
[00:08:34.960 --> 00:08:38.800]   but I think if we think about assessment in this way,
[00:08:38.800 --> 00:08:41.480]   that primarily it is a time for us
[00:08:41.480 --> 00:08:46.000]   to draw near to our children, to sit with them.
[00:08:46.000 --> 00:08:49.160]   In other words, to see how they're doing
[00:08:49.160 --> 00:08:51.640]   and learn the best way that we can guide
[00:08:51.640 --> 00:08:53.600]   and encourage them,
[00:08:53.600 --> 00:08:56.760]   it completely revolutionizes what we think
[00:08:56.760 --> 00:08:58.280]   about that time of assessment.
[00:08:58.280 --> 00:09:03.280]   And for us as CC families, the time of blue books.
[00:09:03.280 --> 00:09:06.520]   - You have started this off with a bang.
[00:09:06.520 --> 00:09:10.080]   I think everybody has now, their shoulders have dropped.
[00:09:10.080 --> 00:09:13.240]   They have sat back in their chair.
[00:09:13.240 --> 00:09:15.280]   We've all heaved a big sigh of relief.
[00:09:15.280 --> 00:09:19.240]   My favorite thing that you have said so far
[00:09:19.240 --> 00:09:23.120]   is that assessment is supposed to be
[00:09:23.120 --> 00:09:27.680]   a celebration of what you know.
[00:09:28.400 --> 00:09:33.400]   Instead of a liturgy of all of the things
[00:09:33.400 --> 00:09:39.120]   that we forgot or didn't quite grasp or didn't know.
[00:09:39.120 --> 00:09:41.720]   And I absolutely love the whole,
[00:09:41.720 --> 00:09:46.000]   the mental picture that I got when you said,
[00:09:46.000 --> 00:09:51.000]   sit near or beside to give comfort, advice or encouragement.
[00:09:51.000 --> 00:09:55.560]   The mental picture of that will live with me for a long time.
[00:09:55.560 --> 00:09:59.640]   So parents, that's the kind of assessing
[00:09:59.640 --> 00:10:02.800]   that we're gonna talk about for the next several minutes.
[00:10:02.800 --> 00:10:04.880]   Okay, let me ask you this
[00:10:04.880 --> 00:10:09.120]   because now that we're not afraid of assessment anymore,
[00:10:09.120 --> 00:10:10.800]   I still want to know,
[00:10:10.800 --> 00:10:14.280]   what is it that you think we gain
[00:10:14.280 --> 00:10:18.080]   from assessing our children's understanding
[00:10:18.080 --> 00:10:22.600]   and mastery of whatever material we've covered?
[00:10:22.600 --> 00:10:24.640]   - Oh, that's such a good question.
[00:10:24.640 --> 00:10:27.840]   So I think, we can look at testing,
[00:10:27.840 --> 00:10:30.920]   we can look at exams or quizzes
[00:10:30.920 --> 00:10:34.720]   or anything that is quantitative in that way
[00:10:34.720 --> 00:10:38.600]   as a treatise on ourselves as well, right?
[00:10:38.600 --> 00:10:41.240]   Oh, I failed my child in this way.
[00:10:41.240 --> 00:10:44.720]   But the truth is, when we assess our children,
[00:10:44.720 --> 00:10:48.360]   we like we just discussed, we draw near to them.
