
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.320]   - Someone wants to go to Italy
[00:00:07.320 --> 00:00:09.880]   and it's impossible to see it all,
[00:00:09.880 --> 00:00:13.440]   but nobody or most people don't have 10 weeks,
[00:00:13.440 --> 00:00:15.040]   you know, a year to go spend in Italy,
[00:00:15.040 --> 00:00:17.360]   which I'm sure if they did, you would highly recommend,
[00:00:17.360 --> 00:00:18.520]   but maybe they've got a week or two
[00:00:18.520 --> 00:00:19.720]   and they're like, I want to go see Italy.
[00:00:19.720 --> 00:00:22.040]   I want to experience what you're talking about.
[00:00:22.040 --> 00:00:24.200]   How would you suggest they start to approach it?
[00:00:24.200 --> 00:00:25.920]   Or what are a few different approaches?
[00:00:25.920 --> 00:00:27.260]   - Yeah, great question.
[00:00:27.260 --> 00:00:29.520]   So I think the first thing to realize
[00:00:29.520 --> 00:00:31.920]   and understand is that no approach is the right approach.
[00:00:31.920 --> 00:00:33.920]   There are so many different ways of seeing Italy
[00:00:33.920 --> 00:00:35.080]   and so many different,
[00:00:35.080 --> 00:00:36.880]   you look at it as like a matrix, right?
[00:00:36.880 --> 00:00:39.280]   All the different cities, all the different sites,
[00:00:39.280 --> 00:00:42.000]   all the different reasons for visiting, right?
[00:00:42.000 --> 00:00:43.920]   And you could go just see museums
[00:00:43.920 --> 00:00:47.080]   and be busy for 10 days in Rome alone, right?
[00:00:47.080 --> 00:00:50.440]   Or you could do the Rome, Venice, Florence,
[00:00:50.440 --> 00:00:52.920]   you know, Milan tour of all the museums
[00:00:52.920 --> 00:00:54.360]   or all the churches and historical sites
[00:00:54.360 --> 00:00:56.760]   and still not see all of the highlights
[00:00:56.760 --> 00:00:58.440]   that you can see in 10 days.
[00:00:58.440 --> 00:01:00.560]   So I think knowing that you're going into it,
[00:01:00.560 --> 00:01:01.920]   leaving a lot on the table,
[00:01:01.920 --> 00:01:05.100]   leaving things to come back and visit in the future is great.
[00:01:05.100 --> 00:01:07.320]   The second idea is knowing that
[00:01:07.320 --> 00:01:09.880]   it's really easy to burn out on too much eating,
[00:01:09.880 --> 00:01:11.840]   too much museuming, too much churching
[00:01:11.840 --> 00:01:13.480]   as you go to Italy, right?
[00:01:13.480 --> 00:01:16.080]   And so building a nice mix in an itinerary
[00:01:16.080 --> 00:01:18.520]   is a really important thing to do.
[00:01:18.520 --> 00:01:20.360]   So where do I find inspiration?
[00:01:20.360 --> 00:01:23.560]   You know, there's a lot of really great media right now
[00:01:23.560 --> 00:01:27.200]   that focuses on an aspect of Italian culture or life.
[00:01:27.200 --> 00:01:28.400]   You know, Stanley Tucci has been doing
[00:01:28.400 --> 00:01:31.720]   for the past two years, his sort of Tour d'Italia,
[00:01:31.720 --> 00:01:33.160]   and he's going to all 20 regions
[00:01:33.160 --> 00:01:35.240]   and he's eating his way through.
[00:01:35.240 --> 00:01:36.080]   And if you look at the way
[00:01:36.080 --> 00:01:37.360]   that he's approached his episodes,
[00:01:37.360 --> 00:01:39.720]   these hour-long sort of opus, you know,
[00:01:39.720 --> 00:01:43.280]   these hour-long bits of love to Lazio, where Rome is,
[00:01:43.280 --> 00:01:45.500]   or, you know, Campania, where they grow the tomatoes
[00:01:45.500 --> 00:01:50.120]   that become your pizza tomatoes here in the States,
[00:01:50.120 --> 00:01:52.520]   you look at him really getting to know a people
[00:01:52.520 --> 00:01:54.100]   and a culture and a place,
[00:01:54.100 --> 00:01:56.640]   something that he's very familiar with already,
[00:01:56.640 --> 00:01:58.720]   but through the lens of food and people
[00:01:58.720 --> 00:02:00.360]   or food and culture.
[00:02:00.360 --> 00:02:02.880]   And that's a wonderful approach for people to take
[00:02:02.880 --> 00:02:05.300]   is they find some angle that they love,
[00:02:05.300 --> 00:02:07.680]   whether it's in a book or a TV series,
[00:02:07.680 --> 00:02:08.840]   and they say, "Hey, I want to go recreate
[00:02:08.840 --> 00:02:10.840]   "an element of that on my trip."
[00:02:10.840 --> 00:02:13.440]   So I want to go to the place where, you know,
[00:02:13.440 --> 00:02:16.920]   Stanley Tucci finds the tomato in the field of San Marzano
[00:02:16.920 --> 00:02:18.960]   and says, "Okay, I found the real tomato.
[00:02:18.960 --> 00:02:20.920]   "Now I know what it's supposed to taste like."
[00:02:20.920 --> 00:02:23.760]   And that's a centerpiece for their trip, right?
[00:02:23.760 --> 00:02:25.400]   But there are so many blogs that are out there.
[00:02:25.400 --> 00:02:27.160]   There's so many travel advisors willing to help.
[00:02:27.160 --> 00:02:29.320]   There's so many books you can read
[00:02:29.320 --> 00:02:32.480]   about everything to eat, see, and do in Italy.
[00:02:32.480 --> 00:02:37.960]   My biggest takeaway for people again is take your time
[00:02:37.960 --> 00:02:39.440]   and know that you're not going to see it all.
[00:02:39.440 --> 00:02:40.940]   You're not going to do it all.
[00:02:40.940 --> 00:02:43.280]   And you're going to have an amazing time in the process
[00:02:43.280 --> 00:02:45.640]   of whatever you do, see, and do.
[00:02:45.640 --> 00:02:48.240]   - So I feel like I'm both more excited to go to Italy
[00:02:48.240 --> 00:02:49.920]   and I have no idea what I should do
[00:02:49.920 --> 00:02:51.120]   with a week and a trip.
[00:02:51.120 --> 00:02:53.240]   So maybe give some options.
[00:02:53.240 --> 00:02:55.520]   I'm thinking one to two weeks,
[00:02:55.520 --> 00:02:58.280]   maybe let's throw out two or three things
[00:02:58.280 --> 00:02:59.760]   that you might send someone to.
[00:02:59.760 --> 00:03:00.600]   - Yeah.
[00:03:00.600 --> 00:03:03.280]   - Is Rome a must include on any first trip to Italy?
[00:03:03.280 --> 00:03:04.480]   - In my opinion, yes.
[00:03:04.480 --> 00:03:06.840]   All roads lead to Rome for good reason, right?
[00:03:06.840 --> 00:03:10.040]   Look, it's the third most visited city in all of Europe.
[00:03:10.040 --> 00:03:13.520]   To me, it is a place that is happy and fun
[00:03:13.520 --> 00:03:16.920]   and lively and young and still so very old,
[00:03:16.920 --> 00:03:18.320]   full of incredible cuisine,
[00:03:18.320 --> 00:03:20.520]   full of some of the best historical sites in the world.
[00:03:20.520 --> 00:03:23.680]   Look, to me, the fact that they could build the Pantheon,
[00:03:23.680 --> 00:03:27.400]   this concrete domed roof with an open hole
[00:03:27.400 --> 00:03:30.480]   in the oculus in the center 2,000 years ago,
[00:03:30.480 --> 00:03:31.960]   and it's still standing.
[00:03:31.960 --> 00:03:34.200]   It's still standing, it's like mind-blowing.
[00:03:34.200 --> 00:03:35.200]   Like we can't build things here.
[00:03:35.200 --> 00:03:36.600]   We can't build a road here.
[00:03:36.600 --> 00:03:38.600]   They can build a, 2,000 years ago,
[00:03:38.600 --> 00:03:42.860]   a dome that is in the center of town that is remarkable.
