
[00:00:00.360 --> 00:00:02.320]   - Welcome to the Huberman Lab Podcast,
[00:00:02.320 --> 00:00:03.760]   where we discuss science
[00:00:03.760 --> 00:00:05.960]   and science-based tools for everyday life.
[00:00:05.960 --> 00:00:10.320]   I'm Andrew Huberman,
[00:00:10.320 --> 00:00:13.640]   and I'm a professor of neurobiology and ophthalmology
[00:00:13.640 --> 00:00:15.560]   at Stanford School of Medicine.
[00:00:15.560 --> 00:00:17.760]   My guest today is Ryan Suave.
[00:00:17.760 --> 00:00:19.480]   Ryan Suave is a renowned expert
[00:00:19.480 --> 00:00:22.200]   in addiction treatment and trauma recovery.
[00:00:22.200 --> 00:00:23.960]   Ryan has spent decades on the front lines
[00:00:23.960 --> 00:00:26.360]   helping people overcome addictions to substances
[00:00:26.360 --> 00:00:28.520]   like alcohol and various drugs,
[00:00:28.520 --> 00:00:29.960]   as well as behavioral addictions,
[00:00:29.960 --> 00:00:33.200]   including gambling, video games, and pornography.
[00:00:33.200 --> 00:00:35.520]   His approach combines evidence-based protocols
[00:00:35.520 --> 00:00:38.760]   tailored to each person's unique family history and needs.
[00:00:38.760 --> 00:00:39.720]   During today's episode,
[00:00:39.720 --> 00:00:41.960]   we explore all aspects of addiction,
[00:00:41.960 --> 00:00:44.720]   including the relationship between addiction and trauma.
[00:00:44.720 --> 00:00:47.320]   Ryan shares insights from his extensive clinical work
[00:00:47.320 --> 00:00:49.640]   and provides clear, zero-cost protocols
[00:00:49.640 --> 00:00:52.680]   for effective recovery that leverage neuroplasticity,
[00:00:52.680 --> 00:00:54.520]   which is your brain's ability to change
[00:00:54.520 --> 00:00:57.000]   with intention and experience.
[00:00:57.000 --> 00:00:59.600]   We discuss and compare residential treatment programs,
[00:00:59.600 --> 00:01:00.880]   12-step programs,
[00:01:00.880 --> 00:01:03.240]   self-guided addiction recovery, and more.
[00:01:03.240 --> 00:01:05.720]   If you or someone you know suffers from addiction,
[00:01:05.720 --> 00:01:07.920]   the information and tools offered in this episode
[00:01:07.920 --> 00:01:09.280]   ought to be of tremendous benefit
[00:01:09.280 --> 00:01:11.360]   to initiate and maintain sobriety
[00:01:11.360 --> 00:01:13.360]   from that behavior or substance.
[00:01:13.360 --> 00:01:14.280]   Before we begin,
[00:01:14.280 --> 00:01:16.400]   I'd like to emphasize that this podcast is separate
[00:01:16.400 --> 00:01:18.680]   from my teaching and research roles at Stanford.
[00:01:18.680 --> 00:01:20.640]   It is, however, part of my desire and effort
[00:01:20.640 --> 00:01:23.240]   to bring zero-cost to consumer information about science
