
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.480]   - Podcast listener named Paul Kilpatrick
[00:00:06.480 --> 00:00:07.920]   writes in to ask this.
[00:00:07.920 --> 00:00:11.920]   Seriously, what would you do in a zombie apocalypse?
[00:00:11.920 --> 00:00:13.080]   Yes, Paul, very good question.
[00:00:13.080 --> 00:00:14.520]   We want to be prepared.
[00:00:14.520 --> 00:00:15.640]   We must be prepared.
[00:00:15.640 --> 00:00:17.720]   And for answers, we turn to zombie expert
[00:00:17.720 --> 00:00:19.460]   and associate professor of Old Testament
[00:00:19.460 --> 00:00:22.040]   at Briarcrest College and Seminary in Saskatchewan,
[00:00:22.040 --> 00:00:23.440]   Dr. Eric Ortlund.
[00:00:23.440 --> 00:00:25.880]   Eric, thank you for joining us on such short notice
[00:00:25.880 --> 00:00:27.640]   to answer this urgent question.
[00:00:27.640 --> 00:00:28.640]   - Oh, absolutely.
[00:00:28.640 --> 00:00:29.840]   Thank you for having me.
[00:00:29.840 --> 00:00:30.760]   - So let's dive in.
[00:00:30.760 --> 00:00:32.680]   Of course, it's futile to try and prevent
[00:00:32.680 --> 00:00:33.600]   a zombie apocalypse.
[00:00:33.600 --> 00:00:36.120]   It will come upon us and with little warning.
[00:00:36.120 --> 00:00:40.280]   So how do we prepare for and survive a zombie apocalypse?
[00:00:40.280 --> 00:00:42.240]   - Yeah, I think it's really just two things,
[00:00:42.240 --> 00:00:45.720]   a samurai sword and lots and lots of protein bars.
[00:00:45.720 --> 00:00:47.520]   That's pretty much all you need.
[00:00:47.520 --> 00:00:50.520]   And a fresh source of water and a lot of friends,
[00:00:50.520 --> 00:00:52.600]   but really it's just samurai sword and protein bars.
[00:00:52.600 --> 00:00:53.680]   That's it and you're set.
[00:00:53.680 --> 00:00:56.080]   You get your sword out and you get a protein bar ready
[00:00:56.080 --> 00:00:58.600]   just so you have enough energy to keep swinging.
[00:00:58.600 --> 00:01:00.640]   That's it, that's my advice.
[00:01:00.640 --> 00:01:02.320]   - Yeah, so it's really about endurance
[00:01:02.320 --> 00:01:05.160]   and it's about getting to a rural area, right?
[00:01:05.160 --> 00:01:06.320]   - Yes, that's right.
[00:01:06.320 --> 00:01:07.640]   Or just head north.
[00:01:07.640 --> 00:01:09.040]   Most zombies don't wear clothes.
[00:01:09.040 --> 00:01:10.920]   They'll freeze eventually, though.
[00:01:10.920 --> 00:01:11.760]   - Of course, yeah.
[00:01:11.760 --> 00:01:14.000]   And that's why you live in Saskatchewan.
[00:01:14.000 --> 00:01:16.560]   - Basically, yeah, because I'm absolutely convinced
[00:01:16.560 --> 00:01:18.120]   the zombie apocalypse is coming soon,
[00:01:18.120 --> 00:01:19.280]   but I'm gonna be safe up here.
[00:01:19.280 --> 00:01:21.280]   I just need to find enough wood to burn.
[00:01:21.280 --> 00:01:22.960]   - Okay, that was a real question from Paul
[00:01:22.960 --> 00:01:24.480]   in the APJ inbox, by the way.
[00:01:24.480 --> 00:01:26.680]   A little bit disturbing, but it is real.
[00:01:26.680 --> 00:01:29.000]   So Eric, you are the world's leading expert
[00:01:29.000 --> 00:01:31.440]   on the theology of the zombie apocalypse,
[00:01:31.440 --> 00:01:33.600]   or at least you're the closest I could find.
[00:01:33.600 --> 00:01:35.560]   And that's because you published a zombie novel
[00:01:35.560 --> 00:01:40.000]   in 2013 titled Dead Petals, an Apocalypse.
[00:01:40.000 --> 00:01:41.840]   So seriously now, what drew you
[00:01:41.840 --> 00:01:44.520]   to the zombie apocalypse genre?
[00:01:44.520 --> 00:01:46.440]   - Well, there were two things, really.
[00:01:46.440 --> 00:01:50.560]   The first was, maybe I can admit this on the air,
[00:01:50.560 --> 00:01:52.920]   I actually do kind of like zombie movies.
[00:01:52.920 --> 00:01:55.440]   First of all, because there are a number of reasons,
[00:01:55.440 --> 00:01:59.400]   but the main reason is they have a very low anthropology.
[00:01:59.400 --> 00:02:01.240]   Zombie movies seem to be asking,
[00:02:01.240 --> 00:02:03.680]   if the normal constraints of society are pulled away,
[00:02:03.680 --> 00:02:05.680]   how will human beings act?
[00:02:05.680 --> 00:02:07.600]   And for the most part, the answer is
[00:02:07.600 --> 00:02:10.880]   we will be horribly selfish and monstrous to each other.
[00:02:10.880 --> 00:02:13.960]   So whenever I see a non-Christian,
[00:02:13.960 --> 00:02:16.920]   even if they're asking the question in a silly way,
[00:02:16.920 --> 00:02:18.680]   if they're asking a serious question
[00:02:18.680 --> 00:02:19.720]   and giving a thoughtful answer,
[00:02:19.720 --> 00:02:22.800]   I always wanna pay attention to that and respect that.
