
[00:00:00.400 --> 00:00:15.920]   - Thanks a lot, everyone.
[00:00:15.920 --> 00:00:17.000]   Thanks for coming out.
[00:00:17.000 --> 00:00:18.500]   We're gonna talk about a topic
[00:00:18.500 --> 00:00:21.360]   that I consider one of the most important topics
[00:00:21.360 --> 00:00:23.240]   for what we're doing with AI and agents,
[00:00:23.240 --> 00:00:25.440]   which is how to secure agents using OAuth.
[00:00:25.440 --> 00:00:27.520]   I'm Jared Hansen.
[00:00:27.520 --> 00:00:30.160]   I'm the co-founder of a new company called Keycard,
[00:00:30.160 --> 00:00:33.020]   where we're building identity and access management platform
[00:00:33.020 --> 00:00:34.860]   for AI and agents.
[00:00:34.860 --> 00:00:37.520]   I'm also the creator of Passport.js
[00:00:37.520 --> 00:00:39.720]   for any of the Node developers in the audience,
[00:00:39.720 --> 00:00:40.920]   very popular OAuth framework.
[00:00:40.920 --> 00:00:43.060]   And previously I was at Auth0,
[00:00:43.060 --> 00:00:45.620]   where I built a lot of their core identity infrastructure
[00:00:45.620 --> 00:00:46.980]   and then at Okta.
[00:00:46.980 --> 00:00:50.040]   Let's get into it.
[00:00:50.040 --> 00:00:51.800]   So I think we're all super excited
[00:00:51.800 --> 00:00:55.180]   about what's happening with LLMs and AI-powered applications.
[00:00:56.080 --> 00:00:58.140]   We can bring these things into our daily lives
[00:00:58.140 --> 00:01:00.120]   and they automate a lot of the tasks for us.
[00:01:00.120 --> 00:01:02.540]   And simply put, agents that are more connected
[00:01:02.540 --> 00:01:03.540]   are more useful.
[00:01:03.540 --> 00:01:07.180]   So let's connect these agents to more systems.
[00:01:07.180 --> 00:01:08.280]   But hold on a second,
[00:01:08.280 --> 00:01:10.980]   because today we face an impossible choice.
[00:01:10.980 --> 00:01:12.940]   We can give agents broad-based access
[00:01:12.940 --> 00:01:14.620]   and accept security risks,
[00:01:14.620 --> 00:01:16.920]   or we can limit their capabilities
[00:01:16.920 --> 00:01:18.920]   and sacrifice business value.
[00:01:18.920 --> 00:01:20.920]   And this is exemplified pretty well
[00:01:20.920 --> 00:01:23.520]   in how we set up MCP servers today,
[00:01:23.520 --> 00:01:26.800]   which is we go get API keys that are typically long-lived
[00:01:26.800 --> 00:01:28.060]   and broadly scoped.
[00:01:28.060 --> 00:01:30.340]   We paste them into some configuration files
[00:01:30.340 --> 00:01:31.480]   and environment variables
[00:01:31.480 --> 00:01:33.020]   and let our agents run with them.
[00:01:33.020 --> 00:01:35.740]   Now, if we continue this pattern for hundreds
[00:01:35.740 --> 00:01:36.580]   or thousands of agents,
[00:01:36.580 --> 00:01:39.220]   we've got a pretty big security problem on our hand.
[00:01:39.220 --> 00:01:41.380]   Luckily, we know how to fix this.
[00:01:41.380 --> 00:01:44.440]   We know how to transition away from static secrets
[00:01:44.440 --> 00:01:47.340]   to dynamic access using OAuth.
[00:01:47.340 --> 00:01:48.480]   Now, show of hands,
[00:01:48.480 --> 00:01:51.580]   how many people are familiar with OAuth in the crowd?
[00:01:51.580 --> 00:01:53.080]   I would say quite a bit.
[00:01:53.080 --> 00:01:55.440]   So I'll burn through this quickly.
[00:01:55.440 --> 00:01:58.720]   But just as a quick introduction,
[00:01:58.720 --> 00:01:59.820]   I'm not going to lie to anyone.
[00:01:59.820 --> 00:02:02.380]   Like, OAuth is a relatively complicated protocol,
[00:02:02.380 --> 00:02:04.280]   especially when you consider all the extensions.
[00:02:04.280 --> 00:02:07.640]   But the principles behind it are fairly straightforward
[00:02:07.640 --> 00:02:09.780]   and easy to understand.
[00:02:09.780 --> 00:02:13.180]   What it is is a protocol for applications,
[00:02:13.180 --> 00:02:14.680]   which we call clients in OAuth,
[00:02:14.680 --> 00:02:16.780]   to request access to APIs,
[00:02:16.780 --> 00:02:18.680]   which we call resource servers.
[00:02:18.680 --> 00:02:20.380]   And these requests are mediated
[00:02:20.380 --> 00:02:23.280]   by what's known as an authorization server.
[00:02:23.280 --> 00:02:25.580]   If you've ever used anything like Calendly
[00:02:25.580 --> 00:02:28.420]   and connected it to your Google Calendar API,
[00:02:28.420 --> 00:02:31.380]   you've experienced OAuth in the real world.
[00:02:31.380 --> 00:02:34.080]   What's happening there is Calendly sends a request
[00:02:34.080 --> 00:02:36.140]   over to Google saying, "Hey, I'd like access
[00:02:36.140 --> 00:02:38.420]   to this person's Google Calendar."
[00:02:38.420 --> 00:02:41.920]   Google's authorization server then ensures
[00:02:41.920 --> 00:02:44.420]   that you're logged in, prompts you for consent
[00:02:44.420 --> 00:02:46.180]   that you want this access to occur.
[00:02:46.180 --> 00:02:47.880]   And if you agree to it,
[00:02:47.880 --> 00:02:51.780]   Google sends what's known as an access token over to Calendly.
[00:02:51.780 --> 00:02:53.780]   And then Calendly can take that access token
[00:02:53.780 --> 00:02:56.480]   and go about accessing your calendar.
[00:02:56.480 --> 00:02:58.840]   There's a few other interesting bits going on here,
[00:02:58.840 --> 00:02:59.980]   like refresh tokens,
[00:02:59.980 --> 00:03:01.740]   which basically allows these access tokens
[00:03:01.740 --> 00:03:03.920]   to be short-lived and rotated pretty quickly,
[00:03:03.920 --> 00:03:07.280]   while still maintaining the authorized connection.
[00:03:07.280 --> 00:03:09.920]   And in OAuth, we call these types of flows
[00:03:09.920 --> 00:03:13.220]   that involve user delegation authorization code flows.
[00:03:13.220 --> 00:03:15.920]   And they typically happen via browser-based interfaces
[00:03:15.920 --> 00:03:19.520]   that you've seen when you've used these types of applications.
[00:03:19.520 --> 00:03:22.580]   Now, one thing that gets kind of confusing for people
[00:03:22.580 --> 00:03:26.480]   is that OAuth is oftentimes used to implement things
[00:03:26.480 --> 00:03:30.180]   like sign-in with Google or sign-in with Facebook.
[00:03:30.180 --> 00:03:33.120]   And this is confusing because we refer to OAuth as an authorization
[00:03:33.120 --> 00:03:35.960]   protocol or a delegated authorization protocol specifically.
[00:03:35.960 --> 00:03:38.760]   So what's going on here when we use it for sign-in?
[00:03:38.760 --> 00:03:40.760]   Well, this is really just a special case
[00:03:40.760 --> 00:03:44.060]   where the API gets replaced with a user info API
[00:03:44.060 --> 00:03:46.460]   that just returns claims about the user who logged in.
[00:03:46.460 --> 00:03:49.660]   So their ID, their name, their email address, et cetera.
[00:03:49.660 --> 00:03:54.660]   And we kind of use authorization to back our way into authentication.
[00:03:54.660 --> 00:03:56.760]   And this became like such a common pattern
[00:03:56.760 --> 00:03:59.620]   that people use with OAuth that it got formally standardized
[00:03:59.620 --> 00:04:03.760]   as OpenID Connect, which is just an identity layer on top of OAuth
[00:04:03.760 --> 00:04:08.020]   that standardizes the response format of that user info API.
[00:04:08.020 --> 00:04:10.020]   It also does a couple of things that are kind of confusing,
[00:04:10.020 --> 00:04:13.820]   like introduce more terminology, which identity people are prone to do.
[00:04:13.820 --> 00:04:17.660]   We call the authorization server now an identity provider
[00:04:17.660 --> 00:04:19.520]   in the scope of OpenID Connect.
[00:04:19.520 --> 00:04:22.160]   And applications are known as relying parties.
[00:04:22.160 --> 00:04:23.660]   Don't get hung up on the terminology.
[00:04:23.660 --> 00:04:26.760]   It's all the same thing.
[00:04:26.760 --> 00:04:28.820]   One other thing that OpenID Connect does
[00:04:28.820 --> 00:04:30.760]   is it introduces an ID token.
[00:04:30.760 --> 00:04:32.800]   This is simply a JSON web token,
[00:04:32.800 --> 00:04:36.560]   which is a cryptographically signed statement about who the user is.
[00:04:36.560 --> 00:04:39.400]   This overlaps a lot with the user info API.
[00:04:39.400 --> 00:04:41.360]   You can think of it as sort of an optimization
[00:04:41.360 --> 00:04:45.400]   that the application can verify itself without making API requests.
[00:04:45.400 --> 00:04:48.720]   It also serves some functions in like ongoing session management
[00:04:48.720 --> 00:04:50.900]   between applications and authorization servers,
[00:04:50.900 --> 00:04:56.060]   but that's kind of beyond the scope of introductory material here.
[00:04:56.060 --> 00:04:58.720]   In the real world, these things get deployed together.
[00:04:58.720 --> 00:05:03.160]   We'll typically run authorization and authentication flows in line
[00:05:03.160 --> 00:05:10.900]   so that we know who the user is who logged in, as well as get access to things like their Google Calendar.
[00:05:10.900 --> 00:05:15.420]   One thing to call out that is important here is that there's three roles in OAuth.
[00:05:15.420 --> 00:05:19.260]   The client and the resource server, I think, are all relatively straightforward.
[00:05:19.260 --> 00:05:21.260]   We understand that from client-server architectures.
[00:05:21.260 --> 00:05:26.420]   The client requests resources, and the resource server responds with the data.
[00:05:26.420 --> 00:05:31.860]   What gets different is that we introduce this authorization server in the middle that mediates this access,
[00:05:31.860 --> 00:05:34.420]   and it mediates it by issuing tokens.
[00:05:34.420 --> 00:05:39.300]   It's just tokens back to the client, which holds them and then presents them to the resource server,
[00:05:39.300 --> 00:05:42.420]   and the resource server's job is to verify those tokens.
[00:05:42.420 --> 00:05:45.560]   Now, what's the benefit of this sort of model?
[00:05:45.560 --> 00:05:48.580]   The main benefit flows to the APIs.
[00:05:48.580 --> 00:05:52.580]   They don't have to care about anything to do with authentication anymore.
[00:05:52.580 --> 00:05:56.760]   So, verifying user password or doing step-up authentication, running the consent flows.
[00:05:56.760 --> 00:06:05.920]   They hand all that job off to the authorization server, and it gets kind of abstracted away by the token that the API can verify what has happened.
[00:06:05.920 --> 00:06:12.820]   There's also some benefits that we can, like, centralize policy and then deploy ecosystems of apps and APIs,
[00:06:12.820 --> 00:06:17.920]   all kind of protected by a central location, and build out the ecosystems that we all know today.
[00:06:17.920 --> 00:06:22.600]   How do we apply this to MCP and agents in particular?
[00:06:22.600 --> 00:06:24.600]   Well, it should be pretty simple.
[00:06:24.600 --> 00:06:33.760]   Now, our applications get replaced by a chatbot or agent like Claude that we want to connect to MCP servers.
[00:06:33.760 --> 00:06:41.600]   The MCP clients and the MCP servers should get authorized via OAuth by, you know, the controlling authorization server in the middle.
[00:06:41.600 --> 00:06:44.360]   This should be pretty simple, right?
[00:06:44.360 --> 00:06:50.440]   Well, nothing with OAuth is ever so simple, so let's take a look at the state of authorization in MCP.
[00:06:50.440 --> 00:06:55.600]   We're going to look at where it started, where it is now, and then where it's going in the future.
[00:06:55.600 --> 00:07:00.600]   So, the first version of MCP, it's a pretty young protocol.
[00:07:00.600 --> 00:07:02.600]   It's like seven months old to the day, I think.
[00:07:02.600 --> 00:07:05.760]   The first version I like to call the no-auth version.
[00:07:05.760 --> 00:07:09.760]   It didn't have any authorization in it at all, which they admitted in the spec.
[00:07:09.760 --> 00:07:14.760]   It was really a way to get something out there, primarily for local MCP servers.
[00:07:14.760 --> 00:07:19.920]   There was some notion of remote MCP servers, but, again, no authorization.
[00:07:19.920 --> 00:07:21.920]   But this kind of spurred discussion.
[00:07:21.920 --> 00:07:26.920]   People saw the promise of MCP and started discussing how to add authorization to it.
[00:07:26.920 --> 00:07:33.920]   Now we have the latest draft of the specification, which was published in late March.
[00:07:33.920 --> 00:07:39.080]   I like to refer to this as OAuth the first attempt, and for anyone who has ever done OAuth implementations,
[00:07:39.080 --> 00:07:46.080]   the first attempt is always pretty poor, and that is the case with this version of the specification of MCP.
[00:07:46.080 --> 00:07:55.080]   I don't actually recommend anyone read the authorization part of the MCP specification as it is today because you'll walk away with a pretty misinformed view of what OAuth is.
[00:07:55.080 --> 00:08:02.920]   But as a quick recap of what it does, it says, OK, MCP client's got to implement the client side of OAuth.
[00:08:02.920 --> 00:08:04.320]   That'll make sense.
[00:08:04.320 --> 00:08:12.320]   And then it also says, MCP servers, you need to implement all of OAuth too, including authentication, token issuance, et cetera.
[00:08:12.320 --> 00:08:14.840]   Now, OAuth has three roles.
[00:08:14.840 --> 00:08:16.280]   Where's the third role here?
[00:08:16.280 --> 00:08:17.720]   What happened to the OAuth server?
[00:08:17.720 --> 00:08:22.400]   Well, it got collapsed into the MCP server, which is a bit odd.
[00:08:22.400 --> 00:08:23.840]   And people started noticing this.
[00:08:23.840 --> 00:08:29.480]   So five days after the specification was released, a blog post went viral.
[00:08:29.480 --> 00:08:35.480]   This one from Christian Posta saying, "The MCP authorization spec is a mess for the enterprise."
[00:08:35.480 --> 00:08:42.640]   And he states, you know, "The problem here is that it treats the MCP server as both a resource server and authorization server."
[00:08:42.640 --> 00:08:49.000]   Aaron Parecki, who does a lot of great OAuth standards work, followed this up with another blog post that went viral titled,
[00:08:49.000 --> 00:08:54.640]   "Let's fix OAuth and MCP," where he noted that, you know, a bunch of the confusion that was happening
[00:08:54.640 --> 00:09:00.280]   was because the diagram showed that the MCP server itself is handling authorization.
[00:09:00.280 --> 00:09:08.280]   Now, then this kind of culminated in a PR to the specification where people proposed, "Let's fix this problem.
[00:09:08.280 --> 00:09:13.920]   let's just shift the MCP server to be an OAuth resource server and everything will be good."
[00:09:13.920 --> 00:09:15.920]   This was a super interesting PR to read.
[00:09:15.920 --> 00:09:17.920]   There's like 400-some comments on it.
[00:09:17.920 --> 00:09:24.920]   It's not even the only PR there, but just kind of an example of how people just picked up on this problem and ran with it.
[00:09:24.920 --> 00:09:35.560]   Now, I'm not usually one to say I told you so, but all the way back in January of this year, I commented on the, as a review for the specification,
[00:09:35.560 --> 00:09:41.560]   I was like, "Hey, I recommend we model MCP servers as resource servers from an OAuth perspective."
[00:09:41.560 --> 00:09:54.560]   I'm not quite sure where that got lost. It didn't get picked up, but in any case, we fixed this problem, and one of the reasons I'm here is to tell us all more about OAuth things that we need to pay attention to in order to avoid this problem in the future.
