
[00:00:00.000 --> 00:00:17.900]   Welcome, everyone, to the 82nd edition of Vogelheads on Investing, and today we have
[00:00:17.900 --> 00:00:20.160]   a very special podcast.
[00:00:20.160 --> 00:00:27.300]   We have three guests, Jonathan Clements, Jason Zweig, and Christine Benz, and we'll be discussing
[00:00:27.300 --> 00:00:33.200]   the Jonathan Clements Getting Going on Savings Initiative, and his new book, The Best of
[00:00:33.200 --> 00:00:36.560]   Jonathan Clements, Classic Columns on Money and Life.
[00:00:36.560 --> 00:00:49.100]   Hi, everyone.
[00:00:49.100 --> 00:00:52.800]   My name is Rick Ferry, and I am the host of Vogelheads on Investing.
[00:00:53.120 --> 00:00:59.420]   This episode, as with all episodes, is brought to you by the John C. Vogel Center for Financial
[00:00:59.420 --> 00:01:04.580]   Literacy, a nonprofit organization that is building a world of well-informed, capable,
[00:01:04.580 --> 00:01:06.400]   and empowered investors.
[00:01:06.400 --> 00:01:12.760]   Visit the Vogel Center at vogelcenter.net, where you will find a treasure trove of information,
[00:01:12.760 --> 00:01:15.540]   including transcripts of these podcasts.
[00:01:15.800 --> 00:01:17.940]   Before we begin, I have one special announcement.
[00:01:17.940 --> 00:01:26.980]   Tickets for the 2025 Vogelheads Conference are now on sale at vogelcenter.net.
[00:01:26.980 --> 00:01:30.900]   There is special early bird pricing, so you'll want to get your ticket soon.
[00:01:30.900 --> 00:01:37.160]   This year's conference will begin at noontime on Friday, October 17th, and run through noontime
[00:01:37.160 --> 00:01:39.280]   on Sunday, October 19th.
[00:01:39.280 --> 00:01:45.980]   It will be at the Hyatt Regency San Antonio Riverwalk Hotel, a beautiful location directly
[00:01:45.980 --> 00:01:51.660]   across from the Alamo, with lots to see and lots to do in the city of San Antonio.
[00:01:51.660 --> 00:01:58.520]   You'll find a list of speakers at the vogelcenter.net website, and a full agenda will be up soon.
[00:01:58.520 --> 00:02:00.400]   I hope to see many of you there.
[00:02:00.960 --> 00:02:07.560]   In today's podcast, we have three special guests, Jonathan Clements, former personal
[00:02:07.560 --> 00:02:12.800]   finance columnist for the Wall Street Journal, Jason Zweig, current columnist for the Wall
[00:02:12.800 --> 00:02:18.560]   Street Journal, and Christine Benz, Director of Personal Finance and Retirement Planning for
