
[00:00:00.000 --> 00:00:04.500]   (music)
[00:00:04.500 --> 00:00:07.400]   The Apostle Paul, writing in 1 Timothy 1:15,
[00:00:07.400 --> 00:00:11.500]   declared himself to be the world's worst sinner.
[00:00:11.500 --> 00:00:14.700]   The world's worst sinner.
[00:00:14.700 --> 00:00:16.200]   So is that hyperbole?
[00:00:16.200 --> 00:00:19.200]   Or is that apostolic self-deprecation?
[00:00:19.200 --> 00:00:20.200]   Or is that true?
[00:00:20.200 --> 00:00:23.300]   Was Paul really the world's worst sinner?
[00:00:23.300 --> 00:00:24.600]   You want to know?
[00:00:24.600 --> 00:00:25.900]   I want to know?
[00:00:25.900 --> 00:00:27.600]   A listener named Joel wants to know,
[00:00:27.600 --> 00:00:30.400]   and so we ask Pastor John.
[00:00:30.400 --> 00:00:32.200]   Joel writes this, "Pastor John, hello to you.
[00:00:32.200 --> 00:00:34.800]   Paul makes this claim in 1 Timothy 1:15,
[00:00:34.800 --> 00:00:37.900]   the saying is trustworthy and deserving of full acceptance,
[00:00:37.900 --> 00:00:40.600]   that Christ Jesus came into the world to save sinners,
[00:00:40.600 --> 00:00:43.400]   of whom I am the foremost."
[00:00:43.400 --> 00:00:45.600]   The foremost.
[00:00:45.600 --> 00:00:48.800]   Must be true, because this is the authoritative word of God.
[00:00:48.800 --> 00:00:51.500]   But is Paul exaggerating his claim here?
[00:00:51.500 --> 00:00:53.400]   The context seems to suggest that
[00:00:53.400 --> 00:00:56.100]   Paul meant he was truly the worst sinner.
[00:00:56.100 --> 00:00:59.300]   He goes on to say in verse 16 that he was saved as an example,
[00:00:59.300 --> 00:01:02.300]   that if he, the chief of sinners, was saved,
[00:01:02.300 --> 00:01:04.800]   then surely others can be saved as well.
[00:01:04.800 --> 00:01:09.800]   So was Paul really the world's worst sinner?
[00:01:09.800 --> 00:01:13.200]   Paul said, "The saying is trustworthy
[00:01:13.200 --> 00:01:15.500]   and deserving of full acceptance,
[00:01:15.500 --> 00:01:19.100]   that Christ Jesus came into the world to save sinners,
[00:01:19.100 --> 00:01:23.500]   of whom I am foremost.
[00:01:23.500 --> 00:01:26.900]   But I receive mercy for this reason,
[00:01:26.900 --> 00:01:30.900]   that in me, as in the foremost,
[00:01:30.900 --> 00:01:33.500]   Jesus Christ might display his perfect patience
[00:01:33.500 --> 00:01:38.200]   as an example to those who were to believe in him for eternal life."
