
[00:00:00.000 --> 00:00:05.200]   With Kroger Brand products from Ralphs, you can make all your favorite things this holiday season.
[00:00:05.200 --> 00:00:09.800]   Because Kroger Brand's proven quality products come at exceptionally low prices.
[00:00:09.800 --> 00:00:14.800]   And with a money-back quality guarantee, every dish is sure to be a favorite.
[00:00:14.800 --> 00:00:18.000]   ♪ These are a few of my favorite things ♪
[00:00:18.000 --> 00:00:24.800]   Whether you shop delivery, pickup, or in-store, Kroger Brand has all your favorite things.
[00:00:24.800 --> 00:00:27.300]   Ralphs. Fresh for everyone.
[00:00:27.300 --> 00:00:32.900]   Welcome to the show. My name is Joshua Sheets, and I'm your host.
[00:00:32.900 --> 00:00:36.300]   Today is Tuesday, October 28, 2014.
[00:00:36.300 --> 00:00:42.100]   And today I'm releasing part two of my interview with Brett from the School Sucks podcast.
[00:00:42.100 --> 00:00:45.300]   Yesterday was all about the history of school.
[00:00:45.300 --> 00:00:51.900]   Today is about some of the solutions and a continuation of our conversation.
[00:00:51.900 --> 00:00:53.700]   I hope you enjoy today's show.
[00:00:53.700 --> 00:01:00.100]   Please, I think this is one where if you didn't hear yesterday's show, you will want to go back and hear it.
[00:01:00.100 --> 00:01:07.300]   If you need to find it online, yesterday, part one can be found at radicalpersonalfinance.com/89.
[00:01:07.300 --> 00:01:09.300]   And today is episode 90.
[00:01:09.300 --> 00:01:14.300]   And today is radicalpersonalfinance.com/90 if you need to reference the show notes.
[00:01:14.300 --> 00:01:18.500]   Stay tuned at the end of the interview. This interview portion is just about an hour long.
[00:01:18.500 --> 00:01:25.300]   But I'm releasing an essay, just simply, that I found that I think would be interesting to you, also at the end of today's show.
[00:01:25.300 --> 00:01:38.100]   So feel free to just simply stop after the interview, or feel free to continue on and enjoy the essay that I just thought was incredibly thought-provoking about what color of bus do your children ride?
[00:01:40.300 --> 00:01:52.100]   What I just observed is I observed that the average three or four year old that I knew was precocious and interested in life and happy and loves learning.
[00:01:52.100 --> 00:01:57.100]   I have a one year old son and he loves to learn. You can see it. Children love to learn.
[00:01:57.100 --> 00:02:04.700]   And then I noticed that the average 18 year old that I knew, or even many of the average 30 year olds that I knew, hate learning.
[00:02:04.700 --> 00:02:07.100]   And I said, "What is wrong here?"
[00:02:07.100 --> 00:02:11.100]   The only thing that we've effectively done is taught people to hate learning.
[00:02:11.100 --> 00:02:16.100]   And how did this happen? Because I love to learn. I feel like I'm one of the few that escaped.
[00:02:16.100 --> 00:02:22.100]   And maybe the reason I escaped was for the first seven years, with the exception of third grade, when I went to a government school.
[00:02:22.100 --> 00:02:25.100]   I was educated at home, so I could learn about what I wanted to learn about.
[00:02:25.100 --> 00:02:30.100]   And I would sit there and read the encyclopedia because I thought it was so interesting to learn about all these things.
[00:02:30.100 --> 00:02:36.100]   So I had a little bit of kind of that built up before I went into a formal school.
[00:02:36.100 --> 00:02:44.100]   I'm ranting a little bit, but if you could step in and help a parent, helping someone like me,
[00:02:44.100 --> 00:02:52.100]   I'm in the process of trying to understand how to design my son's educational plan, and what I'm going to hold before him and what I'm not.
[00:02:52.100 --> 00:02:58.100]   What would be the guiding principles? You mentioned self-direction and voluntary learning about areas of interest.
[00:02:58.100 --> 00:03:03.100]   What other guiding principles would you give to encourage a parent like me?
[00:03:03.100 --> 00:03:08.100]   Well, first of all, I just want to say I really second what you just said.
[00:03:08.100 --> 00:03:18.100]   It was really an important realization for me, even though I had developed a lot of attitudes about schooling.
[00:03:18.100 --> 00:03:26.100]   It was this first-hand experience, and it was probably around 2007-2008, where I'm tutoring.
[00:03:26.100 --> 00:03:33.100]   I'm working with the cream of the crop high school students in Needham, the wealthy community of Needham, Massachusetts.
[00:03:33.100 --> 00:03:43.100]   Very competitive, all AP kids, and just very generally unmotivated, not curious,
[00:03:43.100 --> 00:03:48.100]   feeling like they're just kind of trudging their way through all of these pursuits.
[00:03:48.100 --> 00:03:56.100]   At the same time, I'm watching in my own family my brother's young daughter, three, four, five years old,
[00:03:56.100 --> 00:04:09.100]   and her insatiable curiosity and this incredible appetite for new information and new experience, and that contrast.
[00:04:09.100 --> 00:04:24.100]   I look at her now, five years later, and it's sad. I wish I could have intervened more or been more influential in one way or another.
[00:04:24.100 --> 00:04:27.100]   It's very difficult to do with other people's kids.
[00:04:27.100 --> 00:04:37.100]   She is starting to look more like those 16, 17, and 18-year-olds than she looked when she was three.
[00:04:37.100 --> 00:04:44.100]   It was night and day when she was three, but now I say, "What's new? What are you doing?"
[00:04:44.100 --> 00:04:51.100]   Nothing. Where's the device that will distract me from social interaction?
[00:04:51.100 --> 00:04:53.100]   It's frustrating.
[00:04:53.100 --> 00:05:11.100]   As far as your question is concerned, I think that people should first know their options for what exists outside of the government school, the public school program.
[00:05:11.100 --> 00:05:16.100]   Obviously, the first thing is private school. A lot of people might say, "I can't do it. I can't afford it."
[00:05:16.100 --> 00:05:20.100]   I would investigate voucher programs where you live.
[00:05:20.100 --> 00:05:22.100]   Are you familiar with vouchers?
[00:05:22.100 --> 00:05:25.100]   I am, yes, but go ahead and give a quick overview.
[00:05:25.100 --> 00:05:33.100]   I'm kind of philosophically opposed to the idea of vouchers because I think they would actually expand state control.
[00:05:33.100 --> 00:05:45.100]   But if people are looking for a quick fix and the system exists and it can help your child find a better educational experience, it might be, for some people, something that's worth investigating.
[00:05:45.100 --> 00:05:52.100]   There's a good resource called Federation for Children. It's federationforchildren.org.
[00:05:52.100 --> 00:05:56.100]   One of the headings on their page is "EdChoice 101."
[00:05:56.100 --> 00:06:09.100]   You can go and search and find out some of the facts, new legislation, what's available in your state as far as programs.
[00:06:09.100 --> 00:06:19.100]   I do know that it was over 300,000 children participating in private school voucher programs during the last school year.
[00:06:19.100 --> 00:06:23.100]   That's pretty significant.
[00:06:23.100 --> 00:06:34.100]   People would also be surprised. Private school tuitions are often lower than what the cost is to taxpayers to send someone to public school.
[00:06:34.100 --> 00:06:39.100]   Obviously, if you're a homeowner, there's no way out of funding the public school in your district.
[00:06:39.100 --> 00:06:46.100]   But if there is a voucher program, that money could be reallocated. It's worth investigating.
[00:06:46.100 --> 00:07:08.100]   My fear with voucher programs is if people can use taxpayer money, which the school establishment and the teachers' union see as their money that they earn, and it can be sent to private institutions that would be framed as unaccountable, not having the same rigorous standards as the public system,
[00:07:08.100 --> 00:07:16.100]   then we could see expanding state and federal control over private institutions.
[00:07:16.100 --> 00:07:32.100]   But we could also see the possibility—and I hope this doesn't sound like a slippery slope argument here—but I think there's also a real possibility that the unions could want to invade private schools and get those people in their ranks as well.
[00:07:32.100 --> 00:07:39.100]   Let's leave the voucher conversation there. It's a valuable conversation.
[00:07:39.100 --> 00:07:49.100]   I struggle personally with the question of, "Is it better to move a little bit in that direction, or is it better to be hardcore?"
[00:07:49.100 --> 00:07:58.100]   Do you support something like the voucher program because you say, "Oh, well, maybe it'll bring people more choice, and then that'll allow them to do that," or do you stick hardcore to principles?
[00:07:58.100 --> 00:08:01.100]   I still have never been able to figure out how to settle that.
[00:08:01.100 --> 00:08:11.100]   But for the purpose of today's show, I love talking about the politics of things, but let's leave it on the checkout vouchers.
[00:08:11.100 --> 00:08:28.100]   And then one other comment on that. What I'm seeing here—and I'm interested in knowing if you've seen this from a national perspective—I have been finding that here where I live in West Palm Beach, Florida, that some of the charter schools that are coming out are really not in the mainstream.
[00:08:28.100 --> 00:08:33.100]   And so the charter schools are funded. They are official public schools.
[00:08:33.100 --> 00:08:44.100]   But what's interesting is that I think many of the teachers that are still involved within the system and the administrators have looked at things and said, "Look, this isn't working, so we're going to apply something different."
[00:08:44.100 --> 00:08:58.100]   And they've been able to start charter schools, whether it's the most well-known different approach would be—in my area, Montessori schools are very popular, and many of them are tax-funded.
[00:08:58.100 --> 00:09:09.100]   It doesn't solve the tax-funded political philosophical issue that you and I both share and the point of theft at the point of a gun, as I would say.
[00:09:09.100 --> 00:09:25.100]   But ignoring that for a moment and just focusing on solutions, I find that even for parents here locally, there are some charter schools that seem very different than the mainstream industrial school system as it is designed.
[00:09:25.100 --> 00:09:31.100]   And maybe that might be a resource for those who aren't ready to go farther out.
[00:09:31.100 --> 00:09:34.100]   What do you think? Are you seeing that across the country?
[00:09:34.100 --> 00:09:46.100]   It's tough to say. I haven't had a lot of faith in charter schools, but I understand there's probably a considerable degree of variance from place to place.
[00:09:46.100 --> 00:09:53.100]   I know mostly about what's going on in New Hampshire and Massachusetts. Those are the states where I've lived and worked.
[00:09:53.100 --> 00:10:10.100]   My point with the private school thing—or I guess we could add charter schools to that—is people should investigate the options. They should see what the laws are in their area, in their state, and go from there.
[00:10:10.100 --> 00:10:15.100]   It would be my third—of the three options that I'm going to give, that's number three.
[00:10:15.100 --> 00:10:17.100]   Agreed. Agreed. A hundred percent.
[00:10:17.100 --> 00:10:26.100]   Another private school option that is surprisingly affordable, and more of them seem to be popping up around the country, is Sudbury schools.
[00:10:26.100 --> 00:10:28.100]   I've never heard of that. What's that?
[00:10:28.100 --> 00:10:38.100]   Sudbury schools basically use this self-directed or unschooling model where students have essentially complete responsibility over their own education.
[00:10:38.100 --> 00:10:53.100]   The benefit, and I think one of the reasons why maybe this is thriving, is that it's a physical location where parents can send their students for essentially an unschooling experience.
[00:10:53.100 --> 00:11:05.100]   You're going to pay for it. I think we went toward the original Sudbury school, which is near Framingham, Massachusetts, which is outside of Boston.
[00:11:05.100 --> 00:11:10.100]   There were things we liked. There were things we didn't like.
[00:11:10.100 --> 00:11:19.100]   It was obviously very affordable compared to the cost of Massachusetts public education per pupil, which is approaching probably $20,000 a year.
[00:11:19.100 --> 00:11:20.100]   Wow.
[00:11:20.100 --> 00:11:27.100]   I think their tuition was somewhere around $5,000, $6,000, $7,000, $8,000 a year for Sudbury.
[00:11:27.100 --> 00:11:45.100]   Obviously, students go there, they decide what to do with their time, and the school is basically managed through a direct democracy where students and staff basically have equal say.
[00:11:45.100 --> 00:11:51.100]   Hiring and firing of school personnel is actually done by votes that involve students.
[00:11:51.100 --> 00:11:52.100]   Really? Interesting.
[00:11:52.100 --> 00:11:57.100]   I don't love the whole tyranny of the majority thing.
[00:11:57.100 --> 00:11:59.100]   Right. That makes me uncomfortable, too.
[00:11:59.100 --> 00:12:08.100]   There is a curriculum of collectivism going on there, even if it's subtle. I guess it's not so subtle.
[00:12:08.100 --> 00:12:12.100]   But that's something that I think parents could deal with at home.
[00:12:12.100 --> 00:12:21.100]   It's a pretty barbaric idea that because one group is bigger than the other group, they're in charge of that group or they decide what's good for that group.
[00:12:21.100 --> 00:12:25.100]   It goes back to "I have the bigger stick."
[00:12:25.100 --> 00:12:33.100]   I'm not a fan of the direct democracy aspect of Sudbury School, but some aspects of life are democratic.
[00:12:33.100 --> 00:12:42.100]   If you're with six friends and five of them want Chinese food and you want Indian food and you want to continue to be with them, you have Chinese food.
[00:12:42.100 --> 00:12:52.100]   There is a give and take democratic aspect to life, I guess, in some cases.
[00:12:52.100 --> 00:13:00.100]   But I think that if people had a problem with that aspect of the school, they could counter it with lessons at home.
[00:13:00.100 --> 00:13:07.100]   Like, why democracy is not ideal, why individualism is superior to collectivism.
[00:13:07.100 --> 00:13:16.100]   We went and saw the Sudbury School, like I said, and we were just a little antsy around this whole democratic thing.
[00:13:16.100 --> 00:13:21.100]   The third option would be home education.
[00:13:21.100 --> 00:13:26.100]   A lot of people would say, "I can't do this." "Hey, that's nice that people can do this." "I gotta work."
