
[00:00:00.000 --> 00:00:02.540]   (upbeat music)
[00:00:02.540 --> 00:00:05.480]   - Hello, and welcome to another episode of All The Hacks,
[00:00:05.480 --> 00:00:08.520]   a show about upgrading your life, money, and travel.
[00:00:08.520 --> 00:00:09.840]   I'm your host, Chris Hutchins,
[00:00:09.840 --> 00:00:12.440]   and each week I sit down with the world's best experts
[00:00:12.440 --> 00:00:14.740]   to learn the strategies, tactics, and frameworks
[00:00:14.740 --> 00:00:16.040]   that shape their success.
[00:00:16.040 --> 00:00:17.260]   Now, one of the things about money
[00:00:17.260 --> 00:00:19.000]   that I've always been fascinated by
[00:00:19.000 --> 00:00:21.600]   is how wealthy people manage their finances
[00:00:21.600 --> 00:00:22.920]   and invest their money.
[00:00:22.920 --> 00:00:24.880]   And thanks to today's guests,
[00:00:24.880 --> 00:00:26.980]   I've been able to peek behind the curtain.
[00:00:26.980 --> 00:00:28.720]   I'm talking with Tad Fallows,
[00:00:28.720 --> 00:00:30.580]   who's become an expert on the topic
[00:00:30.580 --> 00:00:32.200]   since co-founding Long Angle,
[00:00:32.200 --> 00:00:35.080]   an online community for high net worth investors.
[00:00:35.080 --> 00:00:38.400]   It all started when his company was acquired in 2016,
[00:00:38.400 --> 00:00:41.040]   and he and his co-founder were abruptly confronted
[00:00:41.040 --> 00:00:43.200]   with a bunch of personal finance questions.
[00:00:43.200 --> 00:00:44.700]   So they created Long Angle,
[00:00:44.700 --> 00:00:47.920]   which has grown to become a diverse group of 1,000 members
[00:00:47.920 --> 00:00:50.200]   and offers a private online community
[00:00:50.200 --> 00:00:52.940]   where people can discuss a wide variety of issues
[00:00:52.940 --> 00:00:55.680]   from asset allocation to taxes, philanthropy,
[00:00:55.680 --> 00:00:58.560]   insurance, raising kids, and more.
[00:00:58.560 --> 00:01:00.440]   The community has no membership fees,
[00:01:00.440 --> 00:01:03.200]   no advertising, and no selling of member data.
[00:01:03.200 --> 00:01:05.240]   I wanted to invite Tad to join me
[00:01:05.240 --> 00:01:07.840]   to shed some light on the money and investment habits
[00:01:07.840 --> 00:01:09.260]   of wealthy investors
[00:01:09.260 --> 00:01:11.040]   by walking through the 2022
[00:01:11.040 --> 00:01:13.320]   Long Angle Portfolio Benchmarking Survey
[00:01:13.320 --> 00:01:15.200]   that he's releasing today
[00:01:15.200 --> 00:01:18.600]   to break down the mysterious world of alternative assets
[00:01:18.600 --> 00:01:20.200]   and teach you about some of the assets
[00:01:20.200 --> 00:01:21.680]   you might never have considered.
[00:01:21.680 --> 00:01:24.320]   Also to share some of our favorite real estate
[00:01:24.320 --> 00:01:26.480]   and home buying hacks and a lot more.
[00:01:26.480 --> 00:01:28.480]   So let's get started after this.
[00:01:28.480 --> 00:01:29.360]   - Hey, everybody.
[00:01:29.360 --> 00:01:30.760]   In my conversation with Tad,
[00:01:30.760 --> 00:01:33.280]   we talk a lot about alternative assets,
[00:01:33.280 --> 00:01:34.640]   one of which is crypto.
[00:01:34.640 --> 00:01:36.660]   And in light of all that's going on right now,
[00:01:36.660 --> 00:01:38.600]   I wanted to share a few things.
[00:01:38.600 --> 00:01:39.520]   As some of you know,
[00:01:39.520 --> 00:01:42.160]   BlockFi was a previous sponsor of the show
[00:01:42.160 --> 00:01:45.080]   and I use their platform to store all my crypto.
[00:01:45.080 --> 00:01:48.520]   I liked that they were domiciled and regulated in the U.S.
[00:01:48.520 --> 00:01:51.120]   And personally, I spent a lot of time talking to their team
[00:01:51.120 --> 00:01:53.000]   and reading their transparency reports
[00:01:53.000 --> 00:01:55.520]   to maintain my comfort using their platform
[00:01:55.520 --> 00:01:57.620]   for a meaningful amount of our money.
[00:01:57.620 --> 00:02:00.160]   I'm recording this on the morning of 11/15
[00:02:00.160 --> 00:02:03.600]   and after the downfall of crypto exchange FTX,
[00:02:03.600 --> 00:02:06.520]   BlockFi put a hold on all customer withdrawals,
[00:02:06.520 --> 00:02:08.960]   leaving many people, myself included,
[00:02:08.960 --> 00:02:11.240]   with lots of their crypto on the platform.
[00:02:11.240 --> 00:02:14.320]   Although BlockFi publicly communicated normal operations
[00:02:14.320 --> 00:02:18.040]   during FTX's collapse, that is no longer the case.
[00:02:18.040 --> 00:02:21.120]   Yesterday, BlockFi said they did not have a majority
[00:02:21.120 --> 00:02:23.480]   of their assets custodied at FTX,
[00:02:23.480 --> 00:02:26.440]   but that they still have significant exposure to FTX
[00:02:26.440 --> 00:02:28.060]   and their related entities.
[00:02:28.060 --> 00:02:30.180]   They also said that there are a number of scenarios
[00:02:30.180 --> 00:02:31.400]   that may be available to them
[00:02:31.400 --> 00:02:32.500]   and they're doing the work now
[00:02:32.500 --> 00:02:34.580]   to determine the best path forward.
[00:02:34.580 --> 00:02:35.780]   I honestly don't quite know
[00:02:35.780 --> 00:02:37.260]   what to make of those statements yet,
[00:02:37.260 --> 00:02:40.700]   but I'm really angry about the way this was all handled
[00:02:40.700 --> 00:02:43.340]   and communicated and I am certainly not happy
[00:02:43.340 --> 00:02:45.440]   about the financial situation they've put me
[00:02:45.440 --> 00:02:46.940]   and many others in.
[00:02:46.940 --> 00:02:48.740]   As for what I'm gonna do about it,
[00:02:48.740 --> 00:02:51.060]   I've taken screenshots of all of my balances
[00:02:51.060 --> 00:02:53.620]   and I've downloaded my full transaction history.
[00:02:53.620 --> 00:02:54.460]   At the end of the day,
[00:02:54.460 --> 00:02:56.600]   I truly hope that they're able to find a way
[00:02:56.600 --> 00:02:57.440]   through all of this
[00:02:57.440 --> 00:02:59.760]   that results in everyone getting back their money.
[00:02:59.760 --> 00:03:01.160]   And given all of this,
[00:03:01.160 --> 00:03:03.600]   I hope that a big takeaway from today's episode
[00:03:03.600 --> 00:03:05.440]   is that while many investors are seeking
[00:03:05.440 --> 00:03:09.000]   to add alternative assets like crypto to their portfolio,
[00:03:09.000 --> 00:03:11.400]   the entire category comes with more risk
[00:03:11.400 --> 00:03:13.160]   than most traditional investments
[00:03:13.160 --> 00:03:14.460]   and should only be considered
[00:03:14.460 --> 00:03:16.080]   for those comfortable with that risk.
[00:03:16.080 --> 00:03:18.120]   All right, let's get on to the episode.
[00:03:18.120 --> 00:03:20.040]   - Chris Hutchins works at Wealthfront.
[00:03:20.040 --> 00:03:22.180]   All opinions expressed by Chris and his guests
[00:03:22.180 --> 00:03:23.380]   are solely their own opinions
[00:03:23.380 --> 00:03:25.760]   and do not reflect the opinion of Wealthfront.
[00:03:25.760 --> 00:03:27.800]   This podcast is for informational purposes only
[00:03:27.800 --> 00:03:30.560]   and should not be relied upon for investment decisions.
[00:03:30.560 --> 00:03:31.960]   - Tad, welcome to the show.
[00:03:31.960 --> 00:03:32.840]   - So excited to be here.
[00:03:32.840 --> 00:03:34.160]   Thank you for having me.
[00:03:34.160 --> 00:03:37.000]   - Yeah, so I'm gonna just start and ask you a question
[00:03:37.000 --> 00:03:39.280]   and we'll get into a lot of why you're an expert here,
[00:03:39.280 --> 00:03:42.280]   but what do you think the most common misconception is
[00:03:42.280 --> 00:03:45.320]   around how wealthy people, high net worth people
[00:03:45.320 --> 00:03:47.560]   are spending and managing their money?
[00:03:47.560 --> 00:03:49.480]   - I don't know if this is a misconception or not,
[00:03:49.480 --> 00:03:52.140]   but what struck me is different
[00:03:52.140 --> 00:03:54.240]   from honestly the way I do things myself
[00:03:54.240 --> 00:03:56.320]   and the way I see a lot of other people do things
[00:03:56.320 --> 00:03:58.360]   maybe who are not in the high net worth demographic
[00:03:58.360 --> 00:04:01.000]   is how light on debt they are.
[00:04:01.000 --> 00:04:03.520]   We do a benchmarking survey where we look at overall
[00:04:03.520 --> 00:04:05.400]   how people allocate their portfolios
[00:04:05.400 --> 00:04:07.120]   and how much debt they hold and that sort of thing.
[00:04:07.120 --> 00:04:10.640]   And I would say a full 50% of the members of our group
[00:04:10.640 --> 00:04:13.440]   don't have any debt of any sort on their house.
[00:04:13.440 --> 00:04:15.560]   A quarter of them don't own a primary residence at all
[00:04:15.560 --> 00:04:18.120]   and then another quarter own their residence outright.
[00:04:18.120 --> 00:04:20.360]   And I think it's 80% of members
[00:04:20.360 --> 00:04:23.060]   have less than 25% of their assets is debt.
[00:04:23.060 --> 00:04:25.020]   To kind of put that in concrete terms,
[00:04:25.020 --> 00:04:26.300]   if you had 10 million of assets,
[00:04:26.300 --> 00:04:28.180]   it would mean that you had less than 2 million of debt.
[00:04:28.180 --> 00:04:29.700]   And I think if you look at general stats
[00:04:29.700 --> 00:04:31.500]   about the American population, et cetera,
[00:04:31.500 --> 00:04:34.180]   you've got a much higher debt to assets ratio
[00:04:34.180 --> 00:04:35.860]   than you see among this group.
[00:04:35.860 --> 00:04:37.340]   And it's not that it's a risk averse group.
[00:04:37.340 --> 00:04:39.780]   These are people who have started companies,
[00:04:39.780 --> 00:04:41.780]   work at hedge funds, work in venture capital,
[00:04:41.780 --> 00:04:43.660]   people who are willing to take a lot of risk.
[00:04:43.660 --> 00:04:45.220]   But I think one of the reasons
[00:04:45.220 --> 00:04:46.180]   they're comfortable taking that risk
[00:04:46.180 --> 00:04:48.180]   is they go quite light on debt or leverage,
[00:04:48.180 --> 00:04:49.340]   however you wanna phrase it.
[00:04:49.340 --> 00:04:51.400]   - We're gonna get to this benchmarking survey,
[00:04:51.400 --> 00:04:53.080]   but I just wanna talk a little about LongAngle.
[00:04:53.080 --> 00:04:55.440]   So can you talk a little about what it is
[00:04:55.440 --> 00:04:56.820]   and why you started it?
[00:04:56.820 --> 00:04:57.660]   - Yeah, sure.
[00:04:57.660 --> 00:04:59.240]   So I started this group about two years ago
[00:04:59.240 --> 00:05:00.320]   with my friend Sriram.
[00:05:00.320 --> 00:05:01.800]   We've been friends actually since,
[00:05:01.800 --> 00:05:02.960]   I think freshman year of high school.
[00:05:02.960 --> 00:05:04.360]   I remember watching the Smurfs with him
[00:05:04.360 --> 00:05:05.440]   after school some days.
[00:05:05.440 --> 00:05:08.280]   But what led us to start this is that shortly after college,
[00:05:08.280 --> 00:05:09.720]   we were both in consulting and then decided
[00:05:09.720 --> 00:05:11.400]   we wanted to kind of give it a try ourselves
[00:05:11.400 --> 00:05:12.440]   of starting our own company.
[00:05:12.440 --> 00:05:14.040]   So we started a software company
[00:05:14.040 --> 00:05:17.520]   and we ran that for about 10 years and we bootstrapped it,
[00:05:17.520 --> 00:05:19.180]   which means we basically didn't take
[00:05:19.180 --> 00:05:20.700]   any outside venture capital.
[00:05:20.700 --> 00:05:21.540]   And in practical terms,
[00:05:21.540 --> 00:05:23.180]   it meant we didn't make any money ourselves
[00:05:23.180 --> 00:05:24.500]   or didn't take any salary out of it.
[00:05:24.500 --> 00:05:27.500]   We just rolled every dollar we made back into the company.
[00:05:27.500 --> 00:05:28.760]   And then after about 10 years,
