
[00:00:00.000 --> 00:00:03.000]   [MUSIC PLAYING]
[00:00:03.000 --> 00:00:05.520]   So welcome, everyone, to my webinar.
[00:00:05.520 --> 00:00:09.200]   And today, we're going to talk about the Sable Baselines 3
[00:00:09.200 --> 00:00:11.720]   integration with Weights and Biases.
[00:00:11.720 --> 00:00:14.080]   And by the end of the webinar, you'll
[00:00:14.080 --> 00:00:17.160]   learn how to use Sable Baselines 3 to conduct
[00:00:17.160 --> 00:00:18.800]   reinforcement learning experiments
[00:00:18.800 --> 00:00:21.720]   and how to use Weights and Biases to keep track
[00:00:21.720 --> 00:00:25.360]   of the metrics and the videos of the agents playing the game.
[00:00:25.360 --> 00:00:29.000]   So here is the agenda for the talk today.
[00:00:29.000 --> 00:00:34.120]   So we're going to talk about what Weights and Biases is.
[00:00:34.120 --> 00:00:37.360]   We're going to talk about what Sable Baselines is.
[00:00:37.360 --> 00:00:40.360]   And I'll talk about the recent integration we made.
[00:00:40.360 --> 00:00:44.120]   Then we'll go into a live demo with a Colab notebook.
[00:00:44.120 --> 00:00:47.720]   And lastly, I'll also showcase how
[00:00:47.720 --> 00:00:49.280]   you can use Weights and Biases UI
[00:00:49.280 --> 00:00:51.440]   to do a lot of experiment analysis
[00:00:51.440 --> 00:00:52.480]   in a really easy fashion.
[00:00:55.760 --> 00:00:59.440]   So before talking about what Weights and Biases is,
[00:00:59.440 --> 00:01:01.400]   what Sable Baselines 3 is, I want
[00:01:01.400 --> 00:01:03.920]   to give you a little context of doing research
[00:01:03.920 --> 00:01:05.800]   in reinforcement learning.
[00:01:05.800 --> 00:01:11.440]   So overall, as a PhD student, at the start of my PhD program,
[00:01:11.440 --> 00:01:16.000]   I was really trying to find ways of how I can do reinforcement
[00:01:16.000 --> 00:01:16.840]   learning research.
[00:01:16.840 --> 00:01:20.480]   And it was very quick before I realized managing RL experiments
[00:01:20.480 --> 00:01:21.480]   can be a pain.
[00:01:21.480 --> 00:01:24.360]   There's a lot of problems on the reproducibility side.
[00:01:24.360 --> 00:01:26.800]   If you don't record your hyperparameters,
[00:01:26.800 --> 00:01:30.520]   your commands that was used to produce the experiment,
[00:01:30.520 --> 00:01:33.440]   if you don't record the software dependency,
[00:01:33.440 --> 00:01:36.240]   then it's very possible that after just a few months,
[00:01:36.240 --> 00:01:38.640]   you wouldn't be able to reproduce your experiment
[00:01:38.640 --> 00:01:39.560]   anymore.
[00:01:39.560 --> 00:01:43.400]   There's also a lot of issue with analysis and visualization.
[00:01:43.400 --> 00:01:47.560]   How you set up, how you save the plots and data
[00:01:47.560 --> 00:01:50.120]   can be problematic sometimes, and how
[00:01:50.120 --> 00:01:52.520]   you view them aggregately.
[00:01:52.520 --> 00:01:56.360]   Those are all little problems, but in aggregate,
[00:01:56.360 --> 00:01:59.800]   they become somewhat of pain for research.
[00:01:59.800 --> 00:02:02.120]   And there's also the reliability concern
[00:02:02.120 --> 00:02:05.360]   with doing reinforcement learning research.
[00:02:05.360 --> 00:02:07.880]   There are thousands of reinforcement learning
[00:02:07.880 --> 00:02:10.960]   implementations out there, but we
[00:02:10.960 --> 00:02:14.880]   know that RL algorithms can be quite sensitive to implementation
[00:02:14.880 --> 00:02:16.440]   details.
[00:02:16.440 --> 00:02:19.920]   So today, I'll talk about how Weights and Biases will
[00:02:19.920 --> 00:02:23.000]   help address the reproducibility challenge, the challenge
[00:02:23.000 --> 00:02:26.320]   with analysis and visualization, and how stable baselines will
[00:02:26.320 --> 00:02:27.920]   address the reliability.
[00:02:27.920 --> 00:02:34.440]   So let's talk about Weights and Biases in a nutshell.
[00:02:34.440 --> 00:02:40.920]   So I will actually share a video from my colleague, Charles,
[00:02:40.920 --> 00:02:43.280]   because he has done a really great video just
[00:02:43.280 --> 00:02:45.120]   to showcase all of the features.
[00:02:45.120 --> 00:02:47.040]   So let me go ahead and share the video.
[00:02:47.040 --> 00:02:55.360]   [VIDEO PLAYBACK]
[00:02:55.360 --> 00:02:57.360]   - Weights and Biases is the developer stack
[00:02:57.360 --> 00:02:59.000]   for machine learning practitioners.
[00:02:59.000 --> 00:03:00.920]   Use these lightweight, interoperable tools
[00:03:00.920 --> 00:03:03.520]   for the entire lifecycle of your machine learning projects--
[00:03:03.520 --> 00:03:06.120]   experiment tracking, hyperparameter optimization,
[00:03:06.120 --> 00:03:09.120]   data set and model versioning, even sharing results.
[00:03:09.120 --> 00:03:12.560]   WB is trusted by over 70,000 machine learning practitioners,
[00:03:12.560 --> 00:03:15.400]   delivering better medicine, safer self-driving cars,
[00:03:15.400 --> 00:03:17.800]   more sustainable farming, technologies that build
[00:03:17.800 --> 00:03:19.320]   a better collective future.
[00:03:19.320 --> 00:03:21.120]   You can easily capture all the information
[00:03:21.120 --> 00:03:22.960]   you need to make your models reproducible.
[00:03:22.960 --> 00:03:24.640]   Your future self will thank you.
[00:03:24.640 --> 00:03:26.840]   Start with tracking metrics for a single experiment,
[00:03:26.840 --> 00:03:28.300]   then compare hundreds of experiments,
[00:03:28.300 --> 00:03:29.800]   visualize thousands of predictions,
[00:03:29.800 --> 00:03:31.760]   and share the insights you've gained.
[00:03:31.760 --> 00:03:33.800]   Take your existing ML code, regardless
[00:03:33.800 --> 00:03:36.680]   of what framework you're using, add a lightweight WNB
[00:03:36.680 --> 00:03:39.920]   integration, and quickly get live metrics, terminal logs,
[00:03:39.920 --> 00:03:43.080]   and system stats streamed to the centralized dashboard.
[00:03:43.080 --> 00:03:46.240]   WNB also organizes the results of entire projects.
[00:03:46.240 --> 00:03:48.640]   Even if you and your team tried thousands of experiments,
[00:03:48.640 --> 00:03:51.320]   you can still painlessly access the results in a single place,
[00:03:51.320 --> 00:03:54.200]   from any device, at any time, and query and filter results
[00:03:54.200 --> 00:03:55.840]   to spot issues and trends.
[00:03:55.840 --> 00:03:57.760]   Track your progress towards the optimal model,
[00:03:57.760 --> 00:03:59.640]   take notes on your results across experiments,
[00:03:59.640 --> 00:04:01.560]   and share findings with collaborators.
[00:04:01.560 --> 00:04:03.640]   Capture the valuable research efforts and insights
[00:04:03.640 --> 00:04:06.840]   that are often lost over time, or when a team member leaves.
[00:04:06.840 --> 00:04:08.920]   Everything is built to empower collaboration.
[00:04:08.920 --> 00:04:10.260]   Just imagine what your team could
[00:04:10.260 --> 00:04:12.320]   do with a shared tool for data set versioning,
[00:04:12.320 --> 00:04:14.960]   model management, experiment tracking, and hyperparameter
[00:04:14.960 --> 00:04:15.880]   schemes.
[00:04:15.880 --> 00:04:17.960]   That's a quick summary of Weights and Biases,
[00:04:17.960 --> 00:04:19.520]   the flexible, lightweight developer
[00:04:19.520 --> 00:04:21.560]   stack for machine learning practitioners.
[00:04:21.560 --> 00:04:24.400]   Get started now, and see live results in just five minutes.
[00:04:24.400 --> 00:04:34.060]   Cool.
[00:04:34.060 --> 00:04:38.400]   So that's basically a Weights and Biases in a nutshell.
[00:04:38.400 --> 00:04:41.240]   Let me go ahead and share my screen again.
[00:04:41.240 --> 00:04:50.600]   And then you can always go to the Weights and Biases website.
[00:04:50.600 --> 00:04:53.400]   I think we do-- our marketing team does a great job
[00:04:53.400 --> 00:04:57.400]   in listing all of the features, and you
