
[00:00:00.000 --> 00:00:03.120]   [MUSIC PLAYING]
[00:00:03.120 --> 00:00:05.560]   I'm thrilled to introduce our next and final speaker,
[00:00:05.560 --> 00:00:06.580]   Andrej Karpathy.
[00:00:06.580 --> 00:00:08.760]   I think Karpathy probably needs no introduction.
[00:00:08.760 --> 00:00:12.840]   Most of us have probably watched his YouTube videos at length.
[00:00:12.840 --> 00:00:17.620]   But he's renowned for his research in deep learning.
[00:00:17.620 --> 00:00:20.800]   He designed the first deep learning class at Stanford,
[00:00:20.800 --> 00:00:23.440]   was part of the founding team at OpenAI,
[00:00:23.440 --> 00:00:25.640]   led the computer vision team at Tesla,
[00:00:25.640 --> 00:00:27.480]   and is now a mystery man again, now
[00:00:27.480 --> 00:00:28.800]   that he has just left OpenAI.
[00:00:28.800 --> 00:00:30.360]   So we're very lucky to have you here.
[00:00:30.360 --> 00:00:32.520]   I think, Andrej, you've been such a dream speaker.
[00:00:32.520 --> 00:00:34.940]   And so we're excited to have you and Stephanie close out
[00:00:34.940 --> 00:00:35.800]   the day.
[00:00:35.800 --> 00:00:37.280]   Thank you.
[00:00:37.280 --> 00:00:42.240]   [APPLAUSE]
[00:00:42.240 --> 00:00:44.320]   Andrej's first reaction as we walked up here
[00:00:44.320 --> 00:00:46.600]   was, oh my god, to his picture.
[00:00:46.600 --> 00:00:48.140]   It's like a very intimidating photo.
[00:00:48.140 --> 00:00:51.680]   I don't know what year it was taken, but he's impressed.
[00:00:51.680 --> 00:00:53.000]   OK, amazing.
[00:00:53.000 --> 00:00:55.440]   Andrej, thank you so much for joining us today,
[00:00:55.440 --> 00:00:57.080]   and welcome back.
[00:00:57.080 --> 00:00:59.480]   Thank you.
[00:00:59.480 --> 00:01:02.360]   Fun fact that most people don't actually know--
[00:01:02.360 --> 00:01:07.960]   how many folks here know where OpenAI's original office was?
[00:01:07.960 --> 00:01:10.480]   It's amazing.
[00:01:10.480 --> 00:01:11.840]   Nick?
[00:01:11.840 --> 00:01:13.200]   I'm going to guess right here.
[00:01:13.200 --> 00:01:13.840]   Right here.
[00:01:13.840 --> 00:01:18.440]   Right here on the opposite side of our San Francisco office,
[00:01:18.440 --> 00:01:20.560]   where actually many of you guys were just in huddles.
[00:01:20.560 --> 00:01:22.560]   So this is fun for us, because it brings us back
[00:01:22.560 --> 00:01:25.000]   to our roots, back when I first started at Sequoia,
[00:01:25.000 --> 00:01:29.040]   and when Andrej first started co-founding OpenAI.
[00:01:29.040 --> 00:01:32.120]   Andrej, in addition to living out the Willy Wonka,
[00:01:32.120 --> 00:01:34.900]   working atop a chocolate factory dream,
[00:01:34.900 --> 00:01:37.280]   what were some of your favorite moments working from here?
[00:01:37.280 --> 00:01:39.640]   Yeah, so OpenAI was right there.
[00:01:39.640 --> 00:01:41.960]   And this was the first office after, I guess,
[00:01:41.960 --> 00:01:44.960]   Greg's apartment, which maybe doesn't count.
[00:01:44.960 --> 00:01:46.960]   And so, yeah, we spent maybe two years here.
[00:01:46.960 --> 00:01:48.840]   And the chocolate factory was just downstairs,
[00:01:48.840 --> 00:01:50.640]   so it always smelled really nice.
[00:01:50.640 --> 00:01:55.360]   And yeah, I guess the team was 10, 20 plus.
[00:01:55.360 --> 00:01:58.960]   And yeah, we had a few very fun episodes here.
[00:01:58.960 --> 00:02:03.760]   One of them was alluded to by Jensen at GTC that happened
[00:02:03.760 --> 00:02:05.800]   just yesterday or two days ago.
[00:02:05.800 --> 00:02:09.280]   So Jensen was describing how he brought the first DGX
[00:02:09.280 --> 00:02:10.820]   and how he delivered it to OpenAI.
[00:02:10.820 --> 00:02:12.320]   So that happened right there.
[00:02:12.320 --> 00:02:13.700]   So that's where we all signed it.
[00:02:13.700 --> 00:02:15.480]   It's in the room over there.
[00:02:15.480 --> 00:02:17.120]   So Andrej needs no introduction, but I
[00:02:17.120 --> 00:02:19.120]   wanted to give a little bit of backstory on some
[00:02:19.120 --> 00:02:20.920]   of his journey to date.
[00:02:20.920 --> 00:02:24.680]   As Sonia had introduced, he was trained by Jeff Hinton and then
[00:02:24.680 --> 00:02:26.240]   Fei-Fei.
[00:02:26.240 --> 00:02:28.400]   His first claim to fame was his deep learning course
[00:02:28.400 --> 00:02:29.840]   at Stanford.
[00:02:29.840 --> 00:02:32.440]   He co-founded OpenAI back in 2015.
[00:02:32.440 --> 00:02:35.040]   In 2017, he was poached by Elon.
[00:02:35.040 --> 00:02:37.040]   I remember this very, very clearly.
[00:02:37.040 --> 00:02:39.960]   For folks who don't remember the context then,
[00:02:39.960 --> 00:02:43.040]   Elon had just transitioned through six different autopilot
[00:02:43.040 --> 00:02:46.040]   leaders, each of whom lasted six months each.
[00:02:46.040 --> 00:02:47.980]   And I remember when Andrej took this job,
[00:02:47.980 --> 00:02:50.480]   I thought, congratulations and good luck.
[00:02:50.480 --> 00:02:56.800]   Not too long after that, he went back to OpenAI
[00:02:56.800 --> 00:02:59.000]   and has been there for the last year.
[00:02:59.000 --> 00:03:01.880]   Now, unlike all the rest of us today,
[00:03:01.880 --> 00:03:05.720]   he is basking in the ultimate glory of freedom
[00:03:05.720 --> 00:03:08.320]   in all time and responsibility.
[00:03:08.320 --> 00:03:10.840]   And so we're really excited to see what you have to share
[00:03:10.840 --> 00:03:11.720]   today.
