
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.320]   - Welcome friends to this episode
[00:00:06.320 --> 00:00:08.960]   of the "Everyday Educator" podcast.
[00:00:08.960 --> 00:00:10.720]   I'm your host, Lisa Bailey,
[00:00:10.720 --> 00:00:14.000]   and I'm excited to spend some time with you today
[00:00:14.000 --> 00:00:17.200]   as we encourage one another, learn together,
[00:00:17.200 --> 00:00:20.000]   and ponder the delights and challenges
[00:00:20.000 --> 00:00:23.520]   that make homeschooling the adventure of a lifetime.
[00:00:23.520 --> 00:00:25.680]   Whether you're just considering
[00:00:25.680 --> 00:00:27.880]   this homeschooling possibility,
[00:00:27.880 --> 00:00:32.180]   or deep into the daily delight of family learning,
[00:00:32.180 --> 00:00:36.000]   I believe you'll enjoy thinking along with us.
[00:00:36.000 --> 00:00:40.860]   But don't forget, although this online community is awesome,
[00:00:40.860 --> 00:00:45.860]   you'll find even closer support in a local CC community.
[00:00:45.860 --> 00:00:50.760]   So go to classicalconversations.com
[00:00:50.760 --> 00:00:55.400]   and find a community near you today.
[00:00:55.400 --> 00:00:58.340]   Well, listeners, I have a treat for you today.
[00:00:58.340 --> 00:01:03.560]   My guest is someone very well-versed
[00:01:03.560 --> 00:01:06.800]   in all things classical conversations
[00:01:06.800 --> 00:01:11.760]   from a young age through his now working adulthood.
[00:01:11.760 --> 00:01:14.760]   We are gonna talk today with Daniel Shirley,
[00:01:14.760 --> 00:01:19.680]   and we are going to be exploring CC+.
[00:01:19.680 --> 00:01:23.880]   I know as many of our families look toward the fall,
[00:01:23.880 --> 00:01:27.520]   believe it or not, summer is more than halfway over.
[00:01:27.520 --> 00:01:31.960]   And as we focus on the academic offerings for the fall
[00:01:31.960 --> 00:01:33.760]   and our family's planning,
[00:01:33.760 --> 00:01:38.100]   many of you with students going into high school
[00:01:38.100 --> 00:01:40.440]   or well into their high school years
[00:01:40.440 --> 00:01:45.240]   have questions about what else is available
[00:01:45.240 --> 00:01:47.440]   academically for your student.
[00:01:47.440 --> 00:01:51.480]   And so we have with us today, Daniel Shirley,
[00:01:51.480 --> 00:01:54.000]   who is the Classical Conversations,
[00:01:54.000 --> 00:01:58.040]   the CC+ Undergraduate Program Manager.
[00:01:58.040 --> 00:02:01.120]   Daniel, thanks for joining me today.
[00:02:01.120 --> 00:02:02.560]   - Yeah, thanks for having me, Lisa.
[00:02:02.560 --> 00:02:03.880]   Glad to be back.
[00:02:03.880 --> 00:02:08.280]   - I am excited about what you're gonna share today.
[00:02:08.280 --> 00:02:10.160]   I will be really honest.
[00:02:10.160 --> 00:02:14.040]   When I first got involved with Classical Conversations,
[00:02:14.040 --> 00:02:17.340]   when my family joined, my girls were young.
[00:02:17.340 --> 00:02:21.240]   I was focused like most young moms and dads
[00:02:21.240 --> 00:02:25.960]   on making it through each day and doing the very best
[00:02:25.960 --> 00:02:30.960]   and providing a wide range of experiences for my children.
[00:02:30.960 --> 00:02:34.920]   And I occasionally looked down the road
[00:02:34.920 --> 00:02:36.120]   to the high school years,
[00:02:36.120 --> 00:02:39.240]   and I had people ask the age old question,
[00:02:39.240 --> 00:02:42.240]   but what will you do when they get to high school?
[00:02:42.240 --> 00:02:45.720]   And I had some answers and some of them were glib
[00:02:45.720 --> 00:02:48.560]   and some of them were well thought out,
[00:02:48.560 --> 00:02:52.680]   but very few of them included dual enrollment.
[00:02:52.680 --> 00:02:56.560]   At that point, I didn't even know what that was probably.
[00:02:56.560 --> 00:03:00.320]   And I have to say it was a long time ago
[00:03:00.320 --> 00:03:02.040]   when I was in that position.
[00:03:02.040 --> 00:03:04.960]   So CC+ did not exist.
[00:03:04.960 --> 00:03:08.040]   And so I am super glad for you to come on
[00:03:08.040 --> 00:03:13.040]   and share with all of us this resource new to some,
[00:03:13.040 --> 00:03:16.560]   but it's been around long enough to be well-established.
[00:03:16.560 --> 00:03:18.920]   This resource, this program
[00:03:18.920 --> 00:03:22.120]   that families can take advantage of.
[00:03:22.120 --> 00:03:25.480]   I wanna start though with your experience
[00:03:25.480 --> 00:03:27.260]   of the CC Challenge Program,
[00:03:27.260 --> 00:03:30.480]   because that's where most of us are coming from,
[00:03:30.480 --> 00:03:34.680]   CC programs that we already understand.
[00:03:34.680 --> 00:03:39.680]   And I know, Daniel, you know the CC Challenge Program
[00:03:39.680 --> 00:03:43.160]   both from the student perspective
[00:03:43.160 --> 00:03:47.120]   and the director/tutor perspective.
[00:03:47.120 --> 00:03:49.720]   Now I'm guessing, actually I know,
[00:03:49.720 --> 00:03:53.280]   that the challenge program was chosen for you.
[00:03:53.280 --> 00:03:55.580]   You didn't exactly choose it.
[00:03:55.580 --> 00:04:00.360]   I know your mom and I know your dad
[00:04:00.360 --> 00:04:04.680]   and I know that they really believed this was the vehicle
[00:04:04.680 --> 00:04:07.880]   for the best possible education for you
[00:04:07.880 --> 00:04:09.200]   and for your siblings.
[00:04:09.200 --> 00:04:10.560]   But let me ask you this,
[00:04:10.560 --> 00:04:14.800]   what did you initially like about the challenge program?
[00:04:14.800 --> 00:04:18.080]   Yeah, I think one of my favorite things
[00:04:18.080 --> 00:04:19.680]   about the challenge program,
[00:04:19.680 --> 00:04:23.720]   especially in the old days when things were still forming,
[00:04:23.720 --> 00:04:26.240]   it really was this heightened sense of,
[00:04:26.240 --> 00:04:29.460]   I would say like discipline equals freedom.
[00:04:29.460 --> 00:04:34.360]   I think I told the story on the last podcast
[00:04:34.360 --> 00:04:37.400]   about when I transitioned from the foundations program
[00:04:37.400 --> 00:04:42.400]   into challenge A and I had that syllabus for the first time,
[00:04:42.400 --> 00:04:45.280]   challenge guide, and it was my birthday,
[00:04:45.280 --> 00:04:46.840]   but I had an assignment due
[00:04:46.840 --> 00:04:49.200]   and I couldn't take my birthday off.
[00:04:49.200 --> 00:04:52.440]   You know, there was this like sense of responsibility
[00:04:52.440 --> 00:04:54.240]   and of completing the work
[00:04:54.240 --> 00:04:57.760]   that I didn't exactly have quite as fleshed out
[00:04:57.760 --> 00:04:59.640]   in the foundations program.
[00:04:59.640 --> 00:05:02.160]   And so moving into the challenge program,
[00:05:02.160 --> 00:05:05.160]   that was really the thing, looking back on it,
[00:05:05.160 --> 00:05:10.160]   that I found very helpful to understand.
[00:05:10.160 --> 00:05:11.680]   If I moved through the work,
[00:05:11.680 --> 00:05:14.300]   if I completed what was necessary
[00:05:14.300 --> 00:05:18.600]   and brought the required artifacts to the community day,
[00:05:18.600 --> 00:05:21.320]   I was free in some sense.
[00:05:21.320 --> 00:05:23.920]   As soon as I completed those steps,
[00:05:23.920 --> 00:05:27.080]   I then had my time to do with what I would like.
[00:05:27.080 --> 00:05:29.260]   And I feel like that's a principle
[00:05:29.260 --> 00:05:33.320]   that carries pretty well into the adult world, right?
[00:05:33.320 --> 00:05:37.560]   Although the responsibility has become more numerous, so.
[00:05:37.560 --> 00:05:38.520]   - I love that.
[00:05:38.520 --> 00:05:41.520]   I love that, Daniel, that what you're saying is,
[00:05:41.520 --> 00:05:44.800]   I mean, and it makes sense from the perspective
[00:05:44.800 --> 00:05:47.600]   of a young student,
[00:05:47.600 --> 00:05:51.040]   the academics were maybe not what you loved the most,
[00:05:51.040 --> 00:05:54.080]   but I love that you chose to show us
[00:05:54.080 --> 00:05:59.040]   a life skill, a life perspective.
[00:05:59.040 --> 00:06:02.840]   The challenge program teaches us more than how to be smart
[00:06:02.840 --> 00:06:07.840]   and how to learn even, learn in an academic sense.
[00:06:07.840 --> 00:06:13.440]   I like that you reminded us
[00:06:13.440 --> 00:06:15.360]   that part of what our students learn
[00:06:15.360 --> 00:06:17.680]   is how to manage themselves.
[00:06:17.680 --> 00:06:19.280]   And you know, you're right.
