
[00:00:00.000 --> 00:00:05.000]   (Music)
[00:00:05.000 --> 00:00:10.000]   Pastor John, my name is Jeremy and I am a college student living in Arlington, Texas.
[00:00:10.000 --> 00:00:15.000]   I love the Word of God and it often takes me a long time for me to read through a book of the Bible.
[00:00:15.000 --> 00:00:19.000]   In episode number 127, you mentioned slowing down in the rose garden,
[00:00:19.000 --> 00:00:22.000]   which has been so beneficial and wonderful.
[00:00:22.000 --> 00:00:27.000]   However, as a Christian who did not grow up in the church, I'm not familiar with all the Bible.
[00:00:27.000 --> 00:00:32.000]   So how do I both stop and enjoy God's truth one verse at a time,
[00:00:32.000 --> 00:00:37.000]   but also satisfy this desire to know the Bible as a whole?
[00:00:37.000 --> 00:00:39.000]   Pastor John, what would you say?
[00:00:39.000 --> 00:00:45.000]   I love the desire. Amen. Amen.
[00:00:45.000 --> 00:00:52.000]   I have something to suggest to Jeremy, but first let me say a word about depth and breadth.
[00:00:52.000 --> 00:00:58.000]   Because we all struggle with this. The balancing, if that's even the right word,
[00:00:58.000 --> 00:01:03.000]   between going deep with the Bible and going broad with the Bible.
[00:01:03.000 --> 00:01:09.000]   What do we even mean by that? I want to just say a word about that and then give a concrete piece of advice.
[00:01:09.000 --> 00:01:12.000]   Take depth. What do I mean by depth? Let's give an example.
[00:01:12.000 --> 00:01:18.000]   Here's 2 Thessalonians. So you're reading along, pretty good clip, trying to get through a chapter or two in the morning,
[00:01:18.000 --> 00:01:26.000]   and you read 2 Thessalonians 2.12, which says, "They did not believe the truth, but had pleasure in unrighteousness."
[00:01:26.000 --> 00:01:31.000]   And as you're moving along real quick, what registers is, okay, those are two things to avoid.
[00:01:31.000 --> 00:01:37.000]   Don't be disbelieving in the truth, and don't take pleasure in unrighteousness.
[00:01:37.000 --> 00:01:43.000]   On to the next verse. And what I mean by depth is that you stop.
[00:01:43.000 --> 00:01:49.000]   You don't go on to the next verse. You stop and you ask—this takes time, right?
[00:01:49.000 --> 00:01:51.000]   You can't be reading the next verse when you do this.
[00:01:51.000 --> 00:01:56.000]   What's the relationship between not believing the truth and taking pleasure in unrighteousness?
[00:01:56.000 --> 00:02:03.000]   Why did Paul make them alternatives? Why didn't he say, "They did not believe the truth, but believed a lie"?
[00:02:03.000 --> 00:02:09.000]   He didn't say that. Why didn't he say, "They did not take pleasure in righteousness, but in unrighteousness"?
