
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:11.120]   All right, so about a month ago, I was let go from my job.
[00:00:11.120 --> 00:00:14.200]   It took me a little, a few days to kind of gather
[00:00:14.200 --> 00:00:15.880]   my marbles a little bit in my head
[00:00:15.880 --> 00:00:17.120]   and figure out what's next.
[00:00:17.120 --> 00:00:19.320]   So what I first did was I made a decision
[00:00:19.320 --> 00:00:22.440]   that I'm gonna embrace my vulnerability a little bit
[00:00:22.440 --> 00:00:24.480]   and I'm gonna post something on LinkedIn.
[00:00:24.480 --> 00:00:27.720]   I finally come to terms with it.
[00:00:27.720 --> 00:00:28.600]   Took me about a month.
[00:00:28.600 --> 00:00:31.160]   I did a post and kind of helping people understand
[00:00:31.160 --> 00:00:34.760]   I'm unemployed, here's where I am in the process,
[00:00:34.760 --> 00:00:38.200]   here are the top jobs or skills or functions
[00:00:38.200 --> 00:00:40.880]   that I'm looking for that I would love to do
[00:00:40.880 --> 00:00:43.280]   and I kind of help people understand
[00:00:43.280 --> 00:00:45.600]   if I'm in it for a leadership role
[00:00:45.600 --> 00:00:47.520]   or a individual contributor.
[00:00:47.520 --> 00:00:50.960]   Again, helping my network understand specifically
[00:00:50.960 --> 00:00:53.200]   what I'm looking for and so they're better positioned
[00:00:53.200 --> 00:00:55.800]   to help me find something or connect me with someone.
[00:00:57.120 --> 00:01:01.480]   What was really cool was how many people
[00:01:01.480 --> 00:01:06.480]   responded to that post and to me it was a real lesson
[00:01:06.480 --> 00:01:11.040]   about how to utilize LinkedIn as a social media platform
[00:01:11.040 --> 00:01:13.640]   for careers and professionals and you'd think
[00:01:13.640 --> 00:01:16.400]   I would know that since I used to work at LinkedIn
[00:01:16.400 --> 00:01:19.780]   but beyond this side of it, it really hit home.
[00:01:19.780 --> 00:01:25.600]   So that post got almost 125,000 impressions
[00:01:26.440 --> 00:01:30.960]   99 comments of which half of them were probably mine
[00:01:30.960 --> 00:01:32.960]   thanking people for their nice messages
[00:01:32.960 --> 00:01:37.960]   and then 23 were reposts and the majority of the reposts
[00:01:37.960 --> 00:01:40.280]   were not people directly in my network.
[00:01:40.280 --> 00:01:43.240]   Think about that, that's crazy.
[00:01:43.240 --> 00:01:46.480]   People see my post, they genuinely want to help out,
[00:01:46.480 --> 00:01:48.720]   a lot of people in a similar situation
