
[00:00:00.000 --> 00:00:05.200]   With Kroger Brand products from Ralphs, you can make all your favorite things this holiday season.
[00:00:05.200 --> 00:00:09.800]   Because Kroger Brand's proven quality products come at exceptionally low prices.
[00:00:09.800 --> 00:00:14.800]   And with a money-back quality guarantee, every dish is sure to be a favorite.
[00:00:14.800 --> 00:00:18.000]   ♪ These are a few of my favorite things ♪
[00:00:18.000 --> 00:00:24.800]   Whether you shop delivery, pickup, or in-store, Kroger Brand has all your favorite things.
[00:00:24.800 --> 00:00:27.300]   Ralphs. Fresh for everyone.
[00:00:27.300 --> 00:00:32.700]   Today on Radical Personal Finance, it's live Q&A.
[00:00:32.700 --> 00:00:48.700]   ♪
[00:00:48.700 --> 00:00:56.700]   Welcome to Radical Personal Finance, a show dedicated to providing you with the knowledge, skills, insight, and encouragement you need to live a rich and meaningful life now,
[00:00:56.700 --> 00:00:59.700]   while building a plan for financial freedom in 10 years or less.
[00:00:59.700 --> 00:01:02.700]   My name is Joshua Sheets. Today is Friday. That's what we're going for.
[00:01:02.700 --> 00:01:06.700]   Today is Friday, September 29, 2023.
[00:01:06.700 --> 00:01:11.700]   And on this Friday, we have live Q&A.
[00:01:11.700 --> 00:01:20.700]   ♪
[00:01:20.700 --> 00:01:25.700]   Each and every Friday here at Radical Personal Finance, in which I can arrange the relevant recording technology,
[00:01:25.700 --> 00:01:28.700]   we have a live Friday Q&A show. Works just like Call & Talk Radio.
[00:01:28.700 --> 00:01:33.700]   You call in, talk about anything you want, ask any questions, make any comments, bring up any topics of conversation.
[00:01:33.700 --> 00:01:37.700]   If you would like to join me for one of these Friday Q&A shows, you can do that by becoming a patron of the show.
[00:01:37.700 --> 00:01:42.700]   Go to patreon.com/radicalpersonalfinance, patreon.com/radicalpersonalfinance.
[00:01:42.700 --> 00:01:48.700]   Sign up to support the show on Patreon, and that will gain access for you to one of these live Q&A shows.
[00:01:48.700 --> 00:01:52.700]   We begin with Derek in Maryland--or Maine, sorry. M-E is Maine.
[00:01:52.700 --> 00:01:56.700]   Derek in Maine, welcome to the show. How can I serve you today?
[00:01:56.700 --> 00:02:01.700]   Hey, good afternoon, Joshua. Thanks for taking my call.
[00:02:01.700 --> 00:02:07.700]   You may or may not remember this, but I purchased some of your time back in--
[00:02:07.700 --> 00:02:13.700]   you were having a--I believe it was a Black Friday special, and I took advantage of that.
[00:02:13.700 --> 00:02:20.700]   We had chatted. I had some questions about the path that I was on with my career.
[00:02:20.700 --> 00:02:32.700]   You gave me some really encouraging advice at the time, which was I should probably start looking into getting better at software and changing my career.
[00:02:32.700 --> 00:02:37.700]   That was advice that I valued. The conversation was excellent.
[00:02:37.700 --> 00:02:45.700]   But I will admit that I tabled it, because as life does, it--life has momentum.
[00:02:45.700 --> 00:02:56.700]   So I tabled the idea for a while, and some things have come up, and there's an opportunity that allowed me to actually move back up closer to where I want to move,
[00:02:56.700 --> 00:03:05.700]   pursuant to the first--within your framework of thinking, kind of the number--the second thing that you should be thinking of,
[00:03:05.700 --> 00:03:10.700]   the first being who you want to live with, the second being where you want to live.
[00:03:10.700 --> 00:03:19.700]   And based on the fact that I have a GI Bill, which I don't know how well you understand that benefit, the post-9/11 GI Bill,
[00:03:19.700 --> 00:03:33.700]   I've been considering--I found a university that actually caters not only to my needs as a mid-career person to get a master's in computer science and engineering,
[00:03:33.700 --> 00:03:43.700]   but they offer pretty significant benefits with regards to--if you plan on staying in the state of Maine, if you plan on--
[00:03:43.700 --> 00:03:49.700]   they actually work with the state of Maine to try to actually build out--that's kind of their mission.
[00:03:49.700 --> 00:04:00.700]   But getting to my question is, I'm 36, I'll be 37 next year, and I'm 13 years into a career.
[00:04:00.700 --> 00:04:10.700]   If I were to go full-time, which the GI Bill, the way it's structured, encourages you to do,
[00:04:10.700 --> 00:04:16.700]   is that something that might be looked at unfavorably as like a gap in your resume?
[00:04:16.700 --> 00:04:22.700]   Or if you have decided that mid-career that you're going to get more serious about being technically proficient,
[00:04:22.700 --> 00:04:26.700]   and you're going to take that seriously, is that something that they will look at--
[00:04:26.700 --> 00:04:33.700]   most employers will look at as a gap in your resume or an enhancer?
[00:04:33.700 --> 00:04:40.700]   Your idea would be after completing your college degree to get a job in the software field?
[00:04:40.700 --> 00:04:42.700]   Correct.
[00:04:42.700 --> 00:04:48.700]   I think that especially in the software field, that kind of question is largely irrelevant.
[00:04:48.700 --> 00:04:52.700]   In the software field especially, you're judged by what you can do.
[00:04:52.700 --> 00:04:57.700]   You're not judged by your degree, whether you have a college degree or not.
[00:04:57.700 --> 00:05:03.700]   The college degree could be, obviously, a form of certification if you were studying some kind of computer science
[00:05:03.700 --> 00:05:08.700]   or advanced form of computer science that works well in a classroom setting.
[00:05:08.700 --> 00:05:13.700]   But I think more than most other fields, software is something that is based upon competence.
[00:05:13.700 --> 00:05:20.700]   And it's relatively simple and straightforward to test and demonstrate competence.
[00:05:20.700 --> 00:05:25.700]   So for that reason especially, I wouldn't worry too much about a gap in the resume.
[00:05:25.700 --> 00:05:28.700]   If that's the direction that you believe you should take your career,
[00:05:28.700 --> 00:05:30.700]   then you should go in that direction as quickly as possible.
[00:05:30.700 --> 00:05:35.700]   And if what you need to do is go to college, and that makes sense in your overall life plan to go full-time,
[00:05:35.700 --> 00:05:37.700]   then go full-time.
[00:05:37.700 --> 00:05:40.700]   That is not in any--so let's talk about a gap in a career.
[00:05:40.700 --> 00:05:43.700]   Let's pretend it weren't from a software perspective.
[00:05:43.700 --> 00:05:52.700]   I think, first of all, the worries about a gap in a career are probably things of the past more so than the present.
[00:05:52.700 --> 00:05:55.700]   I want to be cautious in that opinion because I'm not a recruiter.
[00:05:55.700 --> 00:05:57.700]   I don't work in the trenches every day.
[00:05:57.700 --> 00:06:03.700]   But it just seems to me that that kind of feels like a layover from 1977,
[00:06:03.700 --> 00:06:08.700]   meaning that there was a time in which it was expected that a man goes to work, he works at a company,
[00:06:08.700 --> 00:06:12.700]   he does his entire career there, he's at that company for a very long time.
[00:06:12.700 --> 00:06:15.700]   That was the culture, that was the expectation.
[00:06:15.700 --> 00:06:17.700]   That culture and that expectation disappeared.
[00:06:17.700 --> 00:06:24.700]   It disappeared in the sense that now it's completely expected that you do multiple jobs
[00:06:24.700 --> 00:06:27.700]   and that you're at a company for a few years here and there,
[00:06:27.700 --> 00:06:31.700]   and just a few years at a company is certainly considered perfectly normal.
[00:06:31.700 --> 00:06:37.700]   I think we're even more in a scenario in which more and more modern workers,
[00:06:37.700 --> 00:06:42.700]   including especially even, I don't know what modifier to use,
[00:06:42.700 --> 00:06:49.700]   but modern workers, modern American workers, are more and more designing more interesting lives for themselves.
[00:06:49.700 --> 00:06:58.700]   The whole concept of a gap year or a gap in your resume is something that I don't think has any kind of significant social stigma
[00:06:58.700 --> 00:07:01.700]   or any kind of business stigma in the modern world.
[00:07:01.700 --> 00:07:08.700]   I think the only stigma that you want to avoid is the stigma of not having been hired.
[00:07:08.700 --> 00:07:15.700]   So the only reason a gap, I think, in the current age would be dangerous is if,
[00:07:15.700 --> 00:07:19.700]   excuse me, is simply if an employer is sitting there saying,
[00:07:19.700 --> 00:07:23.700]   "This guy seemed perfectly qualified. Why was he not working for two years?"
[00:07:23.700 --> 00:07:27.700]   And so if there's a clear story as in, "I went to college to get a degree.
[00:07:27.700 --> 00:07:29.700]   Here's my degree that I completed. Done."
[00:07:29.700 --> 00:07:32.700]   That fear is erased from the employer's mind.
[00:07:32.700 --> 00:07:38.700]   If there is a good story as in, "Oh, we went backpacking around the world and spent 24 months going to 24 countries.
[00:07:38.700 --> 00:07:42.700]   Well, boom, problem solved. Here's some pictures. Here's my blog," or whatever,
[00:07:42.700 --> 00:07:48.700]   or, "Dad was sick and I spent 24 months taking care of Dad during that period of time,"
[00:07:48.700 --> 00:07:51.700]   then that makes sense. It's all taken care of.
[00:07:51.700 --> 00:07:59.700]   So the whole concept of a gap year in and of itself, I think, is not a significant concern at this point in time.
[00:07:59.700 --> 00:08:02.700]   So I wouldn't worry about it.
[00:08:02.700 --> 00:08:07.700]   And I think that going to college, if that's what you need to do for the career, that's exactly what you should do.
[00:08:07.700 --> 00:08:13.700]   So in that context, I would say no problem.
[00:08:13.700 --> 00:08:18.700]   My bigger question would be, is going to college specifically to get an academic degree,
[00:08:18.700 --> 00:08:25.700]   yes, you have the GI Bill, but is that the right use of time for you in the software field?
[00:08:25.700 --> 00:08:27.700]   Obviously, you think it is, but I would just question,
[00:08:27.700 --> 00:08:34.700]   is there a good straight path through the college degree for you into the field that you want to be in?
[00:08:34.700 --> 00:08:39.700]   It is a field that I would like to be in.
[00:08:39.700 --> 00:08:40.700]   I have weighed this.
[00:08:40.700 --> 00:08:51.700]   There are several programs that are arguous and very straight to the point, and they're very well -- it's a good credential.
[00:08:51.700 --> 00:08:59.700]   And you can get it in like a year to 18 months, and you can do them all online at night and whatever.
[00:08:59.700 --> 00:09:04.700]   But this particular situation has other benefits.
[00:09:04.700 --> 00:09:08.700]   This institution, there's two primary ones.
[00:09:08.700 --> 00:09:15.700]   One is we've also been tied down with a house that we're not crazy about,
[00:09:15.700 --> 00:09:21.700]   and we kind of want to go have a short stint of not dealing with a house anymore, and we miss the city.
[00:09:21.700 --> 00:09:26.700]   So we'd like to do the city thing for a couple of years, and this seems like a fun way to do that.
[00:09:26.700 --> 00:09:27.700]   That's number one.
[00:09:27.700 --> 00:09:28.700]   We have a young child.
[00:09:28.700 --> 00:09:34.700]   It also gets us closer to my own family to spend time.
[00:09:34.700 --> 00:09:36.700]   So there's other perks there.
[00:09:36.700 --> 00:09:43.700]   But the other one is that this institution is particularly well known for what's called a co-op program,
[00:09:43.700 --> 00:09:52.700]   and they have partnerships that they build, and they put you into these environments as part of the program.
[00:09:52.700 --> 00:10:02.700]   And the fact that it doubles up as a way to build the economy for the state of Maine, that's kind of like -- that's their thing.
[00:10:02.700 --> 00:10:06.700]   That was another way that it sort of felt like a good fit for me.
[00:10:06.700 --> 00:10:14.700]   The lingering question that I had was, as a 36th -- someone's getting out of this right before turning 40.
[00:10:14.700 --> 00:10:19.700]   Is this something that's going to look kind of weird, or is this more common than I'm imagining?
[00:10:19.700 --> 00:10:21.700]   Yeah, I don't think it's going to look weird.
[00:10:21.700 --> 00:10:29.700]   What I would say is simply that you -- and this would be regardless of it looking weird, for all the reasons stated that I'm not going to repeat.
[00:10:29.700 --> 00:10:30.700]   I don't think it's going to look weird.
[00:10:30.700 --> 00:10:35.700]   What I think you should do is simply use the time very effectively.
[00:10:35.700 --> 00:10:43.700]   So if you're not going to do a fast-track program to pure technical skills, one thing you'll have more of is you'll have more time.
[00:10:43.700 --> 00:10:49.700]   So if you've got four years, and probably the amount of time could be compressed into 12 months,
[00:10:49.700 --> 00:10:53.700]   because there are 12-month programs that would be competitors to this program,
[00:10:53.700 --> 00:10:58.700]   you've got loads of extra time that you can really invest into your career.
[00:10:58.700 --> 00:11:04.700]   And so what I would encourage you to do is don't just do the bare minimum, the classwork.
[00:11:04.700 --> 00:11:07.700]   Make sure, obviously, that you ace your classes.
[00:11:07.700 --> 00:11:11.700]   Make sure that you do academically very well in the program.
[00:11:11.700 --> 00:11:19.700]   But in addition to that, make sure you're using the university environment to build connections in the industry that you're interested in going into,
[00:11:19.700 --> 00:11:24.700]   and to promote yourself more broadly around the industry.
