
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:08.360]   - The Bible is full of about 20 major themes
[00:00:08.360 --> 00:00:11.380]   and another 50 to 70 smaller ones.
[00:00:11.380 --> 00:00:13.580]   And when it comes to explaining how each theme
[00:00:13.580 --> 00:00:15.540]   develops from Genesis to Revelation,
[00:00:15.540 --> 00:00:17.100]   I don't know of anyone who does it better
[00:00:17.100 --> 00:00:18.740]   than Dr. Don Carson.
[00:00:18.740 --> 00:00:21.460]   On Select Fridays, we release a little longer episode
[00:00:21.460 --> 00:00:23.500]   than normal where we call up Dr. Carson,
[00:00:23.500 --> 00:00:26.340]   he takes a theme and explains it to us.
[00:00:26.340 --> 00:00:28.800]   We have now done this five times with an episode
[00:00:28.800 --> 00:00:30.360]   on what is biblical theology,
[00:00:30.360 --> 00:00:33.120]   which was a good sort of overview of this sort of thing.
[00:00:33.120 --> 00:00:35.480]   Then we recorded an overview of the whole Bible,
[00:00:35.480 --> 00:00:37.560]   which was very popular, as you can imagine,
[00:00:37.560 --> 00:00:39.020]   thank you for the response.
[00:00:39.020 --> 00:00:41.720]   It was then followed by a theology of creation,
[00:00:41.720 --> 00:00:43.140]   a theology of the temple,
[00:00:43.140 --> 00:00:45.780]   and then a theology of resurrection
[00:00:45.780 --> 00:00:47.480]   just a few days before Easter.
[00:00:47.480 --> 00:00:50.940]   And each of those episodes can be found on the APJ app,
[00:00:50.940 --> 00:00:52.920]   just search the word Carson.
[00:00:52.920 --> 00:00:55.320]   It has been a great series, well-received,
[00:00:55.320 --> 00:00:56.420]   and we've only begun.
[00:00:56.420 --> 00:00:58.480]   Dr. Carson joins us again today over the phone,
[00:00:58.480 --> 00:00:59.960]   which is the fruit of our partnership
[00:00:59.960 --> 00:01:02.280]   with our friends at the Gospel Coalition.
[00:01:02.280 --> 00:01:04.600]   Carson is the co-founder and president
[00:01:04.600 --> 00:01:05.840]   of the Gospel Coalition,
[00:01:05.840 --> 00:01:09.180]   and also the editor of the NIV Zondervan Study Bible,
[00:01:09.180 --> 00:01:10.720]   which is the study Bible version
[00:01:10.720 --> 00:01:13.200]   of what we're doing in these podcasts.
[00:01:13.200 --> 00:01:14.860]   I called Dr. Carson at his home office
[00:01:14.860 --> 00:01:17.680]   and asked him to share with us a whole Bible theology
[00:01:17.680 --> 00:01:19.920]   of the theme of sin.
[00:01:19.920 --> 00:01:20.920]   Here's what he said.
[00:01:20.920 --> 00:01:25.280]   - In one sense, what the Bible says about sin
[00:01:25.280 --> 00:01:30.280]   is so comprehensive that it's really challenging
[00:01:30.280 --> 00:01:34.160]   to get to the heart of the issue in 10 minutes or so.
[00:01:34.160 --> 00:01:36.760]   Virtually every page of the Bible
[00:01:36.760 --> 00:01:40.400]   says something implicitly or explicitly about sin.
[00:01:40.400 --> 00:01:42.760]   One thing it does not say
[00:01:42.760 --> 00:01:45.360]   is that sin was there in the beginning.
[00:01:45.360 --> 00:01:50.280]   Sin is portrayed in Genesis 3 as rebellion.
[00:01:50.280 --> 00:01:54.360]   It's not that matter is intrinsically sinful, for example.
[00:01:54.360 --> 00:01:57.920]   Sin is portrayed as doubting God's word.
[00:01:57.920 --> 00:02:02.920]   Has God said, or it's involved with mocking God,
[00:02:02.920 --> 00:02:07.320]   standing in a position where we can criticize God.
[00:02:07.320 --> 00:02:10.080]   God knows that if you eat this fruit,
[00:02:10.080 --> 00:02:11.320]   then you'll be like him,
[00:02:11.320 --> 00:02:12.800]   and he doesn't want you to be like him.
[00:02:12.800 --> 00:02:15.780]   He's jealous and narrow-minded and rather bigoted.
[00:02:15.780 --> 00:02:20.320]   Sin is first and foremost rebellion against God
[00:02:20.320 --> 00:02:23.200]   and what he has disclosed of himself in words.
[00:02:23.200 --> 00:02:28.200]   And that notion of sin prevails in one fashion or another
[00:02:28.200 --> 00:02:31.360]   across the entire sweep of scripture.
[00:02:31.360 --> 00:02:35.060]   The reason why it's important to think clearly about sin
[00:02:35.060 --> 00:02:38.080]   is manifold, but in particular,
