
[00:00:00.000 --> 00:00:02.280]   (upbeat music)
[00:00:02.280 --> 00:00:05.120]   - Hello, and welcome to another episode of All The Hacks,
[00:00:05.120 --> 00:00:07.840]   a show about upgrading your life, money, and travel.
[00:00:07.840 --> 00:00:10.200]   I'm Chris Hutchins, and I'm so excited you're here today
[00:00:10.200 --> 00:00:12.640]   for an episode all about the hidden benefits
[00:00:12.640 --> 00:00:14.080]   you get with your credit cards.
[00:00:14.080 --> 00:00:15.440]   And when I say hidden benefits,
[00:00:15.440 --> 00:00:18.160]   I'm not talking about the main perks that cards market,
[00:00:18.160 --> 00:00:20.840]   like lounge access or free checked bags.
[00:00:20.840 --> 00:00:22.280]   I'm talking about all the others,
[00:00:22.280 --> 00:00:24.760]   like travel insurance, purchase protection,
[00:00:24.760 --> 00:00:27.640]   which I've used to repair multiple iPhone screens for free,
[00:00:27.640 --> 00:00:29.880]   and lots of other perks you might not know about,
[00:00:29.880 --> 00:00:32.360]   like rental car discounts, concierges,
[00:00:32.360 --> 00:00:36.460]   free wine tastings, free credit scores, and a lot more.
[00:00:36.460 --> 00:00:38.400]   I know I've saved thousands of dollars
[00:00:38.400 --> 00:00:39.640]   using all these hidden benefits,
[00:00:39.640 --> 00:00:41.440]   so I am excited to share them with you
[00:00:41.440 --> 00:00:42.560]   so you can do the same.
[00:00:42.560 --> 00:00:44.160]   But two quick things.
[00:00:44.160 --> 00:00:46.240]   First, you probably know I've been on a quest
[00:00:46.240 --> 00:00:48.640]   to hit 1,000 reviews on Apple Podcasts.
[00:00:48.640 --> 00:00:51.740]   And as of this recording, I'm at 993.
[00:00:51.740 --> 00:00:54.720]   So thank you to everyone who's left a rating or a review.
[00:00:54.720 --> 00:00:56.280]   It means so much to me.
[00:00:56.280 --> 00:00:57.500]   And if you haven't done it yet
[00:00:57.500 --> 00:00:59.200]   and wanna be one of the last few people
[00:00:59.200 --> 00:01:02.080]   to help me get over the edge, that would be amazing.
[00:01:02.080 --> 00:01:04.520]   Second, one of the best travel cards out there,
[00:01:04.520 --> 00:01:06.200]   the Chase Sapphire Preferred,
[00:01:06.200 --> 00:01:07.960]   just increased the signup bonus
[00:01:07.960 --> 00:01:10.500]   to 80,000 ultimate rewards points.
[00:01:10.500 --> 00:01:12.400]   I know many of you already have this card
[00:01:12.400 --> 00:01:13.760]   or have the Chase Reserve,
[00:01:13.760 --> 00:01:16.680]   but if not, this is a fantastic bonus
[00:01:16.680 --> 00:01:19.480]   on a card that earns 3X on dining, streaming,
[00:01:19.480 --> 00:01:22.240]   and online groceries, and 2X on travel,
[00:01:22.240 --> 00:01:24.680]   or 5X on travel if you book in the Chase portal.
[00:01:24.680 --> 00:01:27.440]   While I've been able to get as much as 4 to 5 cents of value
[00:01:27.440 --> 00:01:29.640]   for my Chase points, if I'm being conservative,
[00:01:29.640 --> 00:01:31.120]   I can value them at 2 cents
[00:01:31.120 --> 00:01:33.280]   because of their flexibility to transfer
[00:01:33.280 --> 00:01:36.680]   to so many great partners like Hyatt, United, Air France,
[00:01:36.680 --> 00:01:38.280]   which makes that signup bonus
[00:01:38.280 --> 00:01:41.320]   worth at least $1,600 in my eyes.
[00:01:41.320 --> 00:01:43.860]   Now, I know Chase has a few important rules
[00:01:43.860 --> 00:01:45.240]   that I wanna make sure you think about
[00:01:45.240 --> 00:01:48.080]   before you think you can just jump in and get this bonus.
[00:01:48.080 --> 00:01:50.640]   First, as is true for all Chase cards,
[00:01:50.640 --> 00:01:53.360]   you can't have more than five cards opened
[00:01:53.360 --> 00:01:54.880]   in the last 24 months,
[00:01:54.880 --> 00:01:57.720]   including being added as an authorized user.
[00:01:57.720 --> 00:01:59.100]   That's the 5/24 rule,
[00:01:59.100 --> 00:02:01.640]   so if you're already at 5/24, you have to wait.
[00:02:01.640 --> 00:02:05.040]   Second, you can't have more than one Chase Sapphire card,
[00:02:05.040 --> 00:02:07.840]   so if you already have the Reserve or the Preferred Now,
[00:02:07.840 --> 00:02:09.640]   you're gonna need to downgrade to something
[00:02:09.640 --> 00:02:11.480]   like the Freedom or the Freedom Unlimited,
[00:02:11.480 --> 00:02:13.400]   and you'll probably wanna wait a few weeks
[00:02:13.400 --> 00:02:16.560]   or maybe even one statement cycle before applying again.
[00:02:16.560 --> 00:02:20.000]   And finally, you can't have earned a Chase Sapphire bonus
[00:02:20.000 --> 00:02:22.080]   in the past 48 months,
[00:02:22.080 --> 00:02:24.480]   which starts when the statement closes
[00:02:24.480 --> 00:02:25.560]   that you earn the bonus,
[00:02:25.560 --> 00:02:27.520]   not when you actually open the card,
[00:02:27.520 --> 00:02:30.720]   so it might be a little more like two or three months
[00:02:30.720 --> 00:02:32.720]   after when you first opened that card.
[00:02:32.720 --> 00:02:35.720]   So if given all of that, you're still eligible,
[00:02:35.720 --> 00:02:39.080]   this is the best bonus I've seen online for this card,
[00:02:39.080 --> 00:02:40.880]   and if you wanna support me in the show,
[00:02:40.880 --> 00:02:43.400]   you can sign up at allthehacks.com/cards
[00:02:43.400 --> 00:02:45.160]   and use the links there,
[00:02:45.160 --> 00:02:47.560]   but as much as I'd love you to use those links,
[00:02:47.560 --> 00:02:51.080]   I have heard that you can get a 90,000 point bonus
[00:02:51.080 --> 00:02:55.280]   on the Sapphire Preferred by applying in a Chase branch.
[00:02:55.280 --> 00:02:57.360]   It's not a guarantee, it's one of those things
[00:02:57.360 --> 00:03:00.340]   where some people have had success and some people haven't,
[00:03:00.340 --> 00:03:02.640]   but I want you to get the most points possible,
[00:03:02.640 --> 00:03:04.520]   so if going to a Chase branch
[00:03:04.520 --> 00:03:07.660]   is worth getting those extra 10,000 points and it's nearby,
[00:03:07.660 --> 00:03:10.480]   that might be a great option for you to at least try out.
[00:03:10.480 --> 00:03:12.760]   Okay, those are my two quick announcements,
[00:03:12.760 --> 00:03:14.800]   let's talk about these credit card benefits
[00:03:14.800 --> 00:03:15.860]   right after this.
[00:03:17.800 --> 00:03:20.360]   Okay, so almost every card out there
[00:03:20.360 --> 00:03:22.480]   has a guide to benefits that you get
[00:03:22.480 --> 00:03:25.560]   when you first open the card that explains all the benefits.
[00:03:25.560 --> 00:03:27.720]   It looks like one of those terms and condition docs
[00:03:27.720 --> 00:03:29.240]   and many of us just throw them away,
[00:03:29.240 --> 00:03:32.920]   so you can usually search online to find yours,
[00:03:32.920 --> 00:03:34.800]   I'll include a few links in the show notes
[00:03:34.800 --> 00:03:36.280]   that'll help you find one,
[00:03:36.280 --> 00:03:38.240]   and some issuers make it really easy.
[00:03:38.240 --> 00:03:41.320]   If you just search Chase Sapphire Reserve Guide to Benefits,
[00:03:41.320 --> 00:03:44.040]   there's a PDF, it's so quick and simple.
[00:03:44.040 --> 00:03:45.660]   Some make it a little difficult,
[00:03:45.660 --> 00:03:47.680]   you might even have to call or send a message
[00:03:47.680 --> 00:03:50.360]   to get it, and then there's Capital One,
[00:03:50.360 --> 00:03:52.040]   which is a whole different beast,
[00:03:52.040 --> 00:03:54.920]   and I honestly didn't actually know this about Capital One
[00:03:54.920 --> 00:03:57.560]   until I started preparing for this episode,
[00:03:57.560 --> 00:04:00.280]   but when you apply for a Capital One card,
[00:04:00.280 --> 00:04:01.680]   you might not actually know
[00:04:01.680 --> 00:04:04.320]   whether it's gonna be a Visa or a MasterCard,
[00:04:04.320 --> 00:04:06.600]   and within those issuers, they have different tiers,
[00:04:06.600 --> 00:04:08.800]   there's Visa Infinite, Visa Signature,
[00:04:08.800 --> 00:04:11.040]   MasterCard World, MasterCard World Elite,
[00:04:11.040 --> 00:04:12.400]   and you don't actually know
[00:04:12.400 --> 00:04:14.400]   which one of those cards you're gonna get
[00:04:14.400 --> 00:04:17.600]   until you go through the application process
[00:04:17.600 --> 00:04:19.680]   and the underwriting and get the card,
[00:04:19.680 --> 00:04:21.360]   and then you'll find out.
[00:04:21.360 --> 00:04:23.240]   So when you actually go to look at the list
[00:04:23.240 --> 00:04:25.940]   of the Guide to Benefits for Capital One cards,
[00:04:25.940 --> 00:04:27.280]   they actually just give you a list that says,
[00:04:27.280 --> 00:04:29.680]   "Hey, if your card's a MasterCard World Elite,
[00:04:29.680 --> 00:04:31.400]   "here's the Guide to Benefits,"
[00:04:31.400 --> 00:04:32.760]   but you won't know which one it is
[00:04:32.760 --> 00:04:35.200]   until you get the card and are approved for it.
[00:04:35.200 --> 00:04:37.920]   So Capital One makes it extra difficult.
[00:04:37.920 --> 00:04:39.240]   As I go through this episode,
[00:04:39.240 --> 00:04:40.760]   I would love to be able to tell you
[00:04:40.760 --> 00:04:42.720]   for every specific card what perks
[00:04:42.720 --> 00:04:44.160]   and what benefits you have,
[00:04:44.160 --> 00:04:47.240]   and it would be amazing if I could somehow custom use AI
[00:04:47.240 --> 00:04:49.800]   to automatically generate the content in this episode
[00:04:49.800 --> 00:04:53.000]   just for you and your cards, but we're not there yet,
[00:04:53.000 --> 00:04:54.120]   so I'm gonna do my best
[00:04:54.120 --> 00:04:55.680]   to tell you everything you need to know,
[00:04:55.680 --> 00:04:57.280]   and I'll put as many links in the show notes
[00:04:57.280 --> 00:04:58.720]   as I can to help out.
[00:04:58.720 --> 00:05:01.400]   First, I'm gonna start with purchase benefits.
[00:05:01.400 --> 00:05:04.060]   For so many cards, there are a ton of benefits you get
[00:05:04.060 --> 00:05:06.520]   anytime you buy something with your card,
[00:05:06.520 --> 00:05:08.440]   and the requirement is usually only
[00:05:08.440 --> 00:05:11.360]   that you put the cost of the purchase on your card,
[00:05:11.360 --> 00:05:13.640]   and all these claims that you might have to do
[00:05:13.640 --> 00:05:17.000]   to get money back are pretty easy to do online.
[00:05:17.000 --> 00:05:18.880]   I've filed at least four or five
[00:05:18.880 --> 00:05:21.800]   purchase protection benefit claims online
[00:05:21.800 --> 00:05:24.400]   and have been reimbursed well over $1,000,
[00:05:24.400 --> 00:05:26.880]   so it's definitely worth taking advantage of these
[00:05:26.880 --> 00:05:28.360]   if you wanna make sure that you're getting
[00:05:28.360 --> 00:05:30.200]   the most out of your credit cards
[00:05:30.200 --> 00:05:31.960]   for the next time you have an opportunity.
[00:05:31.960 --> 00:05:32.800]   And just to be clear,
[00:05:32.800 --> 00:05:34.680]   when I say put the purchase on your card,
[00:05:34.680 --> 00:05:36.800]   that's important because if you're buying something
[00:05:36.800 --> 00:05:39.440]   on Amazon and you end up using your Amazon gift card
[00:05:39.440 --> 00:05:41.200]   instead of using your credit card,
[00:05:41.200 --> 00:05:43.240]   you're not gonna get all these perks,
[00:05:43.240 --> 00:05:45.480]   and for some of these protections,
[00:05:45.480 --> 00:05:47.440]   the amount that you're able to be reimbursed
[00:05:47.440 --> 00:05:51.160]   is limited by the amount you put on the card,
[00:05:51.160 --> 00:05:53.540]   and others, it's just a requirement
[00:05:53.540 --> 00:05:56.120]   that you put a purchase of any amount on the card.
[00:05:56.120 --> 00:05:59.440]   So for example, for a lot of the travel protection benefits,
[00:05:59.440 --> 00:06:02.520]   as long as some aspect of the purchase is on your card,
