
[00:00:00.120 --> 00:00:05.760]   Muscle previously led machine learning at CLA-R, and also one-built Tesla AutoPAD.
[00:00:05.760 --> 00:00:09.840]   I've known Muscle for a number of years and I'm very excited to talk, so welcome, Muscle.
[00:00:09.840 --> 00:00:11.340]   Thank you, Muscle.
[00:00:11.340 --> 00:00:27.540]   Thank you so much for having me, really excited to share a little bit more about how we made Devon.
[00:00:27.540 --> 00:00:32.640]   So my name is Muscle Kaplan, I'm the president at Cognition, we're the company behind Devon.
[00:00:32.640 --> 00:00:37.140]   And as a quick show of hands, how many of you have heard of Devon?
[00:00:37.140 --> 00:00:42.140]   Alright, almost everyone. So Devon is an AI software engineer.
[00:00:42.140 --> 00:00:48.140]   But we are really focused specifically on working within existing codebases.
[00:00:48.140 --> 00:00:55.140]   There's lots of amazing AI tools out there for coding, and what we found is that as the codebases get larger, the problem gets harder.
[00:00:55.140 --> 00:00:58.140]   And most of our customers and users around the world are teams.
[00:00:58.140 --> 00:01:04.140]   They're teams of engineers or companies full of engineers that are trying to ship real-world products.
[00:01:04.140 --> 00:01:09.140]   And so today I want to talk a little bit more about what Devon is, but more importantly, how we built it.
[00:01:09.140 --> 00:01:13.140]   And I'm going to share some new sort of technical information we're releasing on
[00:01:13.140 --> 00:01:17.140]   exactly how this works, and I'm really excited to the present to you all.
[00:01:17.140 --> 00:01:21.140]   First, what are we seeing in AI for coding?
[00:01:21.140 --> 00:01:24.140]   Obviously, this is a really fascinating field.
[00:01:24.140 --> 00:01:31.140]   And in many ways, software engineering is one of the first large-scale successful applications of Devon AI.
[00:01:31.140 --> 00:01:41.140]   It started in many ways with co-pilots, real-time text completion inside your editor that makes you as an engineer go a bit faster.
[00:01:41.140 --> 00:01:44.140]   And now we also have AI ITEs.
[00:01:44.140 --> 00:01:49.140]   Again, a development environment for you as an individual engineer to get even more letters
[00:01:49.140 --> 00:01:56.140]   for sometimes delegating entire tasks or snippets and really coding in flow with AI systems.
[00:01:56.140 --> 00:02:04.140]   We see Devon as part of the third wave of AI technology tools, which is on the fully autonomous agent end of the spectrum.
[00:02:04.140 --> 00:02:09.140]   more AI teaming than AI programming.
[00:02:09.140 --> 00:02:13.140]   Companies around the world are using Devon like another member of their engineering team,
[00:02:13.140 --> 00:02:20.140]   going directly from Tingle to pull requests, collaborating with Devon in Slack or Jira or Linear.
[00:02:20.140 --> 00:02:27.140]   And we see the large majority of Devon samples and Devon PRs are starting from within these other tools,
[00:02:27.140 --> 00:02:31.140]   the same way we might interact with another human request engineer.
[00:02:33.140 --> 00:02:38.140]   So architecturally, this is really different from something that runs locally on your computer.
[00:02:38.140 --> 00:02:41.140]   Devon is a cloud AI agent.
[00:02:41.140 --> 00:02:46.140]   And what we've seen is that it's very daunting to these local AI policy tools.
[00:02:46.140 --> 00:02:50.140]   When you are coding yourself and you want to stay in flow and get that stable,
[00:02:50.140 --> 00:02:53.140]   you use a local AI policy tool.
[00:02:53.140 --> 00:02:57.140]   Where people use Devon is when they're ready to delegate their tasks entirely.
[00:02:57.140 --> 00:03:00.140]   And this is a very different set of capital trade-offs.
[00:03:00.140 --> 00:03:07.140]   You get large-scale parallelism, asynchristness, and the ability to completely delegate individuals.
[00:03:07.140 --> 00:03:12.140]   In the team setting, this also means that Devon is not remotely.
[00:03:12.140 --> 00:03:16.140]   And so they share the same environment across different tasks.
[00:03:16.140 --> 00:03:20.140]   So you can try many different things in parallel, combined with Devon.
[00:03:20.140 --> 00:03:25.140]   And the teams of engineers who use Devon will break up large-scale engineering outcomes
[00:03:25.140 --> 00:03:29.140]   to small individual tasks, delegated into a fleet of Devon,
[00:03:29.140 --> 00:03:32.140]   and then coalesced together inside of Devon.
[00:03:32.140 --> 00:03:37.140]   And maintain how you look for it for that focus that we created.
[00:03:37.140 --> 00:03:41.140]   It also changes the learning model.
[00:03:41.140 --> 00:03:45.140]   In the cloud AI agent setting, Devon is not just for you.
[00:03:45.140 --> 00:03:48.140]   It's for your team and for your organization.
[00:03:48.140 --> 00:03:54.140]   And so as Devon learns from your interactions, those learnings are not only with you.
[00:03:54.140 --> 00:03:59.140]   But instead, they're incorporated as part of the team and as part of the organization.
[00:03:59.140 --> 00:04:03.140]   And this reliance on organizational knowledge is something that we've seen
[00:04:03.140 --> 00:04:07.140]   is really important for working with existing large-scale offices.
[00:04:07.140 --> 00:04:10.140]   because working with large-scale offices is really hard.
