
[00:00:00.000 --> 00:00:03.000]   Trying to find your happiness this winter?
[00:00:03.000 --> 00:00:06.000]   Let Fiji Airways fly you there direct.
[00:00:06.000 --> 00:00:09.000]   Whether you're sunbathing or snorkeling, dining or dreaming,
[00:00:09.000 --> 00:00:12.000]   you'll experience legendary Fijian hospitality.
[00:00:12.000 --> 00:00:15.000]   Expect the warmest of welcomes in a specific paradise.
[00:00:15.000 --> 00:00:18.000]   Unplug, unwind, and relax in your happy place.
[00:00:18.000 --> 00:00:23.000]   Fiji. Get great deals on direct flights to happiness at FijiAirways.com.
[00:00:23.000 --> 00:00:26.000]   That's FijiAirways.com. You deserve this.
[00:00:26.000 --> 00:00:30.000]   Go from here to happiness. Flying direct with Fiji Airways.
[00:00:30.000 --> 00:00:35.000]   Radical Personal Finance, Episode 17.
[00:00:35.000 --> 00:00:54.000]   Welcome to the Radical Personal Finance Podcast.
[00:00:54.000 --> 00:01:00.000]   I'm your host Joshua Sheets for today, Thursday, July 10, 2014.
[00:01:00.000 --> 00:01:02.000]   Today's show is going to be fun.
[00:01:02.000 --> 00:01:05.000]   Today we're going to talk again about taxes,
[00:01:05.000 --> 00:01:11.000]   only unlike last week or earlier this week or whenever it was that we were talking about avoiding taxes.
[00:01:11.000 --> 00:01:14.000]   Today we're going to talk about just simply not paying them.
[00:01:14.000 --> 00:01:16.000]   Should be fun.
[00:01:16.000 --> 00:01:25.000]   [Music]
[00:01:25.000 --> 00:01:26.000]   Yes, you heard it right.
[00:01:26.000 --> 00:01:29.000]   Today we're going to talk not about tax avoidance.
[00:01:29.000 --> 00:01:32.000]   We are going to talk about tax evasion.
[00:01:32.000 --> 00:01:34.000]   We're going to cross over the line.
[00:01:34.000 --> 00:01:37.000]   And today's show is going to be an interview with a man named David Gross,
[00:01:37.000 --> 00:01:40.000]   who runs a site and has written a book.
[00:01:40.000 --> 00:01:42.000]   He runs a site called The Picket Line.
[00:01:42.000 --> 00:01:46.000]   This is about the war tax protest movement.
[00:01:46.000 --> 00:01:49.000]   I first ran across this a year or two ago,
[00:01:49.000 --> 00:01:54.000]   and I was fascinated by some of the things that he was writing and some of the information that he had to share.
[00:01:54.000 --> 00:01:59.000]   It's going to be a properly radical subject.
[00:01:59.000 --> 00:02:05.000]   It's going to be a properly edgy subject.
[00:02:05.000 --> 00:02:11.000]   It's very comfortable a lot of times for us to talk about choosing not to pay the taxes through legal means.
[00:02:11.000 --> 00:02:15.000]   But then you get to the point of saying, "When do you say enough is enough?"
[00:02:15.000 --> 00:02:19.000]   And I'm going to choose not to pay them because of moral reasons.
[00:02:19.000 --> 00:02:24.000]   And that's what this episode is going to be about.
[00:02:24.000 --> 00:02:28.000]   Before we get started, just to be clear, I find this subject really interesting.
[00:02:28.000 --> 00:02:33.000]   But since I'm clearly on the record here, I'm not a war tax protester.
[00:02:33.000 --> 00:02:36.000]   Although I'm sympathetic to his position, that's not me.
[00:02:36.000 --> 00:02:41.000]   At this point in time, I choose to pay every dollar that I owe.
[00:02:41.000 --> 00:02:43.000]   Not a penny more, but I choose to pay every dollar that I owe.
[00:02:43.000 --> 00:02:45.000]   What you do with the information is up to you.
[00:02:45.000 --> 00:02:48.000]   I do think David makes some good points, and I think you'll enjoy some of the information.
[00:02:48.000 --> 00:02:52.000]   I think that even if you are sympathetic to paying high taxes,
[00:02:52.000 --> 00:03:02.000]   then I think there are still some things that are worth listening to and some tactics and tools that could be used to be applied to other financial situations.
[00:03:02.000 --> 00:03:06.000]   This is really, in essence, what I want the show to be about.
[00:03:06.000 --> 00:03:09.000]   What could you learn from those radical elements of society?
[00:03:09.000 --> 00:03:15.000]   What can you learn from somebody who's taking a very non-mainstream approach to their personal finance?
[00:03:15.000 --> 00:03:17.000]   I believe there's a lot that we can learn.
[00:03:17.000 --> 00:03:19.000]   So stick with us for the interview.
[00:03:19.000 --> 00:03:21.000]   I thank you for listening.
[00:03:21.000 --> 00:03:23.000]   Tomorrow's show is going to be a Q&A.
[00:03:23.000 --> 00:03:26.000]   I put some information out on Twitter, so tomorrow's show is going to be a Q&A.
[00:03:26.000 --> 00:03:29.000]   If you are interested in asking me a question, shoot me a tweet.
[00:03:29.000 --> 00:03:34.000]   My Twitter address is @radicalpf, or send me an email, joshua@radicalpersonalfinance.
[00:03:34.000 --> 00:03:38.000]   Thank you so much to those of you who are listening and sharing the show.
[00:03:38.000 --> 00:03:40.000]   I appreciate every single one of you.
[00:03:40.000 --> 00:03:43.000]   And now, let's go to the interview.
[00:03:43.000 --> 00:03:51.000]   Mr. David Gross, welcome to the Radical Personal Finance Podcast.
[00:03:51.000 --> 00:03:52.000]   I'm glad you're here.
[00:03:52.000 --> 00:03:54.000]   Thanks for having me on.
[00:03:54.000 --> 00:04:00.000]   So I'm pretty interested in our conversation today, and I'll set a little bit of a background for the audience.
[00:04:00.000 --> 00:04:05.000]   We've never spoken prior to about three minutes ago when I just started the recorder.
[00:04:05.000 --> 00:04:08.000]   We chatted for a moment before I fired up the recorder.
[00:04:08.000 --> 00:04:13.000]   But I first found your website, which is sniggle.net.
[00:04:13.000 --> 00:04:16.000]   I guess you call it the picket line website.
[00:04:16.000 --> 00:04:19.000]   I first found your website, I think, about a year or two ago.
