
[00:00:00.000 --> 00:00:05.000]   As a parent, you know it's not just baby talk.
[00:00:05.000 --> 00:00:06.000]   Somebody's hungry.
[00:00:06.000 --> 00:00:10.000]   So talk with your baby's doctor about invasive pneumococcal disease, or IPD,
[00:00:10.000 --> 00:00:16.000]   and ask how Prevnar 20 pneumococcal 20-valent conjugate vaccine can help protect them.
[00:00:16.000 --> 00:00:18.000]   Children under 2 are at increased risk,
[00:00:18.000 --> 00:00:24.000]   but Prevnar 20 can help them develop more immunity to 20 strains of bacteria that cause IPD.
[00:00:24.000 --> 00:00:26.000]   Prevnar 20 is approved for children 6 weeks and older
[00:00:26.000 --> 00:00:31.000]   to help prevent infections from 20 strains of bacteria that cause invasive pneumococcal disease.
[00:00:31.000 --> 00:00:35.000]   Do not get Prevnar 20 if your child has had a severe allergic reaction to the vaccine or its ingredients.
[00:00:35.000 --> 00:00:38.000]   Those with weakened immune systems may have a lower response to the vaccine.
[00:00:38.000 --> 00:00:41.000]   Talk to your health care provider before vaccination if your baby was born prematurely.
[00:00:41.000 --> 00:00:46.000]   Side effects may include irritability, pain, redness, swelling at the injection site, drowsiness, muscle pain,
[00:00:46.000 --> 00:00:48.000]   decreased appetite, headache, and fever.
[00:00:48.000 --> 00:00:55.000]   For full prescribing information, please call 1-855-213-2138 or visit Prevnar20.com.
[00:00:55.000 --> 00:01:00.000]   Ask about Prevnar 20 for your baby. Visit AskforPrevnar20.com.
[00:01:00.000 --> 00:01:03.000]   Today, I have a question for you.
[00:01:03.000 --> 00:01:07.000]   How much are you willing to pay for your education?
[00:01:07.000 --> 00:01:11.000]   Answer the question in your mind.
[00:01:11.000 --> 00:01:15.000]   How much are you willing to pay for your education?
[00:01:15.000 --> 00:01:19.000]   Now, I don't know what you're willing to pay for your education,
[00:01:19.000 --> 00:01:23.000]   but I learned years ago from Brian Tracy that it's a good idea to invest about
[00:01:23.000 --> 00:01:28.000]   10% of my income back into myself, back into my education,
[00:01:28.000 --> 00:01:33.000]   and I've done my best to do that, although I've never followed through all the time.
[00:01:33.000 --> 00:01:41.000]   So, consider that and consider this as you listen to today's show.
[00:01:41.000 --> 00:01:46.000]   How much is the education that you're about to receive worth to you?
[00:01:46.000 --> 00:01:49.000]   There's no such thing as a free lunch in life.
[00:01:49.000 --> 00:01:55.000]   You pay for things somehow, and there's no such thing as free education.
[00:01:55.000 --> 00:02:03.000]   But just ask yourself, how much is this education that you're about to receive worth?
[00:02:03.000 --> 00:02:10.000]   Today on the show, we dig into a topic that has been much requested, life insurance.
[00:02:10.000 --> 00:02:15.000]   But we're not going to get immediately to what are Joshua's opinions on the term "insurance"
[00:02:15.000 --> 00:02:20.000]   versus "whole life insurance" or what's the best type of equity-indexed universal life insurance policy
[00:02:20.000 --> 00:02:22.000]   for you to buy or to not buy.
[00:02:22.000 --> 00:02:32.000]   Rather, we're going to talk about the basic fundamentals of why you should even consider having life insurance.
[00:02:32.000 --> 00:02:48.000]   [Music]
[00:02:48.000 --> 00:02:50.000]   Welcome to the Radical Personal Finance Podcast.
[00:02:50.000 --> 00:02:56.000]   My name is Joshua Sheets, and I'm here as your guide and as your teacher.
[00:02:56.000 --> 00:03:04.000]   And I'm excited that we finally get to get into one of the topics that I most enjoy working in, which is life insurance.
[00:03:04.000 --> 00:03:09.000]   Now, yes, I'm a nerd. Very few people actually enjoy life insurance, but I do.
[00:03:09.000 --> 00:03:15.000]   And it's hard for me to think of a better way to impact the world than with the topic of life insurance.
[00:03:15.000 --> 00:03:21.000]   [Music]
[00:03:21.000 --> 00:03:28.000]   This is actually one of the most requested questions, most requested topics that I receive here via email and from listeners.
[00:03:28.000 --> 00:03:30.000]   Everybody wants to talk about life insurance.
[00:03:30.000 --> 00:03:37.000]   And we'll get another day into why that is because so much has been done wrong.
[00:03:37.000 --> 00:03:42.000]   Life insurance is a very contentious subject because people have very, very strong feelings about it.
[00:03:42.000 --> 00:03:46.000]   I used to have – well, I still have very strong feelings about it, but I used to be part of the contention.
[00:03:46.000 --> 00:03:48.000]   I used to be part of the arguments.
[00:03:48.000 --> 00:03:55.000]   And over time, as I personally have learned more about the topic of life insurance and studied the subject in depth,
[00:03:55.000 --> 00:03:59.000]   I've come to be a little bit more relaxed about it.
[00:03:59.000 --> 00:04:03.000]   And my hope is that I can share some of that relaxation with you.
[00:04:03.000 --> 00:04:10.000]   And my hope is that I can equip you with some knowledge that will help you to feel comfortable with the topic.
[00:04:10.000 --> 00:04:17.000]   I promise at some point we will get into the most frequently asked questions, such as what type of life insurance policy should I buy?
[00:04:17.000 --> 00:04:21.000]   Should I get rid of all of my whole life insurance and buy term insurance?
[00:04:21.000 --> 00:04:23.000]   Should I buy term insurance and invest the difference?
[00:04:23.000 --> 00:04:25.000]   What should I invest the difference in?
[00:04:25.000 --> 00:04:28.000]   What type of annuity should I buy?
[00:04:28.000 --> 00:04:30.000]   Yes, annuities are a type of life insurance.
[00:04:30.000 --> 00:04:32.000]   Those kinds of questions.
[00:04:32.000 --> 00:04:34.000]   I will answer those, but we can't start there.
[00:04:34.000 --> 00:04:36.000]   And that's the problem is most people start there.
[00:04:36.000 --> 00:04:41.000]   We've got to start a little bit farther back because if you can gain some background knowledge, those answers will be simple.
[00:04:41.000 --> 00:04:43.000]   I promise.
[00:04:43.000 --> 00:04:45.000]   They'll be completely simple.
[00:04:45.000 --> 00:04:48.000]   And they'll in many ways be self-evident.
[00:04:48.000 --> 00:04:52.000]   What will happen is you'll think about a set of facts.
[00:04:52.000 --> 00:04:59.000]   Perhaps they're the facts in your own life or if you're a financial advisor of some kind, there will be a set of facts in a client or prospective client's life.
[00:04:59.000 --> 00:05:08.000]   And you just simply sit back and look at this set of facts and you go to your knowledge bank and the answer will emerge almost in a self-evident way.
[00:05:08.000 --> 00:05:15.000]   Then you can just simply step forward and make a simple recommendation and that recommendation will be appropriate.
[00:05:15.000 --> 00:05:20.000]   Or in some cases, you might need to think a little bit more.
[00:05:20.000 --> 00:05:27.000]   There might be a few different options and so you'll make a list of the different ways to satisfy the needs of the facts that are in front of you.
[00:05:27.000 --> 00:05:34.000]   And then you'll look through those different needs and think about the advantages and disadvantages of each one.
[00:05:34.000 --> 00:05:40.000]   Think about the costs and the opportunity costs of each choice and then the answer will emerge.
[00:05:40.000 --> 00:05:43.000]   It's pretty simple.
[00:05:43.000 --> 00:05:45.000]   But I've got quite a task in front of me.
[00:05:45.000 --> 00:05:47.000]   I've got to give you that background.
[00:05:47.000 --> 00:05:49.000]   I can't do it in five minutes.
[00:05:49.000 --> 00:05:51.000]   I might be able to do it in five shows.
[00:05:51.000 --> 00:05:52.000]   It might be 15.
[00:05:52.000 --> 00:05:53.000]   It might be 50.
[00:05:53.000 --> 00:05:54.000]   I don't know.
[00:05:54.000 --> 00:05:55.000]   But I can't do it in five minutes.
[00:05:55.000 --> 00:06:09.000]   So if you're looking for the five-minute answer, go somewhere else, ask another pundit or just go ask a life insurance agent and ask them to teach you and explain to you what is appropriate for your situation based upon what they have to say.
[00:06:09.000 --> 00:06:12.000]   But today we can't start with five-minute answers.
[00:06:12.000 --> 00:06:27.000]   And today I want to give you a little bit of the background and the fundamental foundation of why we think about life insurance and then also what some of the uses are in a personal family situation for life insurance.
[00:06:27.000 --> 00:06:39.000]   And I'm going to be accomplishing this partly by giving you a technical framework but also partly by selling you a little bit on the concept of life insurance.
[00:06:39.000 --> 00:06:50.000]   In our modern world, the concept of salesmanship or good selling has been utterly destroyed through unprofessional salespeople's actions.
[00:06:50.000 --> 00:06:54.000]   But I do need to sell you a little bit on the concept of life insurance.
[00:06:54.000 --> 00:07:02.000]   And if you're sold on it, you won't view your insurance premium payments quite so negatively.
[00:07:02.000 --> 00:07:10.000]   See, what's happened is in the past – well, first, life insurance didn't exist and then it did exist, but people weren't really aware of it.
[00:07:10.000 --> 00:07:22.000]   And so the life insurance industry employed an army of life insurance agents who went out and aggressively sold the concept of life insurance and sold people on why it was such a value to them.
[00:07:22.000 --> 00:07:32.000]   Then over time, it simply became accepted as normal that, well, of course, every prudent man and every prudent woman would have life insurance.
[00:07:32.000 --> 00:07:39.000]   And now we've almost passed that to where, yes, many prudent people have it, but very few people take much joy in having life insurance.
[00:07:39.000 --> 00:07:45.000]   And frankly, although I get that a little bit, I don't quite get it because I see it a little bit differently.
[00:07:45.000 --> 00:07:55.000]   Let me tell you first why I have life insurance before we get into the framework of academic construct of why life insurance.
[00:07:55.000 --> 00:07:58.000]   So here's the deal for me and my family.
[00:07:58.000 --> 00:08:02.000]   I have a bunch of very aggressive financial goals.
[00:08:02.000 --> 00:08:10.000]   I have a vision of where I want my life to go and where I want my family's life to go.
[00:08:10.000 --> 00:08:17.000]   I have a vision of a lifestyle that I'm working every day to create for me and for my family.
[00:08:17.000 --> 00:08:22.000]   I have dreams, hopes, aspirations.
[00:08:22.000 --> 00:08:30.000]   I have things I want to do with my 1-year-old son, things I want to do with a 10-year-old son, things I want to do with a 20-year-old son.
[00:08:30.000 --> 00:08:34.000]   My wife and I are expecting a daughter.
[00:08:34.000 --> 00:08:42.000]   I have a vision of what I want her to look like at 15 years old and at 20 years old and at 30 years old.
[00:08:42.000 --> 00:08:47.000]   I have a vision for what I want my life to look like in 30 years, 40 years, 50 years.
[00:08:47.000 --> 00:08:58.000]   I have a vision of what I want to see when I'm 70 years old, what I want to see when I'm 80 years old, what I want to see when I'm 90, and what I want to see on the day before my 100th birthday.
[00:08:58.000 --> 00:09:00.000]   My hope is to die on my 100th birthday.
[00:09:00.000 --> 00:09:05.000]   I actually have a great-grandmother who died on the morning of her 100th birthday, and I've always thought that would be about right.
[00:09:05.000 --> 00:09:08.000]   But I have a vision of these things.
[00:09:08.000 --> 00:09:27.000]   Now, every one of these hopes and dreams involves money, not necessarily because it's something specific, an item, a doodad, a gizmo or gadget that I need to buy, but rather simply because there's a price tag associated with every one of my hopes and dreams.
[00:09:27.000 --> 00:09:38.000]   If I'm going to have a certain experience with my kids or with my wife, I need to have the economic freedom to have that experience, whether it be a small cost or a larger cost.
[00:09:38.000 --> 00:09:41.000]   And here's the deal.
[00:09:41.000 --> 00:09:51.000]   If I'm here, I will continue working day and night to fill that vision.
[00:09:51.000 --> 00:09:57.000]   But if I'm dead and gone, I can't do it.
[00:09:57.000 --> 00:10:10.000]   If I'm dead and gone, I can't work to provide the financial freedom that my family needs to fulfill that vision.
[00:10:10.000 --> 00:10:13.000]   But do I want that vision to die with me?
[00:10:13.000 --> 00:10:15.000]   I don't.
[00:10:15.000 --> 00:10:19.000]   That vision is a vision that my wife and I have together.
[00:10:19.000 --> 00:10:20.000]   It's a shared vision.
