
[00:00:00.000 --> 00:00:10.000]   [Silence]
[00:00:10.000 --> 00:00:12.720]   >> Well, good afternoon, Joe.
[00:00:12.720 --> 00:00:18.680]   We have finished both the Old Testament and the New Testament, the whole Bible is in.
[00:00:18.680 --> 00:00:23.320]   And in the process, not only did we translate, but people had some questions for us and different
[00:00:23.320 --> 00:00:28.600]   kinds of people, not just people who are reading the current translation that's out, but also
[00:00:28.600 --> 00:00:33.440]   reviewers who have reviewed our notes on translation and such, and several questions have crossed
[00:00:33.440 --> 00:00:38.160]   my desk, and I thought this would be a good time for us to talk about some of the dominant
[00:00:38.160 --> 00:00:39.160]   ones.
[00:00:39.160 --> 00:00:44.600]   So, with that, here's one of those questions that people have posed.
[00:00:44.600 --> 00:00:50.640]   One is, were there any systematic yet subtle changes in the Old Testament?
[00:00:50.640 --> 00:00:55.740]   We're thinking about like a verb translation, a verb tense that was brought out, similar
[00:00:55.740 --> 00:01:01.480]   to how we did the imperfect in the Greek New Testament, in the New Testament translation
[00:01:01.480 --> 00:01:02.920]   of the Scriptures.
[00:01:02.920 --> 00:01:04.240]   Is there anything like that?
[00:01:04.240 --> 00:01:07.800]   People know about the translation of Yahweh, they know about the major things, but were
[00:01:07.800 --> 00:01:11.320]   there subtle things on that line that we brought out?
[00:01:11.320 --> 00:01:15.860]   >> Well, that was part of our goal and part of our desire, part of our translation philosophy
[00:01:15.860 --> 00:01:20.200]   to make things as consistent as possible, but also as precise as possible.
[00:01:20.200 --> 00:01:21.960]   So, there were a few things.
[00:01:21.960 --> 00:01:29.600]   One thing that I'm thinking right off the bat is our treatment of the element, the macro
[00:01:29.600 --> 00:01:35.520]   syntactical marker or the discourse marker, which sometimes introduces a paragraph, other
[00:01:35.520 --> 00:01:38.120]   times it brings the paragraph to the climax.
[00:01:38.120 --> 00:01:43.040]   So, in Hebrew, it would be the "vayehi" form or the "vihaya" form, the "vayehi" being in
[00:01:43.040 --> 00:01:47.680]   the past tense, the "vihaya" being in the future tense, and again, for the most part,
[00:01:47.680 --> 00:01:49.560]   you know how it is sometimes.
[00:01:49.560 --> 00:01:55.240]   So, when we worked with that, we were basing our translation on Nazbi, so it was already
[00:01:55.240 --> 00:01:57.720]   there, but we tried to make it more systematic.
[00:01:57.720 --> 00:02:01.240]   >> So, how would it appear in the Nazbi at times?
[00:02:01.240 --> 00:02:04.360]   >> So, let's take an example from Genesis chapter 4.
[00:02:04.360 --> 00:02:08.520]   This is where Cain kills Abel, and then God appears to Cain, and God speaks to Cain, and
[00:02:08.520 --> 00:02:11.000]   He says to him, "Where's your brother?"
[00:02:11.000 --> 00:02:17.200]   And so, in that conversation, God speaks, God says to Cain that He's going to send him
[00:02:17.200 --> 00:02:22.840]   out, and He's going to cast him out, and Cain, in a way, laments that, and he says, "I have
[00:02:22.840 --> 00:02:29.440]   been cast out from your presence, and I'm going to be a vagrant and a wanderer," and
[00:02:29.440 --> 00:02:34.480]   then most of the translations have it as, "Whoever finds me will kill me."
[00:02:34.480 --> 00:02:39.880]   Well, that's a climax of that verse and of Cain's statement, and so really, in the Hebrew,
[00:02:39.880 --> 00:02:46.040]   it says, it has the discourse marker which shows to us that this is a climax, and so
[00:02:46.040 --> 00:02:51.640]   really, it's supposed to be, "And it will be that whoever finds me will kill me."
[00:02:51.640 --> 00:02:57.240]   And so, we introduced that element into the LSB translation so that you can see that it's
[00:02:57.240 --> 00:02:58.240]   a climax.
[00:02:58.240 --> 00:03:05.360]   >> So, for the reader now, when they see phrases like, "Now it happened," or "And it will be,"
[00:03:05.360 --> 00:03:11.120]   they know this could be a start of a new paragraph, this could be a climactic moment, this could
[00:03:11.120 --> 00:03:14.400]   be even a conclusion to an entire idea.
[00:03:14.400 --> 00:03:15.400]   Is that what's going on?
[00:03:15.400 --> 00:03:18.440]   >> That's exactly right, and just since you brought up the past tense, you can think about
[00:03:18.440 --> 00:03:25.240]   the Joseph narrative, and one of the famous parts is when Mrs. Potiphar, so to say, she
[00:03:25.240 --> 00:03:31.520]   tempts Joseph, and so in that description and the discussion that they have in chapter
[00:03:31.520 --> 00:03:38.680]   39, you have the part where Joseph goes into the house, and in a way, that's the beginning
[00:03:38.680 --> 00:03:40.800]   of the paragraph.
[00:03:40.800 --> 00:03:46.500]   So it says, "Now it happened that Joseph went into the house," and that introduces that
[00:03:46.500 --> 00:03:51.600]   portion of the paragraph, and Joseph is alone in the house, and Mrs. Potiphar happens to
[00:03:51.600 --> 00:03:56.460]   be there, all the men are gone, and so she tempts him there, she grabs him by the clothes,
[00:03:56.460 --> 00:04:03.780]   and she takes his garment, and he flees without his garment, and then it says that, "And now
[00:04:03.780 --> 00:04:11.700]   it happened when she saw that she had his garment," so that the part, "Now it happened,"
[00:04:11.700 --> 00:04:18.460]   is also the discourse marker, but in this case, it brings the whole story to the climax.
[00:04:18.460 --> 00:04:22.420]   It's in the middle of the story, it's in the middle of the paragraph, and it says there
[00:04:22.420 --> 00:04:27.660]   that she saw the clothes that she had with him, and she was going to make a decision,
[00:04:27.660 --> 00:04:32.380]   and so when she sees that she has the garment, then she cries out, then she calls out to
[00:04:32.380 --> 00:04:40.100]   the men, and the men come in, and she begins to explain to them the story that their leader
[00:04:40.100 --> 00:04:45.960]   brought in this slave who was going to tempt her, if you will, and she repeats this discourse
[00:04:45.960 --> 00:04:52.100]   marker, and she says that, "And now it happened that when he saw that he left his clothes,
[00:04:52.100 --> 00:04:54.420]   he ran away and he fled."
[00:04:54.420 --> 00:05:00.940]   So the Hebrew uses this marker, "Now it happened," to introduce a paragraph, or it uses this
[00:05:00.940 --> 00:05:07.460]   discourse marker to bring the story to a climax, to show that this is the central point, or
[00:05:07.460 --> 00:05:13.220]   this is the peak of the narrative where something very important happens, and so she does this.
[00:05:13.220 --> 00:05:17.740]   And it happens actually throughout Genesis 39, so that you see where the paragraph begins
[00:05:17.740 --> 00:05:19.300]   and where it climaxes.
