
[00:00:00.000 --> 00:00:08.540]   Welcome, friends, to this episode of the Everyday Educator podcast.
[00:00:08.540 --> 00:00:14.160]   I'm your host today, Lisa Bailey, and I'm excited to spend some time with you today
[00:00:14.160 --> 00:00:21.260]   as we encourage one another, learn together, and ponder the delights and challenges that
[00:00:21.260 --> 00:00:23.920]   make homeschooling the adventure of a lifetime.
[00:00:23.920 --> 00:00:31.440]   Whether you're just considering this homeschooling possibility or deep into the daily delight
[00:00:31.440 --> 00:00:36.400]   of family learning, I believe you'll enjoy thinking along with us.
[00:00:36.400 --> 00:00:43.640]   But don't forget, although this online community is awesome, you will find even closer support
[00:00:43.640 --> 00:00:45.800]   in a local CC community.
[00:00:45.800 --> 00:00:54.000]   So go to classicalconversations.com and find a community near you today.
[00:00:54.000 --> 00:01:02.600]   Well, listeners, Delisa and I have a big surprise or a big blessing for you today.
[00:01:02.600 --> 00:01:09.380]   As you come to the end of your school year, as you are thinking about how am I going to
[00:01:09.380 --> 00:01:14.620]   keep my kids focused or on learning for the summer?
[00:01:14.620 --> 00:01:20.100]   What's something fun I can do with them that will keep them in learning mode?
[00:01:20.100 --> 00:01:26.140]   Or maybe you're thinking, what is something I can do to prepare myself for the next fall?
[00:01:26.140 --> 00:01:29.480]   We have got a guest that I think is going to be a blessing.
[00:01:30.180 --> 00:01:34.780]   We have with us today, Alexis Selby Carrico.
[00:01:34.780 --> 00:01:39.360]   Alexis works with Jam with Latin.
[00:01:39.360 --> 00:01:45.100]   You may have accessed this podcast because you wanted to answer the question,
[00:01:45.100 --> 00:01:47.920]   is Latin your jam?
[00:01:47.920 --> 00:01:50.320]   And maybe you wanted to say, yes, it is.
[00:01:50.320 --> 00:01:54.000]   Or maybe you wanted to say, no, it's not, but it needs to be.
[00:01:54.000 --> 00:01:58.040]   We're hoping that Alexis can make a real difference for you today.
[00:01:58.040 --> 00:01:59.760]   Alexis, welcome to the podcast.
[00:01:59.760 --> 00:02:02.180]   Thanks so much for having me.
[00:02:02.180 --> 00:02:04.280]   I'm excited to be here and to talk to everybody.
[00:02:04.280 --> 00:02:10.360]   Well, I discovered from a little comment that you made a few minutes ago,
[00:02:10.360 --> 00:02:16.240]   as we were getting to know each other, that you are actually a homeschool mom yourself.
[00:02:16.240 --> 00:02:23.160]   So tell us a little bit about your homeschool experience so that we can know that you get us.
[00:02:23.160 --> 00:02:24.460]   You really get us.
[00:02:25.780 --> 00:02:26.220]   Yeah.
[00:02:26.220 --> 00:02:30.200]   So I've actually been homeschooling for 15 years.
[00:02:30.200 --> 00:02:38.480]   My son was in third grade and he was in public school and he was actually very depressed.
[00:02:38.480 --> 00:02:41.520]   He was, you know, seven or eight years old and he was super depressed.
[00:02:41.520 --> 00:02:44.720]   And we took him to doctors and everything, couldn't figure it out.
[00:02:45.120 --> 00:02:48.780]   So I was kind of forced into homeschooling.
[00:02:48.780 --> 00:02:54.340]   You know, a lot of us are forced by our Lord telling us, hey, you should do this.
[00:02:54.340 --> 00:02:55.360]   Absolutely.
[00:02:55.360 --> 00:03:04.740]   So my son was again in third grade and we brought him home and he started to thrive and
[00:03:04.740 --> 00:03:09.460]   not be as depressed, which was, of course, our blessing that we wanted.
[00:03:09.460 --> 00:03:12.780]   And we were able to work with him at his level.
[00:03:12.780 --> 00:03:16.360]   He has dyslexia as well as I do.
[00:03:16.360 --> 00:03:19.600]   And I actually have three children.
[00:03:19.600 --> 00:03:21.260]   He's the oldest, Noah.
[00:03:21.260 --> 00:03:24.820]   And then Anastasia, we pulled her out of third grade.
[00:03:24.820 --> 00:03:26.820]   She's two years younger than he is.
[00:03:26.820 --> 00:03:32.380]   And then we have Gabrielle, the baby, and she's always been homeschooled.
[00:03:32.380 --> 00:03:33.240]   All right.
[00:03:33.240 --> 00:03:37.420]   Sometimes she wishes she wasn't like all of our kids at home.
[00:03:37.420 --> 00:03:42.020]   But, you know, sometimes we have to put our foot down and say, no, this is the best thing
[00:03:42.020 --> 00:03:42.560]   for you.
[00:03:42.560 --> 00:03:46.200]   You're my child and I'm going to raise you up the best way I can.
[00:03:46.200 --> 00:03:46.960]   Yeah.
[00:03:46.960 --> 00:03:51.540]   I love you too much to let you have everything you want, especially if it's not the best for
[00:03:51.540 --> 00:03:51.760]   you.
[00:03:51.760 --> 00:03:53.120]   Absolutely.
[00:03:53.120 --> 00:03:54.720]   Absolutely.
[00:03:54.720 --> 00:03:55.920]   Well, that is really cool.
[00:03:55.920 --> 00:04:01.160]   And I understand that you have quite a bit of experience with Classical Conversations
[00:04:01.160 --> 00:04:02.880]   in our programs as well.
[00:04:02.880 --> 00:04:04.280]   Yeah.
[00:04:04.280 --> 00:04:07.640]   So I'm actually a former teacher.
[00:04:07.640 --> 00:04:09.180]   I have a degree in education.
[00:04:09.180 --> 00:04:15.520]   And I had a friend who kept telling me, Alexis, just come home and homeschool Noah.
[00:04:15.520 --> 00:04:16.400]   He needs it.
[00:04:16.400 --> 00:04:20.100]   And she was a director of Assisi Community.
[00:04:20.100 --> 00:04:22.340]   And she's like, just come and be with us.
[00:04:22.340 --> 00:04:25.280]   And, you know, I'll help you through this.
[00:04:25.280 --> 00:04:28.840]   And that's the great thing about CC, the community that you build.
[00:04:28.840 --> 00:04:34.740]   So for 15 years, from the very beginning of my homeschool journey, I have been a part of
[00:04:34.740 --> 00:04:35.840]   Classical Conversations.
[00:04:35.840 --> 00:04:37.780]   Oh, that is so cool.
[00:04:37.780 --> 00:04:38.340]   I'm glad.
[00:04:38.460 --> 00:04:44.800]   I loved it that you said community was the thing that drew you in and that kept you because I think
[00:04:44.800 --> 00:04:46.340]   that's true for a lot of us.
[00:04:46.340 --> 00:04:52.180]   We are looking for somebody to walk beside us on this journey.
[00:04:52.180 --> 00:04:58.280]   And so it's great that you understand where we're all coming from.
[00:04:58.340 --> 00:05:07.340]   So I guess your children have participated in Classical Conversations classes and levels.
[00:05:07.540 --> 00:05:11.000]   Is that where you got exposed to Latin?
[00:05:11.000 --> 00:05:13.080]   Yes, yes.
[00:05:13.080 --> 00:05:19.020]   So again, my son has dyslexia and I have it.
[00:05:19.020 --> 00:05:25.620]   And to tell you the truth, I did not have a very strong background in English grammar.
[00:05:26.160 --> 00:05:31.780]   And so my son was in Essentials and learning grammar.
[00:05:31.780 --> 00:05:35.360]   And so I started to learn right along with him.
[00:05:35.360 --> 00:05:48.520]   And so when he went from Essentials to Challenge A, which is our seventh grade level, we were told,
[00:05:48.520 --> 00:05:50.440]   hey, you should learn Latin.
