
[00:00:00.000 --> 00:00:01.780]   (upbeat music)
[00:00:01.780 --> 00:00:04.620]   - Hello, and welcome to another episode of All The Hacks,
[00:00:04.620 --> 00:00:07.500]   a show about upgrading your life, money, and travel.
[00:00:07.500 --> 00:00:09.620]   I'm Chris Hutchins, and today we have something
[00:00:09.620 --> 00:00:11.040]   a little different in store for you,
[00:00:11.040 --> 00:00:12.860]   and I think it's pretty awesome.
[00:00:12.860 --> 00:00:15.320]   So it all started when I thought about doing an episode
[00:00:15.320 --> 00:00:18.440]   about how to optimize the entire home buying experience.
[00:00:18.440 --> 00:00:21.540]   And I mean all of it, agents, listings, diligence,
[00:00:21.540 --> 00:00:25.380]   inspections, financing, offers, and everything in between.
[00:00:25.380 --> 00:00:27.780]   So while I've gone through this process twice,
[00:00:27.780 --> 00:00:30.100]   I wanted to make sure we had it all covered,
[00:00:30.100 --> 00:00:33.180]   including what you might do differently in today's market.
[00:00:33.180 --> 00:00:36.220]   So I reached out to David Green and Rob Abasolo,
[00:00:36.220 --> 00:00:39.260]   who hosts the number one real estate podcast out there,
[00:00:39.260 --> 00:00:40.740]   Bigger Pockets Real Estate,
[00:00:40.740 --> 00:00:43.540]   which I've listened to on so many occasions.
[00:00:43.540 --> 00:00:46.700]   They are 10 times more knowledgeable than I am in the space.
[00:00:46.700 --> 00:00:48.180]   David is a real estate investor
[00:00:48.180 --> 00:00:50.020]   with over a decade of experience.
[00:00:50.020 --> 00:00:53.340]   He's bought, rehabbed, and managed more than 50 properties.
[00:00:53.340 --> 00:00:55.380]   He runs an award-winning mortgage company
[00:00:55.380 --> 00:00:58.220]   and a top-producing real estate agent team.
[00:00:58.220 --> 00:01:00.020]   Rob is also a real estate investor
[00:01:00.020 --> 00:01:02.700]   and a 12-time Airbnb super host
[00:01:02.700 --> 00:01:05.700]   who is often called the king of short-term rentals.
[00:01:05.700 --> 00:01:08.820]   Between the three of us, we should leave no hack unturned,
[00:01:08.820 --> 00:01:10.460]   but please reach out to me if we do
[00:01:10.460 --> 00:01:13.420]   so I can make sure to share it on an upcoming episode.
[00:01:13.420 --> 00:01:14.660]   And one more thing.
[00:01:14.660 --> 00:01:17.580]   This episode isn't just coming out on all the hacks,
