
[00:00:00.000 --> 00:00:05.360]   [music]
[00:00:05.360 --> 00:00:13.840]   We jolt awake, grab our phone, silence the alarm, and there, laying in bed, phone in
[00:00:13.840 --> 00:00:19.100]   hand, we face our first decision of the new day.
[00:00:19.100 --> 00:00:21.580]   Do we shut off the screen?
[00:00:21.580 --> 00:00:24.320]   Or do we start scrolling?
[00:00:24.320 --> 00:00:27.880]   I wanted to know how common this dilemma was among Christians.
[00:00:27.880 --> 00:00:34.960]   So back in April of 2015, I conducted an online survey of 8,000 readers of DesiringGod.org.
[00:00:34.960 --> 00:00:38.600]   My survey focused on smartphones and social media habits.
[00:00:38.600 --> 00:00:43.160]   I asked a bunch of questions and received a lot of revealing results in return, a few
[00:00:43.160 --> 00:00:46.440]   of which made it into my smartphone book.
[00:00:46.440 --> 00:00:51.200]   But here were three stats that immediately stood out to me.
[00:00:51.200 --> 00:00:55.840]   Of the 8,000 respondents, half admitted to scrolling through their phones within the
[00:00:55.840 --> 00:00:59.760]   first minutes of waking up in the morning.
[00:00:59.760 --> 00:01:04.960]   And this figure rose to over 60% among those aged 18 to 29.
[00:01:04.960 --> 00:01:09.160]   And when asked whether they were more likely to scroll through texts and email and social
[00:01:09.160 --> 00:01:17.520]   media before or after their morning devotions, a staggering 73% admitted to me that they
[00:01:17.520 --> 00:01:24.640]   normally did so before spending time with God in the morning.
[00:01:24.640 --> 00:01:27.600]   73%.
[00:01:27.600 --> 00:01:31.440]   And while scrolling social media may seem like a harmless indulgence, I think we all
[00:01:31.440 --> 00:01:34.280]   know it's an unhealthy way to start the day.
[00:01:34.280 --> 00:01:36.840]   It's like eating chocolate for breakfast.
[00:01:36.840 --> 00:01:41.760]   So I want to ask you, Pastor John, in light of these stats, what's a better approach in
[00:01:41.760 --> 00:01:47.600]   these moments just after we wake up in the morning?
[00:01:47.600 --> 00:01:50.440]   I think there is a better course.
[00:01:50.440 --> 00:01:57.520]   But to help everybody understand why I think that and what that better course is, it might
[00:01:57.520 --> 00:02:06.240]   be helpful to start by analyzing why we are so prone to click on our phones before we
[00:02:06.240 --> 00:02:07.880]   do almost anything else.
[00:02:07.880 --> 00:02:12.640]   So I thought of six possible reasons why we do this.
[00:02:12.640 --> 00:02:19.200]   And I got these reasons out of my head by analyzing John Piper's soul and his temptations.
[00:02:19.200 --> 00:02:24.000]   I haven't done any surveys, so if people think this is narrow, they say, "Well, yeah, it
[00:02:24.000 --> 00:02:25.000]   is.
[00:02:25.000 --> 00:02:29.160]   It comes out of me, and if people are like me, then they might get help."
[00:02:29.160 --> 00:02:34.660]   It seems to me that all of these six things, I'm going to say, are rooted in sin rather
[00:02:34.660 --> 00:02:39.880]   than rooted in the desire to serve others and savor God.
[00:02:39.880 --> 00:02:47.560]   And I put it like that because I do think the great commandment does set the agenda
[00:02:47.560 --> 00:02:51.240]   for our mornings and our midday and our evening.
[00:02:51.240 --> 00:02:56.320]   We are to love God with all of our heart, soul, mind, strength when we wake up in the
