
[00:00:00.000 --> 00:00:02.220]   Welcome to Huberman Lab Essentials,
[00:00:02.220 --> 00:00:04.040]   where we revisit past episodes
[00:00:04.040 --> 00:00:07.220]   for the most potent and actionable science-based tools
[00:00:07.220 --> 00:00:09.900]   for mental health, physical health, and performance.
[00:00:09.900 --> 00:00:12.820]   I'm Andrew Huberman,
[00:00:12.820 --> 00:00:15.460]   and I'm a professor of neurobiology and ophthalmology
[00:00:15.460 --> 00:00:17.120]   at Stanford School of Medicine.
[00:00:17.120 --> 00:00:20.100]   And now, my conversation with Dr. Duncan French.
[00:00:20.100 --> 00:00:22.840]   Duncan French, great to see you again.
[00:00:22.840 --> 00:00:24.540]   Likewise, likewise, thank you.
[00:00:24.540 --> 00:00:26.960]   I don't often have many Stanford professors
[00:00:26.960 --> 00:00:29.620]   in the Performance Institute, so I'm really excited.
[00:00:29.620 --> 00:00:31.100]   Oh, well, this place is amazing,
[00:00:31.100 --> 00:00:35.220]   and you have a huge role in making it what it is.
[00:00:35.220 --> 00:00:37.140]   I found dozens of papers
[00:00:37.140 --> 00:00:39.920]   on how weight training impacts hormones,
[00:00:39.920 --> 00:00:42.560]   and your name's on all of them.
[00:00:42.560 --> 00:00:46.680]   What is it about engaging motor neurons under heavy loads
[00:00:46.680 --> 00:00:48.980]   sends a signal to the endocrine system,
[00:00:48.980 --> 00:00:51.080]   hey, release testosterone.
[00:00:51.080 --> 00:00:54.040]   I've never actually been able to find that in a textbook.
[00:00:54.040 --> 00:00:56.420]   Yeah, I mean, I think it's a stress response, right?
[00:00:56.420 --> 00:00:58.540]   It's mechanical stress and it's metabolic stress.
[00:00:58.540 --> 00:01:00.860]   And these are, you know, the downstream regulation
[00:01:00.860 --> 00:01:03.180]   of testosterone release at the gonads
[00:01:03.180 --> 00:01:05.500]   comes from many different areas.
[00:01:05.500 --> 00:01:10.320]   You know, my work primarily looked at, you know,
[00:01:10.320 --> 00:01:13.240]   catecholamines and sympathetic arousal.
[00:01:13.240 --> 00:01:14.820]   So things like epinephrine, adrenaline.
[00:01:14.820 --> 00:01:18.800]   Correct, yeah, epinephrine, adrenaline, you know, noradrenaline.
[00:01:18.800 --> 00:01:23.080]   How they were signaling, that signaling cascade using, you know,
[00:01:23.080 --> 00:01:29.200]   the HPA axis releasing cortisol, and then, you know, looking at how that also influenced
[00:01:29.200 --> 00:01:34.960]   the adrenal medulla to release, you know, androgens, and then signaling that at the gonads.
[00:01:34.960 --> 00:01:36.660]   That raises an interesting question.
[00:01:36.660 --> 00:01:43.380]   So in presumably weight training in women, people who don't have testes, also it increases
[00:01:43.380 --> 00:01:44.180]   testosterone.
[00:01:44.180 --> 00:01:44.480]   Yeah, yeah.
[00:01:44.480 --> 00:01:46.300]   And is that purely through the adrenals?
[00:01:46.300 --> 00:01:48.780]   When women lift weights, their adrenal glands release testosterone?
[00:01:48.780 --> 00:01:49.320]   Absolutely.
[00:01:49.320 --> 00:01:53.300]   I mean, that is the only area of testosterone release for females.
[00:01:53.300 --> 00:01:55.560]   And yes, it's the same downstream cascade.
[00:01:55.560 --> 00:01:59.340]   Obviously, the extent to which it happens is significantly less in females.
[00:01:59.340 --> 00:02:03.960]   But that's how you, there's good data out there that shows, you know, females can increase
[00:02:03.960 --> 00:02:09.020]   their anabolic environment, their internal anabolic milieu, using resistance training as
[00:02:09.020 --> 00:02:09.560]   a stressor.
[00:02:09.560 --> 00:02:14.180]   And then they get the consequent muscle tissue growth, you know, whether it's tendon, ligament,
[00:02:14.180 --> 00:02:20.060]   adaptations, you know, the beneficial consequences of resistance training, which is driven by anabolic
[00:02:20.060 --> 00:02:20.800]   stimuli.
[00:02:20.800 --> 00:02:22.580]   Yeah, I have two questions about that.
[00:02:22.580 --> 00:02:27.380]   The first one is something that you mentioned, which is that the, the androgens, the testosterone
[00:02:27.380 --> 00:02:30.580]   comes from the adrenals under resistance loads in women.
[00:02:30.580 --> 00:02:32.080]   Is the same true in men?
[00:02:32.080 --> 00:02:37.740]   I mean, we hear that the testes produce testosterone when we weight train, but do we know whether or
[00:02:37.740 --> 00:02:42.020]   not it's the adrenals or the testes in men that are increasing testosterone more, both a
[00:02:42.020 --> 00:02:42.700]   little bit from each?
[00:02:42.700 --> 00:02:44.660]   The field is divided presently.
[00:02:44.660 --> 00:02:53.920]   And as much as understanding the acute adrenergic response in terms of, you know, anabolic response
[00:02:53.920 --> 00:02:59.720]   to exercise in an acute phase and the exposure to, you know, a stimulus that is stress driven,
[00:02:59.720 --> 00:03:05.700]   which might be partly from the adrenal glands, partly from the gonads versus a longitudinal exposure
[00:03:05.700 --> 00:03:12.100]   exposure to anabolic environments, which is primarily driven by, obviously, the gonads and the release,
[00:03:12.100 --> 00:03:15.200]   the endocrine environment from testosterone release at the gonads.
[00:03:15.200 --> 00:03:21.720]   So the field is split in terms of how exercise is promoting hypertrophy, you know, muscle tissue
[00:03:21.720 --> 00:03:28.720]   growth, and whether that is very much an adrenal stimuli or if that's significant enough in these
[00:03:28.720 --> 00:03:35.980]   acute responses versus the longitudinal exposure, just elevated basal levels of anabolic testosterone
[00:03:35.980 --> 00:03:37.460]   habitual levels.
[00:03:37.460 --> 00:03:43.460]   And then you mentioned that testosterone can have enhancing effects, growth effects on tendon
[00:03:43.460 --> 00:03:46.000]   and ligament also, that you don't often hear about that.
[00:03:46.000 --> 00:03:50.740]   People always think, you know, testosterone muscle, but testosterone has a lot of effects on
[00:03:50.740 --> 00:03:54.020]   other tissues that are important for performance, it sounds like.
[00:03:54.020 --> 00:03:54.980]   And what's the story there?
[00:03:54.980 --> 00:03:55.580]   Yeah, absolutely.
[00:03:55.580 --> 00:04:01.300]   I mean, the testosterone hormone is, I mean, listen, there's androgen receptors on neural tissue,
[00:04:01.300 --> 00:04:02.140]   on neural axons.
[00:04:02.140 --> 00:04:03.300]   It's pretty much everywhere.
[00:04:03.300 --> 00:04:03.860]   Exactly.
[00:04:03.860 --> 00:04:08.840]   So, you know, the binding capacity of testosterone and influencing different tissues within the
[00:04:08.840 --> 00:04:14.020]   body, I touched on, you know, muscle tissue, but, you know, the ligaments, the tendons, even
[00:04:14.020 --> 00:04:20.000]   bone to some extent, you know, testosterone is potential to influence that in terms of removing
[00:04:20.000 --> 00:04:22.380]   osteopenic kind of characteristics, et cetera.
[00:04:22.380 --> 00:04:31.880]   So, yeah, it's a magic hormone, let's say, with many, many end impacts in terms of adaptation.
[00:04:31.880 --> 00:04:38.440]   Could you say that there's some general principles of training that favor testosterone production in
[00:04:38.440 --> 00:04:43.400]   terms of, that somebody who's not an elite athlete could use, who's trying to use weight
[00:04:43.400 --> 00:04:51.240]   training to build or maintain muscle, lose body fat, so body recomposition, and/or stay strong and healthy
[00:04:51.240 --> 00:04:52.920]   for sport of a different kind?
[00:04:52.920 --> 00:04:57.880]   Testosterone is really stimulated by an intensity factor and also a volume factor.
[00:04:57.880 --> 00:04:59.560]   Now, growth hormone is a little bit different.
[00:04:59.560 --> 00:05:02.360]   That's largely driven by an intensity factor alone.
[00:05:02.360 --> 00:05:07.560]   If you look at many of the exercise interventions that we use to try and investigate and interrogate
[00:05:07.560 --> 00:05:13.160]   testosterone, it was usually, you know, a six by 10 protocol.
[00:05:13.160 --> 00:05:19.240]   So, six sets of 10 repetitions, which is quite a large, you know, 60 repetitions is quite a large
[00:05:19.240 --> 00:05:26.200]   volume for a single exercise. And that was usually pitched at about 80% of a one repetition max intensity.
