
[00:00:00.000 --> 00:00:04.320]   Hey, parents join the LA Kings on Saturday, November 25th for an unforgettable
[00:00:04.320 --> 00:00:06.360]   kids day presented by Pear Deck.
[00:00:06.360 --> 00:00:09.440]   Family fun giveaways and exciting Kings hockey awaits.
[00:00:09.440 --> 00:00:13.360]   Get your tickets now@lakings.com/promotions and create lasting
[00:00:13.360 --> 00:00:14.840]   memories with your little ones.
[00:00:14.840 --> 00:00:21.520]   It's Friday and after about a month of no Friday Q and A's because I've had my hands
[00:00:21.520 --> 00:00:26.000]   covered in grease, fixing my camper, fixing my truck and dealing with all of that.
[00:00:26.000 --> 00:00:27.160]   We're back.
[00:00:27.160 --> 00:00:28.760]   It's Friday Q and A.
[00:00:28.760 --> 00:00:48.400]   Welcome to Radical Personal Finance, the show dedicated to providing you with the
[00:00:48.400 --> 00:00:53.160]   knowledge, insight, encouragement that you need to live a rich and meaningful life
[00:00:53.160 --> 00:00:56.200]   now while building a plan for financial freedom in 10 years or less.
[00:00:56.520 --> 00:01:00.680]   My name is Joshua and I am your host and man, it is good to be back to a Friday Q
[00:01:00.680 --> 00:01:01.200]   and A show.
[00:01:01.200 --> 00:01:06.800]   I have missed these and today is particularly fun because on the road, I'm sitting here
[00:01:06.800 --> 00:01:10.080]   at a rest area on the side of the road recording a show.
[00:01:10.080 --> 00:01:11.280]   Isn't technology great?
[00:01:11.280 --> 00:01:22.560]   Over the last couple of months as we've been working on planning out our cross
[00:01:22.560 --> 00:01:26.960]   country trip, one of the things that I wanted to be able to do was to record an on
[00:01:26.960 --> 00:01:27.640]   the road show.
[00:01:27.640 --> 00:01:31.920]   I can hear what I've just done here is a little bit rusty.
[00:01:31.920 --> 00:01:32.840]   We'll get better with time.
[00:01:32.840 --> 00:01:37.840]   But just to talk about how amazing the world we live in really is as we get started
[00:01:37.840 --> 00:01:38.080]   here.
[00:01:38.080 --> 00:01:44.600]   I am sitting here recording a podcast underneath a tree at a picnic table at a rest
[00:01:44.600 --> 00:01:49.320]   area on the side of the highway while my family and I desperately drive north to escape
[00:01:49.320 --> 00:01:50.080]   the summer heat.
[00:01:50.600 --> 00:01:55.840]   Isn't that amazing that I can sit here and speak to you in what I'm hoping is pretty
[00:01:55.840 --> 00:02:00.520]   decent quality as you drive across the country, drive across the world, work at your
[00:02:00.520 --> 00:02:02.600]   job, work out in the gym, whatever you're doing.
[00:02:02.600 --> 00:02:08.640]   And I can do this with several hundreds of dollars of equipment and not that much
